repo,repo_id,host,host_source,host_checked
fitnr/convertdate,21275228,,,
fitzgen/bumpalo,158310651,,,
fitzgen/generational-arena,145510024,,,
fitzgen/glob-to-regexp,11461122,,,
fitzgen/id-arena,157155145,,,
fitzgen/inlinable_string,47223972,,,
fitzgen/is_executable,104270570,,,
fitzgen/longest-increasing-subsequence,179374673,,,
fitzgen/mach,30133810,,,
fitzgen/mach_o_sys,63990967,,,
fitzgen/peeking_take_while,91517025,,,
fitzgen/souper-ir,280538844,,,
fivetran/great_expectations,103071520,,,
fizyk/port-for,4672572,,,
fizyk20/generic-array,43086384,,,
fizyr/subst,461902154,,,
fkhadra/react-toastify,73184139,,,
fkoep/downcast-rs,87564530,,,
flashinfer-ai/flashinfer,669331976,,,
flask-restful/flask-restful,6182775,,,
flatiron/union,2677873,,,
flatpak/libportal,216726484,,,
flatpickr/flatpickr,40511756,,,
flavray/avro-rs,113157901,,,
flet/github-slugger,42958503,,,
flier/rust-macho,55600369,,,
flightcontrolhq/superjson,28627350,,,
flmnt/graphemer,294893701,,,
floatdrop/create-error-class,39338674,,,
floatdrop/pinkie,35380896,,,
floatdrop/pinkie-promise,35542205,,,
floatdrop/require-from-string,39301848,,,
floating-ui/floating-ui,54994103,,,
floating-ui/react-popper,70210509,,,
florianuekermann/thiserror,571670566,,,
floridoo/concat-with-sourcemaps,21619944,,,
floridoo/vinyl-sourcemaps-apply,19664681,,,
florimondmanca/asgi-lifespan,211390375,,,
florimondmanca/httpx-sse,562461686,,,
florob/rustyxml,11722478,,,
flozz/stackblur,17324092,,,
fltk/fltk,149260789,,,
fluent/fluent-logger-python,2494665,lf/cncf,domain,2026-06-29T23:07:14+00:00
fluffynuts/synchronous-promise,64318336,,,
fluidsynth/fluidsynth,95304991,,,
flying-sheep/legacy-api-wrap,159190629,,,
fmeow/maybe-async-rs,233786645,,,
fmoo/python-editor,29072222,,,
fmtlib/fmt,7056202,,,
fnichol/names,42942057,,,
focus-trap/focus-trap,40841624,,,
focus-trap/tabbable,40092099,,,
foliojs/brotli.js,24569923,,,
foliojs/dfa,70133191,,,
foliojs/fontkit,27195805,,,
foliojs/linebreak,16879253,,,
foliojs/pdfkit,2030956,,,
foliojs/png.js,2165528,,,
foliojs/restructure,19680235,,,
foliojs/tiny-inflate,30813115,,,
foliojs/unicode-properties,33391280,,,
foliojs/unicode-trie,21803059,,,
follow-redirects/follow-redirects,6697086,,,
fontconfig/fontconfig,926884194,,,
fontforge/libspiro,9570173,,,
fonttools/fonttools,11639637,,,
fonttools/py-zopfli,79144052,,,
fonttools/pyclipper,30908907,,,
fonttools/unicodedata2,24822253,,,
forbeslindesay/acorn-globals,24331457,,,
forbeslindesay/character-parser,9422283,,,
forbeslindesay/http-response-object,22509550,,,
forbeslindesay/npm-package-template,218992875,,,
forbeslindesay/seed-random,6832514,,,
forbeslindesay/spawn-sync,15812700,,,
forbeslindesay/throat,7272353,,,
forbeslindesay/uglify-to-browserify,11807952,,,
forbeslindesay/umd,8821972,,,
forcir/object-deep-merge,668145716,,,
foreversd/nssocket,2080969,,,
form-data/form-data,1755793,,,
format-message/format-message,30384919,,,
formatjs/formatjs,19117456,,,
formiaczek/multi_key_dict,10385120,,,
formidablelabs/prism-react-renderer,145147121,,,
formidablelabs/react-fast-compare,128978936,,,
formidablelabs/victory,38460192,,,
forrest-marshall/serde-hex,111144446,,,
fortawesome/font-awesome,3470471,,,
fortawesome/react-fontawesome,102623247,,,
forwardemail/superagent,1607357,,,
forwardemail/supertest,4813464,,,
fosnola/libstaroffice,40075243,,,
fosskers/nonempty-collections,383676130,,,
fosskers/rs-versions,268693466,,,
foundationdb-rs/foundationdb-rs,436297183,,,
foutaise/texttable,46265696,,,
foxglove/mcap,429907564,,,
foyer-rs/bytesize,855053558,,,
foyer-rs/foyer,639698167,,,
foyer-rs/intrusive-rs,885261937,,,
foyer-rs/mixtrics,914760649,,,
fpgaminer/rust-lzma,51288654,,,
frabert/riff,139557305,,,
framer/motion,157846876,,,
franck34/qjobs,9327702,,,
frankmcsherry/recycler,35170255,,,
frankosterfeld/qtkeychain,2767734,,,
fraser999/hash-hasher,59158945,,,
freaky/faccess,246973015,,,
freaky/rust-filesize,184808506,,,
freedesktop-unofficial-mirror/cairo,34372735,,,
freedesktop/poppler,,,,
freedesktop/xorg-xorgproto,,,,
freeglut/freeglut,9591436,,,
freerdp/freerdp,1979797,,,
freestrings/jsonpath,163121779,,,
freetds/freetds,13513899,,,
freetype/freetype,187000659,,,
freewil/scmp,8130513,,,
frehberg/test-generator,166301231,,,
frenic/csstype,104001328,,,
frewsxcv/earcutr,329433970,,,
frewsxcv/rust-chunked-transfer,34992365,,,
frewsxcv/rust-crates-index,36342407,,,
frewsxcv/rust-gcd,49896368,,,
freyskeyd/environment,106683564,,,
fribidi/fribidi,5575048,,,
frickle/ngx_cache_purge,466680,,,
frmdstryr/magicattr,136076354,,,
frommi/miniz_oxide,96124162,,,
frondeus/test-case,194044580,,,
frostming/findpython,461679672,,,
frostming/pbs-installer,665954830,,,
frostming/unearth,492737189,,,
frozenlib/derive-ex,487449753,,,
frozenlib/parse-display,190051296,,,
frozenlib/structmeta,331493257,,,
frozenlib/test-strategy,311027980,,,
fs-utils/fs-readdir-recursive,13294752,,,
fsevents/fsevents,1402936,,,
fshost/node-dir,5946816,,,
fspmarshall/serde-hex,111144446,,,
fsspec/adlfs,109401999,,,
fsspec/filesystem_spec,130727736,,,
fsspec/gcsfs,78670698,,,
fsspec/s3fs,53987953,,,
fsspec/universal_pathlib,311779497,,,
ftobia/pytest-ordering,17812999,,,
fu5ha/cint,367518635,,,
fukuchi/libqrencode,1410242,,,
fullhuman/purgecss,95970824,,,
fulmicoton/fastdivide,94208399,,,
fungushumungus/syslog-loose,230943558,,,
fusepy/fusepy,4128505,,,
fussybeaver/bollard,137915065,,,
fussybeaver/hyper-named-pipe,744863605,,,
futursolo/pinned,540469793,,,
fwupd/fwupd,31374735,,,
fxsjy/jieba,6007295,,,
fyrd/caniuse,3238243,,,
fzyzcjy/flutter_rust_bridge,413292017,,,
g-plane/css_dataset,494985591,,,
g-plane/malva,688718059,,,
g-plane/markup_fmt,704471893,,,
g-plane/raffia,518281170,,,
g-plane/tiny_pretty,686675317,,,
g-plane/typed-query-selector,312544654,,,
gabrieldemarmiesse/python-on-whales,291525506,,,
gadomski/las-rs,35166280,,,
gaearon/base16-js,43076341,,,
gaearon/react-hot-loader,21779020,,,
gaearon/react-side-effect,30759486,,,
gagle/node-streamifier,,,,
gajus/eslint-plugin-flowtype,51695863,,,
gajus/eslint-plugin-jsdoc,42747440,,,
gajus/fast-printf,326312330,,,
gajus/global-agent,183410611,,,
gajus/roarr,105390095,,,
gajus/table,42323222,,,
gakonst/ethers-rs,266602341,,,
gakonst/open-fastrlp,556378654,,,
galkn/querystring,18273484,,,
gamma0987/either-or-both,1036943840,,,
gamma0987/simplematch,1051412820,,,
gankra/backtrace-ext,621634408,,,
gankra/sptr,475122597,,,
garro95/priority-queue,96408054,,,
garycourt/uri-js,989080,,,
garypen/mintex,548848367,,,
gavrik/axum-yaml,495328370,,,
gawel/pyquery,6909307,,,
gazpachoking/jsonref,9289732,,,
gcanti/fp-ts,80039696,,,
gcanti/io-ts,80294918,,,
gcanti/tcomb,21159390,,,
gcanti/tcomb-validation,23284121,,,
gcarq/seek_bufread,71590209,,,
gcc-mirror/gcc,22711503,fsf/gnu,project_list,2026-07-05T16:57:24+00:00
gcovr/gcovr,10068798,,,
gdesmott/system-deps,260154214,,,
gdraheim/zziplib,88789570,,,
geal/rust-syslog,17211074,,,
gearcase/is-window,56029407,,,
geelen/strict-url-sanitise,1008771378,,,
gehirninc/python-jwt,18668411,,,
gelbpunkt/tokio-websockets,436388379,,,
gendx/lzma-rs,105751956,,,
gentoo90/winreg-rs,33812806,,,
genymobile/scrcpy,111583593,,,
geoalchemy/geoalchemy2,5638538,,,
geographiclib/geographiclib-python,382140692,,,
geomet/geomet,9200780,,,
geopandas/geopandas,11002815,numfocus,domain,2026-06-29T23:07:54+00:00
geopandas/pyogrio,250662921,,,
geopandas/xyzservices,369533962,,,
geopozo/logistro,890976989,,,
geopy/geopy,547504,,,
george-miao/local-event,1076972127,,,
georgkrause/langcodes,756038044,,,
georgkrause/language_data,762282151,,,
georgmartius/vid,,,,
georgmartius/vid.stab,2846384,,,
georust/gdal,18332499,,,
georust/geo,29326047,,,
georust/geographiclib-rs,259663494,,,
georust/geojson,24011994,,,
georust/geos,76482208,,,
georust/geozero,254935172,,,
georust/gpx,29046894,,,
georust/netcdf,38167715,,,
georust/proj,38347679,,,
georust/robust,231992634,,,
georust/rstar,158752531,,,
georust/wkb,880893404,,,
georust/wkt,28528987,,,
geraintluff/tv4,7738366,,,
germangb/minimp3-rs,119421951,,,
gerrit0/mini-shiki,893621816,,,
getify/native-promise-only,19442108,,,
getify/normalize-selector,18734268,,,
getlogbook/logbook,790576,,,
getmoto/moto,8277372,,,
getmoto/py-partiql-parser,527027380,,,
getsentry/raven-python,2527828,,,
getsentry/responses,14437755,,,
getsentry/rust-debugid,127204480,,,
getsentry/rust-sourcemap,60467117,,,
getsentry/sentry-cli,51176043,,,
getsentry/sentry-javascript,3328572,,,
getsentry/sentry-javascript-bundler-plugins,507526151,,,
getsentry/sentry-python,137814779,,,
getsentry/sentry-rust,59312827,,,
getsentry/symbolic,102011536,,,
getsling/flask-swagger,31482659,,,
gevent/gevent,5801666,sfc,project_list,2026-07-05T16:53:18+00:00
geventhttpclient/geventhttpclient,3003791,,,
gflags/gflags,9571473,,,
gforcada/flake8-isort,42370031,,,
gfx-rs/genmesh,23011371,,,
gfx-rs/metal-rs,52674302,,,
gfx-rs/range-alloc,500236229,,,
gfx-rs/rspirv,70991953,,,
gfx-rs/wgpu,148686316,,,
ggerganov/llama.cpp,612354784,,,
gglanzani/hmsclient,129225965,,,
ggml-org/ggml,538180525,,,
ggml-org/llama,,,,
ggml-org/llama.cpp,612354784,,,
ggreer/the_silver_searcher,2810455,,,
ggriffiniii/httptest,227910665,,,
ggwpez/proc-macro-warning,622320538,,,
giampaolo/psutil,20101515,,,
gifnksm/lcov,118218718,,,
gifnksm/topological-sort-rs,28859347,,,
gildas-lormeau/zip.js,2207038,,,
gilmoreorless/css-shorthand-properties,25658082,,,
gilnaa/extfmt,105260485,,,
gilnaa/globwalk,120069479,,,
gilnaa/memoffset,107177461,,,
gimli-rs/addr2line,75500718,,,
gimli-rs/cpp_demangle,75867141,,,
gimli-rs/findshlibs,74629231,,,
gimli-rs/gimli,61165669,,,
gimli-rs/leb128,61071077,,,
gimli-rs/object,66110995,,,
git/git,36502,,,
github/metrics-exporter-statsd,481733431,,,
gitlab-freedesktop-mirrors/libxcb,444023705,,,
gitoxidelabs/gitoxide,136510559,,,
gitoxidelabs/prodash,242273773,,,
gitpython-developers/gitdb,1126093,,,
gitpython-developers/gitpython,1126087,,,
gitpython-developers/smmap,1865144,,,
gjtorikian/isbinaryfile,6126674,,,
gklijs/schema_registry_converter,148900595,,,
gkz/levn,13287279,,,
gkz/optionator,13435927,,,
gkz/prelude-ls,4457759,,,
gkz/type-check,13182168,,,
glademiller/openapiv3,164181168,,,
glentiki/hdr-histogram-percentiles-obj,63347017,,,
glium/glium,24766967,,,
gltf-rs/gltf,73607455,,,
glueball/simple-mermaid,695730189,,,
gluon-lang/lsp-types,71593179,,,
glyph/automat,23185643,,,
glyph/publication,140271091,,,
gmp-mirror/gmp,681340775,,,
gmr/pamqp,3860354,,,
gnome/at-spi2-core,4610259,,,
gnome/dconf,4618535,,,
gnome/gdk-pixbuf,4533539,,,
gnome/glib,4537082,,,
gnome/gobject-introspection,4598745,,,
gnome/gtk,4537276,,,
gnome/json-glib,4534709,,,
gnome/librsvg,4534843,,,
gnome/libxml2,4537118,,,
gnome/libxslt,4537058,,,
gnome/pango,4537144,,,
gnome/sysprof,4601162,,,
gnomeddev/extract_map,770120782,,,
gnomeddev/proc-macro-error-2,850688185,,,
gnomeddev/serde_cow,776812804,,,
gnomeddev/typesize,717920639,,,
gnosek/nginx-upstream-fair,4957,,,
gnuaspell/aspell,76153145,,,
gnutls/gnutls,58873704,fsf/gnu,project_list,2026-07-05T16:57:24+00:00
gnutls/libtasn1,59017205,fsf/gnu,domain,2026-07-05T16:57:24+00:00
gnutls/nettle,59017402,,,
gnzlbg/match_cfg,179054987,,,
gnzlbg/sleef-sys,144581945,,,
gnzlbg/slice_deque,116691849,,,
golang/go,23096959,,,
golddranks/try_map,76208365,,,
goldsteine/mark-flaky-tests,690198854,,,
google-ai-edge/mediapipe,191820100,,,
google-deepmind/chex,285530253,,,
google-deepmind/optax,271834742,,,
google-deepmind/tree,213594960,,,
google-deepmind/treescope,833341995,,,
google-gemini/deprecated-generative-ai-python,635974055,,,
google-research/google-research,151619717,,,
google-research/torchsde,277667727,,,
google/apitools,30675223,,,
google/argh,237297802,,,
google/array_record,479547958,,,
google/assertor,403690160,,,
google/atheris,313445559,,,
google/brotli,24993138,,,
google/commonlooputils,294654664,,,
google/coset,357896530,,,
google/csp-evaluator,70918855,,,
google/double-conversion,25397114,,,
google/draco,75662387,,,
google/etils,413873228,,,
google/eventid-js,83908157,,,
google/flatbuffers,19953044,,,
google/flax,233016299,,,
google/gdata-python-client,28202851,,,
google/glog,31197250,,,
google/google-reauth-python,118017179,,,
google/googletest,39840932,,,
google/googletest-rust,555410042,,,
google/highway,206791328,,,
google/jax,154739597,,,
google/liblc3,480393283,,,
google/libphonenumber,27500243,,,
google/libultrahdr,668905191,,,
google/ml_collections,288909397,,,
google/or-tools,31102092,,,
google/orbax,489442143,,,
google/pasta,112398245,,,
google/protobuf,23357588,,,
google/python-fire,82729529,,,
google/python-subprocess32,46130165,psf,domain,2026-06-29T23:07:58+00:00
google/python_portpicker,32044895,psf,domain,2026-06-29T23:07:58+00:00
google/pyu2f,80647157,,,
google/re2,23086893,,,
google/rust_icu,221611532,,,
google/sentencepiece,84183882,,,
google/serde_json5,281164836,,,
google/shaderc,40277133,,,
google/snappy,17381605,,,
google/tarpc,51486006,,,
google/tensorstore,251312202,,,
google/woff2,24993103,,,
google/xi-editor,57167764,,,
google/xnnpack,208364128,,,
google/yapf,32476524,,,
google/yggdrasil-decision-forests,360444739,,,
google/zerocopy,534354967,,,
googleads/google-ads-python,143435091,,,
googleads/googleads-python-lib,17710133,,,
googleapis/gax-nodejs,57252113,,,
googleapis/gaxios,144612931,,,
googleapis/google-api-nodejs-client,8608480,,,
googleapis/google-api-python-client,15749269,,,
googleapis/google-auth-library-python,69199387,,,
googleapis/google-cloud-node,19483273,,,
googleapis/google-cloud-node-core,1052931509,,,
googleapis/google-cloud-python,16316451,,,
googleapis/google-cloud-rust,429560502,,,
googleapis/google-p12-pem,26307906,,,
googleapis/google-resumable-media-python,88091939,,,
googleapis/node-gtoken,26313215,,,
googleapis/nodejs-firestore,98464892,,,
googleapis/nodejs-googleapis-common,145156319,,,
googleapis/nodejs-paginator,142051977,,,
googleapis/nodejs-precise-date,170573821,,,
googleapis/nodejs-projectify,142052443,,,
googleapis/nodejs-promisify,142051525,,,
googleapis/nodejs-pubsub,98464783,,,
googleapis/oauth2client,14211461,,,
googleapis/proto-plus-python,157577168,,,
googleapis/python-aiplatform,298017988,,,
googleapis/python-api-core,226992456,,,
googleapis/python-audit-log,283890393,,,
googleapis/python-bigquery,226992475,,,
googleapis/python-bigquery-dataframes,667598363,,,
googleapis/python-bigquery-sqlalchemy,93616231,,,
googleapis/python-bigquery-storage,226992483,,,
googleapis/python-bigtable,226992487,,,
googleapis/python-cloud-core,226992462,,,
googleapis/python-crc32c,159736041,,,
googleapis/python-db-dtypes-pandas,408592320,,,
googleapis/python-genai,899744518,,,
googleapis/python-pubsub,226992581,,,
googleapis/python-pubsublite,275948564,,,
googleapis/python-spanner-sqlalchemy,335511641,,,
googleapis/python-storage,226992639,,,
googleapis/retry-request,38712521,,,
googleapis/teeny-request,145022407,,,
googlechrome/chrome-launcher,101809442,,,
googlechrome/lighthouse,53370988,,,
googlechrome/lighthouse-stack-packs,160883062,,,
googlechrome/web-vitals,249512698,,,
googlechrome/workbox,55424670,,,
googlechromelabs/chromium-bidi,377457305,,,
googlechromelabs/critters,135479512,,,
googlechromelabs/intersection-observer,503451761,,,
googlechromelabs/jsbi,156777093,,,
googlechromelabs/native-url,216663114,,,
googlechromelabs/webdriver-bidi-protocol,806583071,,,
googlecloudplatform/artifact-registry-python-tools,342066534,,,
googlecloudplatform/cloud-sql-python-connector,193736469,,,
googlecloudplatform/explainable_ai_sdk,268872911,,,
googlecloudplatform/functions-framework-python,231433569,,,
googlecloudplatform/gcs-oauth2-boto-plugin,17683810,,,
googlecloudplatform/opentelemetry-operations-python,244484614,,,
googlefonts/fontations,455581993,,,
googlei18n/libphonenumber,27500243,,,
googlemaps/google-maps-services-python,22978655,,,
googlemaps/js-api-loader,254489497,,,
gorakhargosh/pathtools,1205047,,,
gorakhargosh/watchdog,1017451,psf,domain,2026-06-29T23:07:58+00:00
gotcha/ipdb,1258258,,,
goto-bus-stop/dash-ast,135448357,,,
goto-bus-stop/estree-is-function,113893980,,,
goto-bus-stop/get-assigned-identifiers,110345678,,,
goto-bus-stop/scope-analyzer,110863578,,,
goto-bus-stop/shasum-object,218278586,,,
goto-bus-stop/sse-codec,222774658,,,
goto-bus-stop/undeclared-identifiers,124644755,,,
goto100/xpath,5476271,,,
gotwarlost/istanbul,5775917,,,
gozala/@multiformats,,,,
gozala/querystring,1622111,,,
gozala/web-encoding,281768624,,,
gpbl/react-day-picker,28566982,,,
gpg/gnupg,42075878,,,
gpg/libgcrypt,42076005,,,
gpg/libgpg-error,42075984,,,
gphoto/libgphoto2,40043855,,,
gpuopenanalytics/pynvml,175095301,,,
gr2m/before-after-hook,75477357,,,
gr2m/deprecation,174074203,,,
gr2m/octokit-pagination-methods,156739207,,,
gr2m/universal-github-app-jwt,205579747,,,
gr2m/universal-user-agent,149198637,,,
gradio-app/gradio,162405963,,,
gradio-app/groovy,929156152,,,
gradio-app/safehttpx,872830986,,,
grafana/pprof-rs,1167174618,,,
grafana/pyroscope-pprof-rs,1167174618,,,
grafana/pyroscope-rs,446221859,,,
graffle-js/graffle,90903705,,,
grahamdumpleton/wrapt,10357291,,,
graingert/pkgutil-resolve-name,241335302,,,
graingert/taskgroup,518914523,,,
grantjenks/py-tree-sitter-languages,492359926,,,
grantjenks/python-diskcache,51039722,,,
grantjenks/python-sortedcollections,40016609,,,
grantjenks/python-sortedcontainers,17144859,,,
graphframes/graphframes,50067430,,,
graphql-hive/envelop,339674565,,,
graphql-hive/gateway,865484293,,,
graphql-hive/graphql-config,64470436,,,
graphql-hive/graphql-yoga,110819939,,,
graphql-python/gql,62077169,,,
graphql-python/graphene,43056951,,,
graphql-python/graphql-core,143207933,,,
graphql-python/graphql-relay-py,42670247,,,
graphql-rust/graphql-client,135850301,,,
graphql-rust/graphql-parser,120031389,,,
graphql-rust/juniper,67941656,,,
graphql/dataloader,42237038,,,
graphql/graphql-js,38307428,lf,domain,2026-06-29T23:07:34+00:00
graphql/graphql-playground,80016159,,,
graydon/exhaustigen-rs,432630522,,,
gregberge/react-merge-refs,209647774,,,
gregberge/svgr,102155012,,,
gregjacobs/autolinker.js,3811990,,,
gregkh/usbutils,185460,,,
gresau/schemars,200511807,,,
greyblake/envconfig-rs,148540243,,,
gristlabs/asttokens,75670732,,,
gristlabs/ts-interface-checker,117146867,,,
grncdr/js-is-function,15711803,,,
grncdr/merge-stream,10579821,,,
grokzen/pykwalify,7663163,,,
grokzen/redis-py-cluster,10189555,,,
groodt/retrying,532207638,,,
groonga/groonga,107202,,,
groq/groq-python,757753983,,,
grovesnl/glow,163432534,,,
grpc/grpc,27729880,lf/cncf,project_list,2026-06-29T23:07:14+00:00
grpc/grpc-node,99148158,lf/cncf,domain,2026-06-29T23:07:14+00:00
grpc/grpc-rust,201517171,,,
gruebel/pycep,443858593,,,
gruns/furl,2792391,,,
gruns/orderedmultidict,3099666,,,
gruntjs/grunt,2430537,lf/openjs,project_list,2026-06-29T23:07:55+00:00
gruntjs/grunt-cli,6494728,lf/openjs,domain,2026-06-29T23:07:55+00:00
gruntjs/grunt-known-options,54612624,,,
gruntjs/grunt-legacy-log,19320282,,,
gruntjs/grunt-legacy-log-utils,36321178,,,
gruntjs/grunt-legacy-util,17487751,,,
gruntjs/js-liftup,346913784,,,
gruntjs/node-exit-x,882487804,,,
gsnedders/python-webencodings,7043404,,,
gsquire/toolchain_find,167276885,,,
gstreamer/gstreamer,47219545,,,
gtanner/qrcode-terminal,8469469,,,
gtk-rs/gir-format-check,140598937,,,
gtk-rs/gtk-rs-core,366664320,,,
gtk-rs/gtk3-rs,304029091,,,
gtk-rs/gtk4-rs,186402701,,,
guatedude2/node-readfiles,59064918,,,
gucong3000/postcss-syntax,128884746,,,
guidance-ai/llguidance,833864108,,,
guigrpa/timm,51907013,,,
guilhermerodz/input-otp,757126772,,,
guillaumegomez/c_vec-rs,28988194,,,
guillaumegomez/doc-comment,127254922,,,
guillaumegomez/sysinfo,31986253,,,
guillaumegomez/trybuild2,233222029,,,
guillemj/dpkg,19192514,,,
gulp-sourcemaps/vinyl-sourcemaps-apply,19664681,,,
gulpjs/async-done,17007320,,,
gulpjs/async-settle,17583980,,,
gulpjs/bach,17618120,,,
gulpjs/clone-buffer,69062860,,,
gulpjs/copy-prop,,,,
gulpjs/copy-props,68486506,,,
gulpjs/default-resolution,33793017,,,
gulpjs/each-props,69742276,,,
gulpjs/fancy-log,42078291,,,
gulpjs/findup-sync,6497669,,,
gulpjs/fined,57102667,,,
gulpjs/flagged-respawn,23653296,,,
gulpjs/fs-mkdirp-stream,91203746,,,
gulpjs/glob-parent,29154915,,,
gulpjs/glob-stream,11171141,,,
gulpjs/glob-watcher,15348451,,,
gulpjs/glogg,28576125,,,
gulpjs/gulp,11167738,,,
gulpjs/gulp-cli,28062827,,,
gulpjs/gulp-util,11214932,,,
gulpjs/gulplog,41003186,,,
gulpjs/has-gulplog,42272503,,,
gulpjs/interpret,17950592,,,
gulpjs/last-run,33794116,,,
gulpjs/lead,89538366,,,
gulpjs/liftoff,16415622,,,
gulpjs/messages,776267744,,,
gulpjs/mute-stdout,41179097,,,
gulpjs/now-and-later,23029481,,,
gulpjs/ordered-read-streams,15907313,,,
gulpjs/parse-node-version,159728786,,,
gulpjs/path-dirname,71263751,,,
gulpjs/plugin-error,34630556,,,
gulpjs/rechoir,17930752,,,
gulpjs/remove-bom-stream,94583743,,,
gulpjs/replace-ext,17186761,,,
gulpjs/replace-homedir,113374297,,,
gulpjs/resolve-options,93898300,,,
gulpjs/semver-greatest-satisfied-range,28806259,,,
gulpjs/sparkles,27744406,,,
gulpjs/to-absolute-glob,584821239,,,
gulpjs/to-through,90075637,,,
gulpjs/undertaker,23215103,,,
gulpjs/undertaker-registry,23244421,,,
gulpjs/v8flags,19614228,,,
gulpjs/value-or-function,48140881,,,
gulpjs/vinyl,15349676,,,
gulpjs/vinyl-contents,186146752,,,
gulpjs/vinyl-fs,15355019,,,
gulpjs/vinyl-sourcemap,67447464,,,
gungraun/gungraun,611219674,,,
guppy-rs/guppy,540192615,,,
gustavohenke/toposort,7415438,,,
gustf/js-levenshtein,91267227,,,
guswynn/panic-message,400303114,,,
guybedford/es-module-lexer,201167785,,,
gvergnaud/ts-pattern,266582853,,,
gweis/isodate,6449370,,,
gwenn/lemon-rs,100366063,,,
gwierzchowski/csv-async,295133604,,,
gwihlidal/meshopt-rs,153487611,,,
gwsw/less,97259621,,,
gwtw/ts-fibonacci-heap,115892882,,,
gyscos/zstd-rs,52115335,,,
gz/rust-cpuid,32820513,,,
gz/rust-klogger,33413734,,,
gz/rust-perfcnt,43171222,,,
gz/rust-x86,33046896,,,
h-a-n-a/magic-string-rs,427988527,,,
h2co3/option_set,124605103,,,
h2non/filetype.py,61440491,,,
h2non/jsonpath-ng,84568162,,,
h2non/node-os-shim,15112317,,,
h3js/crossws,728445691,,,
h3js/h3,313641207,,,
h3js/rou3,431651080,,,
h3js/srvx,858394625,,,
h4llow3en/mac-notification-sys,82222093,,,
h5py/h5py,5894962,,,
hack-ink/array-bytes,324742716,,,
hack-ink/unescaper,519134401,,,
hackebrot/jinja2-time,47421001,,,
hacker0x01/react-datepicker,21088356,,,
haivision/srt,87443396,,,
hajimes/mmh3,8124308,,,
hamcrest/pyhamcrest,1194778,,,
hamdanal/rich-argparse,496777561,,,
hammerjs/hammer.js,3602123,,,
handlebars-lang/handlebars.js,809601,,,
hanmertens/dary_heap,297121667,,,
hannobraun/inotify-rs,18636332,,,
hannobraun/inotify-sys,102589360,,,
haoqunjiang/friendly-errors-webpack-plugin,168121960,,,
hapijs/accept,24743682,,,
hapijs/address,177212459,,,
hapijs/b64,2157354,,,
hapijs/boom,7579902,,,
hapijs/bounce,109181461,,,
hapijs/bourne,168399699,,,
hapijs/cryptiles,7585653,,,
hapijs/formula,191817804,,,
hapijs/hoek,5831189,,,
hapijs/iron,7579288,,,
hapijs/isemail,42292249,,,
hapijs/joi,5830987,,,
hapijs/pinpoint,204100100,,,
hapijs/podium,65935297,,,
hapijs/teamwork,43839771,,,
hapijs/tlds,487656178,,,
hapijs/topo,18694142,,,
hapijs/validate,280006706,,,
hapijs/wreck,15372882,,,
haraldh/rust_uds_windows,160685885,,,
harasimowiczkamil/any-base,36463663,,,
hardbyte/python-can,69090889,,,
harens/checkdigit,166576085,,,
harfbuzz/harfbuzz,5050525,,,
harfbuzz/harfrust,829031665,,,
harfbuzz/rustybuzz,233419917,,,
harfbuzz/ttf-parser,191013541,,,
harlowja/fasteners,31970793,,,
harperdb/extended-iterable,990880422,,,
harperfast/extended-iterable,990880422,,,
harrisiirak/cron-parser,7331247,,,
harryfei/which-rs,43744716,,,
has2k1/mizani,62319878,,,
has2k1/plotnine,89276692,,,
hasenbanck/lzma-rust2,1009981638,,,
hasenbanck/ppmd-rust,1009605145,,,
hashmismatch/packed_struct.rs,108861301,,,
hatukanezumi/sombok,13943173,,,
hatukanezumi/unicode-linebreak,13943221,,,
hauntsaninja/pyp,255478876,,,
havarnov/multimap,34527204,,,
hawkw/matchers,196881880,,,
hawkw/mycelium,223639304,,,
hawkw/sharded-slab,209183899,,,
hayes/just-debounce,18423109,,,
hazel-ocean/uap-rs,169701073,,,
hbnetwork/python-decouple,17161217,,,
hdfgroup/hdf5,258591100,,,
hdrhistogram/hdrhistogram_c,28841640,,,
hdrhistogram/hdrhistogram_rust,62972117,,,
hdrhistogram/hdrhistogramjs,73016915,,,
heartsucker/rust-csrf,83156830,,,
heaths/include-file,1091460532,,,
hecrj/window_clipboard,228760976,,,
heftig/rtkit,69994998,,,
hegemonic/catharsis,5392096,,,
hegemonic/requizzle,19929121,,,
heikomat/uuid-browser,108090849,,,
heimdalljs/heimdalljs,63198358,,,
heimdalljs/heimdalljs-logger,64429401,,,
heineiuo/isomorphic-ws,105848858,,,
hejny/locate-app,401527016,,,
hejny/spacetrim,419477416,,,
helix-editor/nucleo,671648100,,,
helmetjs/helmet,3329923,,,
helmetjs/nocache,25873539,,,
henquist/realfft,272548444,,,
henrikjoreteg/html-parse-stringify,27905915,,,
henry0312/pytest-pycodestyle,113642904,,,
henry0312/pytest-pydocstyle,113642983,,,
hercules-team/augeas,59056,,,
here-be/snapdragon,35399815,,,
here-be/snapdragon-capture,79549765,,,
here-be/snapdragon-node,79553487,,,
here-be/snapdragon-util,79436138,,,
hermit-os/hermit-rs,216283035,,,
heroickatora/static-alloc,196198464,,,
heroku/http-call,82116194,,,
heroku/salesforce-bulk,17755926,,,
hewlettpackard/wireless-tools,72480962,,,
hexagon/croner,47717814,,,
