repo,repo_id,valid_repo,user,user_id,user_type,license,is_oss,is_eol,host,repo_url,repo_owner,repo_owner_url,repo_owner_type,tm_owner,tm_owner_type,eligibility
fastify/fast-uri,419317518,True,fastify,24939410,Organization,NOASSERTION,False,False,,https://npmjs.com/package/fast-uri,Fastify,https://fastify.dev,,,,False
faye/websocket-driver-node,9733816,True,faye,1277447,Organization,NOASSERTION,False,False,,,,http://faye.jcoglan.com,,,,False
fb55/boolbase,16864585,True,fb55,188768,User,ISC,True,False,,,Felix Boehm,https://feedic.com,,,,True
fb55/css-select,3411063,True,fb55,188768,User,BSD-2-Clause,True,False,,http://feedic.com/css-select/,Felix Boehm,https://feedic.com,,,,True
fb55/css-what,4460687,True,fb55,188768,User,BSD-2-Clause,True,False,,,Felix Boehm,https://feedic.com,,,,True
fb55/domelementtype,6627835,True,fb55,188768,User,BSD-2-Clause,True,False,,,Felix Boehm,https://feedic.com,,,,True
fb55/domhandler,5414232,True,fb55,188768,User,BSD-2-Clause,True,False,,https://domhandler.js.org,Felix Boehm,https://feedic.com,,,,True
fb55/domutils,6627949,True,fb55,188768,User,BSD-2-Clause,True,False,,https://domutils.js.org,Felix Boehm,https://feedic.com,,,,True
fb55/entities,3172629,True,fb55,188768,User,BSD-2-Clause,True,False,,,Felix Boehm,https://feedic.com,,,,True
fb55/htmlparser2,2279062,True,fb55,188768,User,MIT,True,False,,https://feedic.com/htmlparser2,Felix Boehm,https://feedic.com,,,,True
fb55/nth-check,16864923,True,fb55,188768,User,BSD-2-Clause,True,False,,,Felix Boehm,https://feedic.com,,,,True
felixge/node-combined-stream,1787452,True,felixge,15000,User,MIT,True,False,,,Felix Geisendörfer,http://felixge.de/,,,,True
felixge/node-delayed-stream,1783893,True,felixge,15000,User,MIT,True,False,,,Felix Geisendörfer,http://felixge.de/,,,,True
feross/buffer,14494363,True,feross,121766,User,NOASSERTION,False,False,,,Feross Aboukhadijeh,https://feross.org,,,,False
feross/ieee754,15489525,True,feross,121766,User,BSD-3-Clause,True,False,,,Feross Aboukhadijeh,https://feross.org,,,,True
feross/is-buffer,25997846,True,feross,121766,User,MIT,True,False,,,Feross Aboukhadijeh,https://feross.org,,,,True
feross/queue-microtask,207021895,True,feross,121766,User,MIT,True,False,,https://feross.org,Feross Aboukhadijeh,https://feross.org,,,,True
feross/run-parallel,18700638,True,feross,121766,User,MIT,True,False,,,Feross Aboukhadijeh,https://feross.org,,,,True
feross/safe-buffer,49538897,True,feross,121766,User,MIT,True,False,,,Feross Aboukhadijeh,https://feross.org,,,,True
firebase/firebase-js-sdk,89290483,True,firebase,1335026,Organization,NOASSERTION,False,False,,https://firebase.google.com/docs/web/setup,Firebase,firebase.google.com,,,,False
fitzgen/glob-to-regexp,11461122,True,fitzgen,74571,User,,False,False,,,Nick Fitzgerald,https://fitzgen.com/,,,,False
floatdrop/require-from-string,39301848,True,floatdrop,365089,User,MIT,True,False,,,Vsevolod Strukchinsky,https://strukchinsky.ru,,,,True
floating-ui/floating-ui,54994103,True,floating-ui,58035617,Organization,MIT,True,False,,https://floating-ui.com,Floating UI,https://floating-ui.com,,,,True
follow-redirects/follow-redirects,6697086,True,follow-redirects,44202871,Organization,MIT,True,False,,https://www.npmjs.com/package/follow-redirects,,,,,,True
form-data/form-data,1755793,True,form-data,13501535,Organization,MIT,True,False,,https://www.npmjs.com/form-data,FormData,http://form-data.github.io,,,,True
formatjs/formatjs,19117456,True,formatjs,50559490,Organization,,False,False,,https://formatjs.github.io/,FormatJS,https://formatjs.io/,,,,False
frenic/csstype,104001328,True,frenic,237182,User,MIT,True,False,,,Fredrik Nicol,,,,,True
frommi/miniz_oxide,96124162,True,Frommi,7431116,User,MIT,True,False,,,,,,,,True
fsevents/fsevents,1402936,True,fsevents,48760001,Organization,MIT,True,False,,,fsevents - Native NodeJS module for MacOSX file system events,https://npmjs.com/package/fsevents,,,,True
fsspec/filesystem_spec,130727736,True,fsspec,92825505,Organization,BSD-3-Clause,True,False,,,python filesystem spec,,,,,True
fsspec/s3fs,53987953,True,fsspec,92825505,Organization,BSD-3-Clause,True,False,,http://s3fs.readthedocs.io/en/latest/,python filesystem spec,,,,,True
garycourt/uri-js,989080,True,garycourt,158942,User,NOASSERTION,False,False,,,Gary Court,,,,,False
getsentry/sentry-javascript,3328572,True,getsentry,1396951,Organization,MIT,True,False,,https://sentry.io,Sentry,https://sentry.io,,,,True
giampaolo/psutil,20101515,True,giampaolo,681260,User,BSD-3-Clause,True,False,,https://psutil.readthedocs.io/,Giampaolo Rodola,gmpy.dev,,,,True
gitoxidelabs/gitoxide,136510559,True,GitoxideLabs,92279517,Organization,Apache-2.0,True,False,,,,,,,,True
gitpython-developers/gitdb,1126093,True,gitpython-developers,503709,Organization,NOASSERTION,False,False,,http://gitdb.readthedocs.org,,,,,,False
gitpython-developers/gitpython,1126087,True,gitpython-developers,503709,Organization,BSD-3-Clause,True,False,,http://gitpython.readthedocs.org,,,,,,True
gitpython-developers/smmap,1865144,True,gitpython-developers,503709,Organization,BSD-3-Clause,True,False,,http://smmap.readthedocs.org,,,,,,True
gkz/levn,13287279,True,gkz,1222691,User,MIT,True,False,,,George Zahariev,https://www.georgezahariev.com,,,,True
gkz/optionator,13435927,True,gkz,1222691,User,MIT,True,False,,,George Zahariev,https://www.georgezahariev.com,,,,True
gkz/prelude-ls,4457759,True,gkz,1222691,User,MIT,True,False,,http://preludels.com/,George Zahariev,https://www.georgezahariev.com,,,,True
gkz/type-check,13182168,True,gkz,1222691,User,MIT,True,False,,http://gkz.github.io/type-check/,George Zahariev,https://www.georgezahariev.com,,,,True
google/brotli,24993138,True,google,1342004,Organization,MIT,True,False,,,Google,https://opensource.google/,,,,True
google/zerocopy,534354967,True,google,1342004,Organization,Apache-2.0,True,False,,https://discord.gg/MAvWH2R6zk,Google,https://opensource.google/,,,,True
googleapis/google-api-python-client,15749269,True,googleapis,16785467,Organization,Apache-2.0,True,False,,https://googleapis.github.io/google-api-python-client/docs/,Google APIs,https://googleapis.github.io,,,,True
googleapis/google-auth-library-python,69199387,True,googleapis,16785467,Organization,Apache-2.0,True,False,,,Google APIs,https://googleapis.github.io,,,,True
googleapis/google-cloud-node-core,1052931509,True,googleapis,16785467,Organization,Apache-2.0,True,False,,,Google APIs,https://googleapis.github.io,,,,True
googleapis/google-resumable-media-python,88091939,True,googleapis,16785467,Organization,Apache-2.0,True,False,,,Google APIs,https://googleapis.github.io,,,,True
googleapis/proto-plus-python,157577168,True,googleapis,16785467,Organization,Apache-2.0,True,False,,,Google APIs,https://googleapis.github.io,,,,True
googleapis/python-bigquery,226992475,True,googleapis,16785467,Organization,Apache-2.0,True,False,,,Google APIs,https://googleapis.github.io,,,,True
googleapis/python-cloud-core,226992462,True,googleapis,16785467,Organization,Apache-2.0,True,False,,,Google APIs,https://googleapis.github.io,,,,True
googleapis/python-crc32c,159736041,True,googleapis,16785467,Organization,Apache-2.0,True,False,,,Google APIs,https://googleapis.github.io,,,,True
googleapis/python-storage,226992639,True,googleapis,16785467,Organization,Apache-2.0,True,False,,,Google APIs,https://googleapis.github.io,,,,True
googlechrome/workbox,55424670,True,GoogleChrome,1778935,Organization,MIT,True,False,,https://developers.google.com/web/tools/workbox/,,,,,,True
gozala/events,1649251,True,browserify,6320506,Organization,MIT,True,False,,,Browserify,https://browserify.org,,,,True
grahamdumpleton/wrapt,10357291,True,GrahamDumpleton,507637,User,BSD-2-Clause,True,False,,,Graham Dumpleton,https://grahamdumpleton.me,,,,True
graydon/exhaustigen-rs,432630522,True,graydon,14097,User,,False,False,,,Graydon Hoare,,,,,False
gregberge/svgr,102155012,True,gregberge,266302,User,MIT,True,False,,https://react-svgr.com,Greg Bergé,https://argos-ci.com,,,,True
grncdr/merge-stream,10579821,True,grncdr,82634,User,MIT,True,False,,,Stephen Sugden,http://stephensugden.com,,,,True
guillaumegomez/doc-comment,127254922,True,GuillaumeGomez,3050060,User,MIT,True,False,,,Guillaume Gomez,https://blog.guillaume-gomez.fr,,,,True
gulpjs/glob-parent,29154915,True,gulpjs,6200624,Organization,ISC,True,False,,,gulp,https://gulpjs.com,,,,True
gweis/isodate,6449370,True,gweis,138943,User,BSD-3-Clause,True,False,,,,,,,,True
gyscos/zstd-rs,52115335,True,gyscos,564903,User,BSD-3-Clause,True,False,,,Alexandre Bury,https://www.linkedin.com/in/alexandre-bury/,,,,True
hapijs/hoek,5831189,True,hapijs,3774533,Organization,NOASSERTION,False,False,,,hapi.js,https://hapi.dev,,,,False
harfbuzz/harfbuzz,5050525,True,harfbuzz,33817416,Organization,NOASSERTION,False,False,,http://harfbuzz.github.io/,HarfBuzz,harfbuzz.github.io,,,,False
hiddentao/fast-levenshtein,9490451,True,hiddentao,266594,User,MIT,True,False,,,Ram,https://hiddentao.com,,,,True
httplib2/httplib2,53002916,True,httplib2,17128733,Organization,NOASSERTION,False,False,,http://httplib2.readthedocs.io/,,,,,,False
huggingface/huggingface_hub,323591830,True,huggingface,25720743,Organization,Apache-2.0,True,False,,https://huggingface.co/docs/huggingface_hub,Hugging Face,https://huggingface.co/,,,,True
hukkin/tomli,370616797,True,hukkin,3275109,User,MIT,True,False,,,Taneli Hukkinen,,,,,True
hyperium/http,84983058,True,hyperium,8730506,Organization,Apache-2.0,True,False,,,,https://hyper.rs,,,,True
hyperium/http-body,183281612,True,hyperium,8730506,Organization,MIT,True,False,,,,https://hyper.rs,,,,True
iarna/aproba,31432421,True,iarna,983798,User,ISC,True,False,,,Rebecca Turner,https://kolektiva.social/@iarna,,,,True
import-js/eslint-plugin-import,32238354,True,import-js,87917428,Organization,MIT,True,False,,,import-js,,,,,True
indexmap-rs/indexmap,68294628,True,indexmap-rs,156262520,Organization,Apache-2.0,True,False,,https://docs.rs/indexmap/,,,,,,True
indutny/bn.js,19176350,True,indutny,238531,User,MIT,True,False,,,Fedor Indutny,https://mean.engineer/@indutny,,,,True
indygreg/python-zstandard,67307930,True,indygreg,342993,User,BSD-3-Clause,True,False,,,Gregory Szorc,https://gregoryszorc.com/,,,,True
inikulin/parse5,8862593,True,inikulin,453071,User,MIT,True,False,,,Ivan Nikulin,https://www.linkedin.com/in/ivan-nikulin-96712524/,,,,True
inspect-js/array-buffer-byte-length,607836784,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/available-typed-arrays,235965505,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/functions-have-names,198357138,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/has-bigints,201714166,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/has-property-descriptors,481834578,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/has-proto,577580747,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/has-symbols,68573418,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/has-tostringtag,392913710,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/hasown,703350811,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-accessor-descriptor,41658954,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-arguments,15725461,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-array-buffer,45977026,True,inspect-js,54056128,Organization,MIT,True,False,,https://npmjs.com/is-array-buffer,Inspect JS,,,,,True
inspect-js/is-bigint,149682261,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-boolean-object,34700259,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-callable,30012910,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-core-module,24578130,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-data-descriptor,41659073,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-data-view,751048078,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-date-object,29991041,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-descriptor,41658845,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-number-object,29991666,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-regex,15930063,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-string,30010185,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-symbol,29791606,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/is-typed-array,43528820,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/node-supports-preserve-symlinks-flag,443970899,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/object-inspect,11683441,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/typed-array-buffer,649850465,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/which-boxed-primitive,201685155,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
inspect-js/which-typed-array,43708371,True,inspect-js,54056128,Organization,MIT,True,False,,,Inspect JS,,,,,True
ipython/traitlets,14993021,True,ipython,230453,Organization,BSD-3-Clause,True,False,,https://traitlets.readthedocs.io/,IPython,https://ipython.org,,,,True
isaacs/chownr,3858354,True,isaacs,9287,User,NOASSERTION,False,False,,,isaacs,http://blog.izs.me,,,,False
isaacs/cliui,634056857,True,isaacs,9287,User,NOASSERTION,False,False,,,isaacs,http://blog.izs.me,,,,False
isaacs/core-util-is,12391440,True,isaacs,9287,User,MIT,True,False,,,isaacs,http://blog.izs.me,,,,True
isaacs/fs-minipass,102982143,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,,isaacs,http://blog.izs.me,,,,True
isaacs/fs.realpath,61231712,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,,isaacs,http://blog.izs.me,,,,True
isaacs/inflight-deprecated-do-not-use,19442260,True,isaacs,9287,User,,False,False,,,isaacs,http://blog.izs.me,,,,False
isaacs/inherits,1580001,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,,isaacs,http://blog.izs.me,,,,True
isaacs/isexe,49804297,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,,isaacs,http://blog.izs.me,,,,True
isaacs/minimatch,2056549,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,http://isaacs.github.io/minimatch/,isaacs,http://blog.izs.me,,,,True
isaacs/minipass,84886212,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,https://twitter.com/izs/status/1174465160737509376,isaacs,http://blog.izs.me,,,,True
isaacs/minizlib,86429676,True,isaacs,9287,User,NOASSERTION,False,False,,,isaacs,http://blog.izs.me,,,,False
isaacs/node-glob,357681,True,isaacs,9287,User,NOASSERTION,False,False,,,isaacs,http://blog.izs.me,,,,False
isaacs/node-graceful-fs,2077020,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,,isaacs,http://blog.izs.me,,,,True
isaacs/node-lru-cache,679662,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,http://isaacs.github.io/node-lru-cache/,isaacs,http://blog.izs.me,,,,True
isaacs/node-mkdirp,2718248,True,isaacs,9287,User,NOASSERTION,False,False,,,isaacs,http://blog.izs.me,,,,False
isaacs/node-tar,1534331,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,,isaacs,http://blog.izs.me,,,,True
isaacs/once,5409660,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,,isaacs,http://blog.izs.me,,,,True
isaacs/package-json-from-dist,800543709,True,isaacs,9287,User,NOASSERTION,False,False,,,isaacs,http://blog.izs.me,,,,False
isaacs/path-scurry,591569499,True,isaacs,9287,User,NOASSERTION,False,False,,,isaacs,http://blog.izs.me,,,,False
isaacs/rimraf,1341324,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,,isaacs,http://blog.izs.me,,,,True
isaacs/sax-js,508894,True,isaacs,9287,User,BlueOak-1.0.0,True,False,,,isaacs,http://blog.izs.me,,,,True
isaacs/wrappy,24208073,True,isaacs,9287,User,ISC,True,False,,,isaacs,http://blog.izs.me,,,,True
isaacs/yallist,48222381,True,isaacs,9287,User,NOASSERTION,False,False,,http://isaacs.github.io/yallist/,isaacs,http://blog.izs.me,,,,False
istanbuljs/istanbuljs,81482340,True,istanbuljs,13523395,Organization,,False,False,,https://istanbul.js.org/,Istanbul Code Coverage,https://istanbul.js.org/,,,,False
istanbuljs/schema,211950686,True,istanbuljs,13523395,Organization,MIT,True,False,,,Istanbul Code Coverage,https://istanbul.js.org/,,,,True
istanbuljs/test-exclude,60489570,True,istanbuljs,13523395,Organization,ISC,True,False,,,Istanbul Code Coverage,https://istanbul.js.org/,,,,True
jamesmunns/postcard,179385478,True,jamesmunns,2097964,User,Apache-2.0,True,False,,,James Munns,https://jamesmunns.com,,,,True
jaraco/keyring,31262911,True,jaraco,308610,User,,False,False,,,Jason R. Coombs,https://www.jaraco.com,,,,False
jaraco/zipp,157774633,True,jaraco,308610,User,,False,False,,,Jason R. Coombs,https://www.jaraco.com,,,,False
jaredhanson/utils-merge,11349896,True,jaredhanson,10355,User,MIT,True,False,,,Jared Hanson,https://jaredhanson.me,,,,True
jaredwray/cacheable,9267870,True,jaredwray,1205481,User,MIT,True,False,,https://cacheable.org,Jared Wray,http://jaredwray.com,,,,True
jaredwray/keyv,96540810,True,jaredwray,1205481,User,MIT,True,False,,https://keyv.org,Jared Wray,http://jaredwray.com,,,,True
jawah/charset_normalizer,200259335,True,jawah,139072305,Organization,MIT,True,False,,https://charset-normalizer.readthedocs.io/en/latest/,Jawah,,,,,True
jbgutierrez/path-parse,34113780,True,jbgutierrez,24221,User,MIT,True,False,,,Javier Blanco Gutiérrez,http://jbgutierrez.info/,,,,True
jd/tenacity,65468547,True,jd,2644,User,Apache-2.0,True,False,,http://tenacity.readthedocs.io,Julien Danjou,https://julien.danjou.info/,,,,True
jensyt/imurmurhash-js,11802843,True,jensyt,2153532,User,MIT,True,False,,,Jens Taylor,,,,,True
jestjs/jest,15062869,True,jestjs,103283236,Organization,MIT,True,False,openjs,https://jestjs.io,Jest,https://jestjs.io,,,,True
jimmywarting/node-domexception,371470141,True,jimmywarting,1148376,User,MIT,True,True,,,Jimmy Wärting,http://jimmy.warting.se,,,,False
jimp-dev/jimp,24008065,True,jimp-dev,124403982,Organization,MIT,True,False,,http://jimp-dev.github.io/jimp/,jimp,,,,,True
joblib/joblib,654608,True,joblib,332661,Organization,BSD-3-Clause,True,False,,http://joblib.readthedocs.org,,,,,,True
joblib/threadpoolctl,177753680,True,joblib,332661,Organization,BSD-3-Clause,True,False,,,,,,,,True
jonathanong/ee-first,20707897,True,jonathanong,643505,User,MIT,True,False,,,jongleberry,https://jongleberry.com,,,,True
jonschlinkert/assign-symbols,45661176,True,jonschlinkert,383994,User,MIT,True,False,,,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/define-property,40633359,True,jonschlinkert,383994,User,MIT,True,False,,,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/extend-shallow,25867410,True,jonschlinkert,383994,User,MIT,True,False,,https://github.com/jonschlinkert,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/fill-range,27113310,True,jonschlinkert,383994,User,MIT,True,False,,,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/get-value,24911025,True,jonschlinkert,383994,User,MIT,True,False,,https://github.com/jonschlinkert,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/global-prefix,31455984,True,jonschlinkert,383994,User,MIT,True,False,,,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/has-value,24310408,True,jonschlinkert,383994,User,MIT,True,False,,https://github.com/jonschlinkert,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/has-values,33009186,True,jonschlinkert,383994,User,MIT,True,False,,,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/is-extendable,38225016,True,jonschlinkert,383994,User,MIT,True,False,,https://github.com/jonschlinkert,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/is-extglob,31788841,True,micromatch,26890389,Organization,MIT,True,False,,https://github.com/jonschlinkert,micromatch,https://github.com/jonschlinkert,,,,True
jonschlinkert/is-number,24313173,True,jonschlinkert,383994,User,MIT,True,False,,https://github.com/jonschlinkert,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/is-plain-object,24306940,True,jonschlinkert,383994,User,MIT,True,False,,https://github.com/jonschlinkert,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/isobject,21342886,True,jonschlinkert,383994,User,MIT,True,False,,https://github.com/jonschlinkert,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/kind-of,24491562,True,jonschlinkert,383994,User,MIT,True,False,,https://github.com/jonschlnkert,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/map-cache,32450614,True,jonschlinkert,383994,User,MIT,True,False,,,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/normalize-path,21224182,True,jonschlinkert,383994,User,MIT,True,False,,https://github.com/jonschlinkert,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/object-visit,38545952,True,jonschlinkert,383994,User,MIT,True,False,,,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jonschlinkert/word-wrap,18260583,True,jonschlinkert,383994,User,MIT,True,False,,https://github.com/jonschlinkert,Jon Schlinkert,https://www.linkedin.com/in/jonschlinkert/,,,,True
jorgebucaran/colorette,34648097,True,jorgebucaran,56996,User,MIT,True,False,,,Jorge Bucaran,,,,,True
joshuakgoldberg/ts-api-utils,597893818,True,JoshuaKGoldberg,3335181,User,MIT,True,False,,https://joshuakgoldberg.github.io/ts-api-utils,Josh Goldberg ✨,http://www.joshuakgoldberg.com,,,,True
jpadilla/pyjwt,1408162,True,jpadilla,83319,User,MIT,True,False,,https://pyjwt.readthedocs.io,José Padilla,https://jpadilla.com,,,,True
jprichardson/node-fs-extra,2791348,True,jprichardson,150063,User,MIT,True,False,,,JP Richardson,exodus.com,,,,True
jprichardson/node-jsonfile,5754307,True,jprichardson,150063,User,MIT,True,False,,,JP Richardson,exodus.com,,,,True
jquast/wcwidth,18464187,True,jquast,972584,User,NOASSERTION,False,False,,,Jeff Quast,https://jeffquast.com/,,,,False
jquery/esprima,2833537,True,jquery,70142,Organization,BSD-2-Clause,True,False,openjs,http://esprima.org,jQuery,https://jquery.com,,,,True
jridgewell/resolve-uri,196878944,True,jridgewell,112982,User,MIT,True,False,,,Justin Ridgewell,,,,,True
jridgewell/sourcemaps,897142826,True,jridgewell,112982,User,,False,False,,,Justin Ridgewell,,,,,False
jsdom/tr46,36964214,True,jsdom,9271229,Organization,MIT,True,False,,,,,,,,True
jsdom/webidl-conversions,23000311,True,jsdom,9271229,Organization,BSD-2-Clause,True,False,,,,,,,,True
jsdom/whatwg-mimetype,71014420,True,jsdom,9271229,Organization,MIT,True,False,,,,,,,,True
jsdom/whatwg-url,34761352,True,jsdom,9271229,Organization,MIT,True,False,,https://jsdom.github.io/whatwg-url/,,,,,,True
jsdom/xml-name-validator,28553202,True,jsdom,9271229,Organization,Apache-2.0,True,False,,,,,,,,True
jshttp/accepts,15482433,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/content-disposition,24216676,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/content-type,30172150,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/cookie,4475810,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/etag,22894570,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/forwarded,24300217,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/fresh,4617552,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/http-errors,23806086,True,jshttp,8325802,Organization,MIT,True,False,lf,,,https://jshttp.github.io/,,,,True
jshttp/media-typer,20814275,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/methods,8274071,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/mime-db,22970419,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/mime-types,19380178,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/negotiator,3275614,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/on-finished,15349765,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/range-parser,4627131,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/statuses,17690272,True,jshttp,8325802,Organization,MIT,True,False,,https://www.npmjs.com/package/statuses,,https://jshttp.github.io/,,,,True
jshttp/type-is,15484233,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jshttp/vary,20498698,True,jshttp,8325802,Organization,MIT,True,False,,,,https://jshttp.github.io/,,,,True
jslicense/spdx-correct.js,34817196,True,jslicense,12302174,Organization,Apache-2.0,True,False,,,jslicense,,,,,True
jslicense/spdx-exceptions.json,40062896,True,jslicense,12302174,Organization,,False,False,,https://npmjs.com/packages/spdx-exceptions,jslicense,,,,,False
jslicense/spdx-expression-parse.js,40067336,True,jslicense,12302174,Organization,MIT,True,False,,https://npmjs.com/packages/spdx-expression-parse,jslicense,,,,,True
jslicense/spdx-license-ids,26001547,True,jslicense,12302174,Organization,,False,False,,https://spdx.org/licenses/,jslicense,,,,,False
json5/json5,4463453,True,json5,18183427,Organization,NOASSERTION,False,False,,http://json5.org/,JSON5,https://json5.org/,,,,False
juliangruber/balanced-match,13538817,True,juliangruber,10247,User,NOASSERTION,False,False,,,Julian Gruber,https://juliangruber.com/,,,,False
juliangruber/brace-expansion,13539234,True,juliangruber,10247,User,NOASSERTION,False,False,,,Julian Gruber,https://juliangruber.com/,,,,False
juliangruber/isarray,10227611,True,juliangruber,10247,User,MIT,True,False,,,Julian Gruber,https://juliangruber.com/,,,,True
justmoon/node-extend,3967764,True,justmoon,53233,User,MIT,True,False,,,Stefan Thomas,https://justmoon.com,,,,True
jviereck/regjsparser,14087781,True,jviereck,191719,User,BSD-2-Clause,True,False,,http://www.julianviereck.de/regjsparser/,Julian Viereck,,,,,True
ka-weihe/fastest-levenshtein,158960628,True,ka-weihe,16865900,User,MIT,True,False,,,,,,,,True
kaelzhang/node-ignore,12519245,True,kaelzhang,352304,User,NOASSERTION,False,False,,,Kael,http://kael.me,,,,False
