name,shortname,domain,homepage,github_repo,ecosystem,package,repo_url,category,programming_language,description,created,license,fetched_at
Apache Turbine,turbine,turbine.apache.org,https://turbine.apache.org,,,,https://gitbox.apache.org/repos/asf/turbine-core.git,web-framework,J | a | v | a, Turbine is a servlet based framework that allows experienced Java developers to quickly build web applications. Turbine allows you to use personalize the web sites and to use user logins to restrict ,2008-04-08,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache TVM,tvm,tvm.apache.org,https://tvm.apache.org/,,,,,big-data,"C | + | + | , |   | P | y | t | h | o | n","Apache TVM is an open source machine learning compiler framework for CPUs, GPUs, and machine learning accelerators. It aims to enable machine learning engineers to optimize and run computations effici",2023-09-05,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache UIMA,uima,uima.apache.org,http://uima.apache.org,,,,http://svn.apache.org/repos/asf/uima/,,"J | a | v | a | , |   | C | + | +","The Apache UIMA project supports
      the community working on the analysis of unstructured information
      with a unifying Java and C++ framework, tooling,
      and analysis components, guided by",2010-04-30,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Uniffle,uniffle,uniffle.apache.org,https://uniffle.apache.org,,,,,no-tlp-doap,,,,,2026-06-29T23:06:31+00:00
Apache Unomi,unomi,unomi.apache.org,https://unomi.apache.org,apache/unomi,,,https://github.com/apache/unomi,search,J | a | v | a,Apache Unomi is a REST server that manages user profiles and events related to the profiles. It can be used to integrate personalization and profile management within very different systems such as CM,2024-10-08,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache VCL,vcl,vcl.apache.org,http://vcl.apache.org,,,,https://git-wip-us.apache.org/repos/asf/vcl,cloud,"B | a | s | h | , |   | J | a | v | a | S | c | r | i | p | t | , |   | P | e | r | l | , |   | P | H | P | , |   | S | Q | L","VCL is a modular cloud computing platform which dynamically provisions and brokers remote access to compute resources including virtual machines, bare-metal computers, and resources in other cloud pla",2012-10-01,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Velocity,velocity,velocity.apache.org,http://velocity.apache.org,,,,http://svn.apache.org/repos/asf/velocity/engine/trunk,library,J | a | v | a,"Velocity is a Java-based template engine. It permits anyone to use a simple yet powerful template language to reference objects defined in Java code.

When Velocity is used for web development, Web de",2006-11-21,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Anakia,velocity-anakia,velocity.apache.org,http://velocity.apache.org/anakia/,,,,http://svn.apache.org/repos/asf/velocity/anakia/trunk,library,J | a | v | a,Anakia is an XML transformation tool that uses JDOM and Velocity to transform XML documents into the format of your choice. It provides an alternative to using Ant's style task and XSL to process XML ,2006-11-21,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Velocity DVSL,velocity-dvsl,velocity.apache.org,http://velocity.apache.org/dvsl/devel/,,,,http://svn.apache.org/repos/asf/velocity/dvsl/trunk,library,J | a | v | a,DVSL (Declarative Velocity Style Language) is a tool modeled after XSLT and is intended for general XML transformations using the Velocity Template Language as the templating language for the transfor,2006-11-21,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Texen,velocity-texen,velocity.apache.org,http://velocity.apache.org/texen/,,,,http://svn.apache.org/repos/asf/velocity/texen/trunk,library,J | a | v | a,"Texen is a general purpose text generating utility. It is capable of producing almost any sort of text output. Driven by Ant, essentially an Ant Task, Texen uses a control template, an optional set of",2006-11-21,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Velocity Tools,velocity-tools,velocity.apache.org,http://velocity.apache.org/velocity/tools/,,,,http://svn.apache.org/repos/asf/velocity/tools/trunk,library,J | a | v | a,VelocityTools is a collection of Velocity subprojects with a common goal of creating tools and infrastructure for building both web and non-web applications using the Velocity template engine.,2006-11-21,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Wayang,wayang,wayang.apache.org,https://wayang.apache.org,,,,,no-tlp-doap,,,,,2026-06-29T23:06:31+00:00
Apache Whimsy,whimsy,whimsy.apache.org,http://whimsy.apache.org/,apache/whimsy,,,https://github.com/apache/whimsy.git,content,"J | a | v | a | S | c | r | i | p | t | , |   | R | u | b | y","The production Whimsy server also has a number of tools that automate some organizational processes,
    like adding PMC members to official corporate rosters or reading, updating, and approving the m",2015-06-25,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Wicket,wicket,wicket.apache.org,https://wicket.apache.org,apache/wicket,,,https://github.com/apache/wicket,web-framework,J | a | v | a,"Write maintainable, secure and scalable web applications using just Java and HTML. Invented in 2004, Wicket is one of the few survivors of the Java serverside web framework wars of the mid 2000's, and",2004-04-01,h | t | t | p | s | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0 | . | t | x | t,2026-06-29T23:06:31+00:00
Apache Axiom,ws-axiom,ws.apache.org,http://ws.apache.org/axiom/,apache/ws-axiom,,,https://github.com/apache/ws-axiom,"library, xml",J | a | v | a,"Apache Axiom is a StAX-based, XML Infoset compliant object model which supports on-demand building of the object tree. It supports a novel ""pull-through"" model which allows one to turn off the tree bu",2010-05-30,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Neethi,ws-neethi,ws.apache.org,https://ws.apache.org/neethi/,apache/ws-neethi,,,https://github.com/apache/ws-neethi,xml,J | a | v | a,,2026-02-13,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Woden,ws-woden,ws.apache.org,http://ws.apache.org/woden/,,,,https://svn.apache.org/repos/asf/webservices/woden/,xml,J | a | v | a,"The Woden project is a subproject of the Apache Web Services Project to develop a Java class library for reading, manipulating, creating and writing WSDL documents, initially to support WSDL 2.0 but w",2010-12-29,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache WSS4J,ws-wss4j,ws.apache.org,https://ws.apache.org/wss4j/,apache/ws-wss4j,,,https://github.com/apache/ws-wss4j,xml,J | a | v | a,,2026-02-16,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache XMLSchema,ws-xmlschema,ws.apache.org,https://ws.apache.org/xmlschema/,apache/ws-xmlschema,,,https://github.com/apache/ws-xmlschema,xml,J | a | v | a,,2026-02-12,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Xalan for C++ XSLT Processor,xalan-for_c++_xslt_processor,xalan.apache.org,http://xalan.apache.org/xalan-c,,,,https://svn.apache.org/repos/asf/xalan/c/trunk/,xml,C | + | +,"Xalan-C++ is an XSLT processor for transforming XML documents into HTML, 
     text, or other XML document types. It implements XSL Transformations (XSLT) 
     Version 1.0 and XML Path Language (XPat",2011-09-11,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Xalan for Java XSLT Processor,xalan-for_java_xslt_processor,xalan.apache.org,http://xalan.apache.org/xalan-j/,,,,https://gitbox.apache.org/repos/asf/xalan-java.git,xml,J | a | v | a,"
     Xalan-J is an XSLT processor for transforming XML documents into HTML, text, or other XML document
     types. It implements XSL Transformations (XSLT) Version 1.0 and XML Path Language (XPath) ",2011-09-11,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Xerces for C++ XML Parser,xerces-for_c++_xml_parser,xerces.apache.org,http://xerces.apache.org/xerces-c/,,,,https://svn.apache.org/repos/asf/xerces/c/trunk,xml,C,"
     Xerces-C++ is a validating XML parser written in a portable subset of C++. Xerces-C++ makes it easy to give your application the ability to read and write XML data. A shared library is provided ",2006-03-30,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Xerces for Java XML Parser,xerces-for_java_xml_parser,xerces.apache.org,http://xerces.apache.org/xerces2-j/,,,,http://svn.apache.org/repos/asf/xerces/java/trunk/,xml,J | a | v | a,"  
     Xerces-J is a high performance, fully compliant validating XML parser written in Java. It is a fully conforming XML Schema processor that includes a complete implementation of the Document Obj",2006-04-24,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Xerces for Perl XML Parser,xerces-for_perl_xml_parser,xerces.apache.org,http://xerces.apache.org/xerces-p,,,,https://svn.apache.org/repos/asf/xerces/xerces-p/trunk,xml,P | e | r | l," XML::Xerces is the Perl API to the Apache project's Xerces XML parser. It is implemented using the Xerces C++ API, and it provides access to most of the C++ API from Perl.
    Because it is based on ",2006-03-30,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache XML Commons External,xerces-xml_commons_external,xerces.apache.org,http://xerces.apache.org/xml-commons/components/external/,,,,http://svn.apache.org/repos/asf/xerces/xml-commons/,xml,J | a | v | a,"The External components portion of Apache XML Commons contains interfaces that are defined by external standards organizations. For DOM, that's the W3C; for SAX it's David Megginson (http://www.saxpro",2007-06-06,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache XML Commons Resolver,xerces-xml_commons_resolver,xerces.apache.org,http://xerces.apache.org/xml-commons/components/resolver/,,,,http://svn.apache.org/repos/asf/xerces/xml-commons/,xml,J | a | v | a,"The XML Commons Resolver can be used in a wide variety of XML parsing, processing and related programs to resolve various public or system identifiers into accessible URLs for use by your application.",2006-02-17,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Batik,xmlgraphics-batik,xmlgraphics.apache.org,http://xmlgraphics.apache.org/batik/,,,,http://svn.apache.org/repos/asf/xmlgraphics/batik/trunk,"xml, graphics",S | V | G,"Batik is a Java-based toolkit for applications or applets to use images in the Scalable Vector Graphics (SVG) format for various purposes, such as display, generation and manipulation.",2007-02-16,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache FOP,xmlgraphics-fop,xmlgraphics.apache.org,http://xmlgraphics.apache.org/fop,,,,http://svn.apache.org/repos/asf/xmlgraphics/fop/trunk/,"xml, graphics",J | a | v | a,FOP (Formatting Objects Processor) is the world's first print formatter driven by XSL formatting objects (XSL-FO) and the world's first output independent formatter. It is a Java application that read,2006-03-25,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache XML Graphics Commons,xmlgraphics-xml_graphics_commons,xmlgraphics.apache.org,http://xmlgraphics.apache.org/commons/,,,,http://svn.apache.org/repos/asf/xmlgraphics/commons/trunk/,graphics,J | a | v | a,Apache XML Graphics Commons is a library that consists of several reusable components used by Apache Batik and Apache FOP. Many of these components can easily be used separately outside the domains of,2006-04-17,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Yetus,yetus,yetus.apache.org,https://yetus.apache.org/,apache/yetus,,,https://github.com/apache/yetus.git,"build-management, library, testing","B | a | s | h | , |   | J | a | v | a | , |   | P | y | t | h | o | n",A collection of libraries and tools that enable contribution and release processes for software projects.,2015-09-16,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache YuniKorn,yunikorn,yunikorn.apache.org,https://yunikorn.apache.org,apache/yunikorn-core,,,https://github.com/apache/yunikorn-core.git,cloud,"G | o | , |   | J | a | v | a | S | c | r | i | p | t",,2020-01-21,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Zeppelin,zeppelin,zeppelin.apache.org,http://zeppelin.apache.org/,,,,https://git-wip-us.apache.org/repos/asf/zeppelin.git,big-data,"J | a | v | a | , |   | J | a | v | a | S | c | r | i | p | t | , |   | S | c | a | l | a",Zeppelin is a modern web-based tool for the data scientists to collaborate over large-scale data exploration and visualization projects. ,2015-09-12,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache ZooKeeper,zookeeper,zookeeper.apache.org,https://zookeeper.apache.org/,,,,https://gitbox.apache.org/repos/asf/zookeeper.git,database,J | a | v | a,Apache ZooKeeper is an effort to develop and maintain an open-source server which enables highly reliable distributed coordination.,2011-02-06,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
