repo,2021,2022,2023,2024,2025,2021-2025
ergo-code/highs,2,2,1,2,2,2
erich666/graphicsgems,1,,1,1,1,1
ericniebler/range-v3,,,,,,
ericssonresearch/openwebrtc,,,,,,
erincatto/box2d,1,1,1,1,1,1
erincatto/box2d-lite,,,,,,
erlineryi/plantsvszombies,1,,,1,,2
ermig1979/simd,1,1,1,1,1,1
eroszy/wxinlineplayer,,1,,,,1
errichto/youtube,1,,,,,1
errorflynn/ytdlp-interface,1,1,1,1,1,1
erthink/libmdbx,,,,,1,1
erwincoumans/tiny-differentiable-simulator,1,1,1,,,1
es-shims/array-includes,,,,,,1
es-shims/dunder-proto,,,,,,1
es-shims/es-object-atoms,,,,,,1
es-shims/es-set-tostringtag,,,,,,1
es-shims/math-intrinsics,,,,,,1
es-shims/object.values,,,,,,1
es-shims/regexp.prototype.flags,,,,,,1
es-shims/string.prototype.trimend,,,,,,1
es-shims/string.prototype.trimstart,,,,,,1
es3n1n/defendnot,,,,,1,1
eslint-community/eslint-utils,,,,,,2
eslint/doctrine,,,,,,2
eslint/eslint,2,2,2,3,4,8
eslint/js,,,,,,5
eslint/rewrite,,,,,,5
esnet/iperf,1,2,2,2,2,2
esotericsoftware/spine-runtimes,2,1,1,2,2,1
esp8266/arduino,2,2,3,2,1,3
esp8266/esp8266-wiki,,,,,,
espeak-ng/espeak-ng,3,3,2,3,5,4
esphome/esphome,2,1,1,2,2,2
espotek-org/labrador,1,1,1,1,1,1
espresense/espresense,1,1,1,1,1,1
espressif/arduino-esp32,2,4,3,3,3,3
espressif/esp-adf,2,3,3,3,4,3
espressif/esp-at,,,,,,
espressif/esp-drone,1,1,1,1,1,1
espressif/esp-idf,8,10,14,16,15,16
espressif/esp-iot-solution,2,4,2,3,4,4
espressif/esp-sr,1,1,1,1,1,1
espressif/esp-who,1,1,2,1,1,2
espressif/esp32-camera,1,2,2,2,2,3
espressif/esp8266_rtos_sdk,2,1,2,1,2,2
esprfid/esp-rfid,1,1,1,2,1,1
espruino/espruino,1,1,1,1,1,1
esseks/monicelli,,,1,1,1,1
estools/escodegen,,,,,,1
estools/esquery,,,,,,2
estools/esrecurse,,,,,,1
estools/estraverse,,,,,,1
estools/esutils,,,,,,1
eteran/edb-debugger,1,1,1,1,1,1
eth-brownie/brownie,2,3,3,1,1,3
ethan-li-coding/semiglobalmatching,1,,,,,1
ethereal-developers/openscan,1,1,1,1,,1
ethers-io/ethers.js,,,,,,1
ethz-adrl/control-toolbox,1,,,,,1
ethz-adrl/towr,1,,,,,1
ethz-asl/ethzasl_msf,1,1,,,1,2
ethz-asl/kalibr,1,1,1,2,,2
ethz-asl/lidar_align,,,,,1,1
ethz-asl/maplab,1,1,1,,,1
ethz-asl/okvis,,,,,,
ethz-asl/rotors_simulator,1,,,,,1
ethz-asl/rovio,,,,,,
ethz-asl/segmap,1,,,,,1
ethz-asl/voxblox,1,,,,,1
etlcpp/etl,1,1,1,1,2,1
ettercap/ettercap,1,1,1,1,2,2
eulerto/wal2json,1,1,1,1,1,1
eunomia-bpf/bpf-developer-tutorial,,1,1,1,2,1
eunomia-bpf/bpftime,,,2,2,2,2
evanw/esbuild,,,,,,1
evanw/node-source-map-support,,,,,,2
evanw/thinscript,,,,,,
eventql/eventql,,,,,,
eventualbuddha/lines-and-columns,,,,,,1
everdox/infinityhook,,,,,,
ewenwan/mvision,,,,,,
ewenwan/orb_slam2_ssd_semantic,,,,,,
ewenwan/shiyanlou,1,,,1,,1
excamera/alfalfa,1,,1,,,1
executablebooks/markdown-it-py,,,,,,1
executablebooks/mdurl,,,,,,1
exelix11/switchthemeinjector,,,,,,
exelix11/sysdvr,1,1,1,1,1,1
exely/csapp-labs,1,,1,,,2
existentialaudio/blackhole,1,1,2,1,1,1
exiv2/exiv2,3,2,1,2,1,3
exodusoss/bytes,,,,,,1
expensify/bedrock,1,1,1,2,1,1
expressjs/body-parser,,,,,,1
expressjs/serve-static,,,,,,1
expresslrs/expresslrs,3,2,2,2,1,2
eyalar/lwip,,,,,,
ezengine/ezengine,1,1,1,1,1,1
ezlippi/tinyhttpd,,,,,,
ezlippi/webbench,,,,,,
f-stack/f-stack,1,1,1,1,2,1
f1xpl/openauto,,,,1,,1
f3d-app/f3d,1,1,1,1,1,1
f4exb/sdrangel,1,1,1,2,1,1
f5oeo/rpitx,1,1,,1,,2
facebook/cachelib,3,3,3,3,4,6
facebook/create-react-app,,,,,,10
facebook/fatal,1,1,1,2,1,1
facebook/fbthrift,7,5,4,4,5,6
facebook/fishhook,1,,,,,1
facebook/folly,5,4,2,2,2,4
facebook/hhvm,9,10,9,7,7,15
facebook/igl,,,2,3,2,3
facebook/mariana-trench,1,2,1,1,1,2
facebook/mcrouter,2,3,2,3,2,4
facebook/metro,,,,,,13
facebook/mvfst,4,5,3,3,3,4
facebook/openzl,,,,,3,3
facebook/prop-types,,,,,,4
facebook/proxygen,4,5,4,3,2,5
facebook/react,2,5,3,4,3,9
facebook/react-native,4,7,7,9,9,9
facebook/redex,2,2,3,2,3,3
facebook/regenerator,,,,,,1
facebook/rocksdb,5,4,4,4,3,6
facebook/threatexchange,2,1,1,2,2,3
facebook/transform360,,,,1,,1
facebook/wangle,,,,,,
facebook/watchman,1,1,5,3,5,315
facebook/wdt,2,3,1,2,1,3
facebook/yoga,3,1,1,1,2,1
facebook/zstd,2,3,2,1,1,2
facebookexperimental/libunifex,2,2,2,2,1,3
facebookincubator/fbx2gltf,,,,,,
facebookincubator/fizz,4,4,6,4,4,9
facebookincubator/katran,3,4,5,2,3,6
facebookincubator/oomd,1,2,1,2,1,3
facebookincubator/velox,2,5,5,8,12,7
facebookresearch/faiss,3,2,2,4,7,6
facebookresearch/habitat-sim,2,3,2,1,2,3
facebookresearch/replica-dataset,,1,,,,1
facelessuser/soupsieve,,,,,,1
facico/chinese-vicuna,,,1,1,1,1
facontidavide/cpp_optimizations_diary,1,1,,,,1
facontidavide/plotjuggler,1,1,1,1,1,1
falconn-lib/falconn,,,,,,
falcosecurity/falco,3,3,3,3,2,4
falkordb/falkordb,2,2,2,2,2,2
falktx/carla,1,1,1,1,1,1
fan-ziqi/rl_sar,,,,1,1,1
fancycode/memorymodule,,,,,,
fanglingsu/vimb,2,1,3,2,1,3
fanvanzh/3dtiles,2,1,1,1,1,2
farama-foundation/arcade-learning-environment,1,1,1,1,1,2
farama-foundation/vizdoom,1,1,1,1,1,1
farbrausch/fr_public,,,,,,
fargroup/farmanager,1,1,1,1,1,1
fascinatedbox/lily,1,,,,1,1
fasiondog/hikyuu,1,1,1,1,1,1
fastbuild/fastbuild,1,1,1,1,1,1
fastfetch-cli/fastfetch,1,1,1,1,1,1
fastfloat/fast_float,1,1,2,2,1,1
fastify/fast-uri,,,,,,2
fastio/1store,,,,,,
fastled/fastled,4,1,3,1,1,1
fastogt/fastonosql,1,1,1,,,1
fastos/fastsocket,,,,,,
fastshift/x-track,1,1,1,1,1,1
fastvm/minivm,1,1,1,1,1,1
faye/websocket-driver-node,,,,,,1
fazecast/jserialcomm,1,1,1,1,1,1
fazeelusmani/amazon-sde-preparation,2,2,1,1,,2
fb55/boolbase,,,,,,1
fb55/css-select,,,,,,22
fb55/css-what,,,,,,23
fb55/domelementtype,,,,,,1
fb55/domhandler,,,,,,18
fb55/domutils,,,,,,18
fb55/entities,,,,,,20
fb55/htmlparser2,,,,,,55
fb55/nth-check,,,,,,6
fcitx/fcitx5,1,1,1,1,1,1
fdintino/nginx-upload-module,,,1,,,1
fdio/vpp,4,4,4,4,3,4
fdivitto/fabgl,1,1,1,1,1,1
fedoraqt/mediawriter,3,2,2,2,12,4
fegennari/3dworld,1,1,1,1,1,1
feiskyer/linux-perf-examples,,,1,,,1
feiskyer/sdn-handbook,,,,1,,1
feiyangqingyun/qwidgetdemo,1,1,1,1,1,1
feiyull/tensorrt-alpha,,1,1,1,,1
felis/usb_host_shield_2.0,,,,,,
felixge/node-combined-stream,,,,,,2
felixge/node-delayed-stream,,,,,,1
felixguendling/cista,1,1,1,1,1,1
felixkratz/jankyborders,,,1,1,1,1
felixkratz/sketchybar,1,1,1,1,1,1
felt/tippecanoe,,2,1,1,1,1
fengjungle/designpattern,1,1,1,1,,1
fenics/dolfinx,2,2,2,2,3,2
fenrus75/powertop,3,,1,1,2,5
fenwii/openharmony,1,1,1,1,1,1
feralinteractive/gamemode,1,4,1,3,2,2
feross/buffer,,,,,,1
feross/ieee754,,,,,,1
feross/is-buffer,,,,,,1
feross/queue-microtask,,,,,,1
feross/run-parallel,,,,,,1
feross/safe-buffer,,,,,,1
festvox/flite,2,1,,,,1
fetlang/fetlang,1,,,,,1
fex-emu/fex,1,1,1,2,2,1
ffffffff0x/1earn,1,1,,1,,1
ffmpeg/ffmpeg,2,2,3,4,3,8
ffmpegwasm/ffmpeg.wasm,2,1,1,1,2,1
fftw/fftw3,2,1,2,3,1,3
fgkeepalive/androidkeepalive,,,,1,1,1
fholger/openvr_fsr,1,1,,,1,1
fholger/vrperfkit,1,1,,,1,1
fibjs/fibjs,1,1,1,1,1,1
file/file,1,1,1,1,1,1
filecxx/filecentipede,,1,2,3,1,2
finalburnneo/fbneo,1,1,1,1,2,1
firebase/firebase-ios-sdk,4,3,2,2,2,3
firebase/firebase-js-sdk,,,,,,5
firebirdsql/firebird,2,2,3,3,3,3
firedancer-io/firedancer,,1,3,5,6,5
fireice-uk/xmr-stak,,,,,,
fireice-uk/xmr-stak-cpu,,,,,,
firmata/arduino,1,1,3,1,,2
firmianay/ctf-all-in-one,1,1,1,,,1
fisco-bcos/fisco-bcos,2,2,3,2,1,3
fix94/nintendont,2,4,1,3,1,3
flagbrew/pksm,,,,,,
flame/blis,1,1,1,1,1,2
flame/how-to-optimize-gemm,1,,,,,1
flameshot-org/flameshot,3,3,3,1,2,3
flann-lib/flann,1,1,,,,1
flareteam/flare-engine,1,1,1,1,1,1
flashlight/flashlight,1,1,1,1,2,1
flashlight/wav2letter,2,2,1,2,1,2
flashrom/flashrom,3,3,2,5,4,5
flatpak/flatpak,2,2,1,2,2,2
flexflow/flexflow-train,1,2,2,2,1,3
flexible-collision-library/fcl,3,,1,,2,2
flif-hub/flif,2,,,,,2
flightlessmango/mangohud,2,2,1,1,2,2
flipperdevices/flipperzero-firmware,2,2,2,2,2,2
flipperdevices/qflipper,1,1,1,1,,1
floatdrop/require-from-string,,,,,,1
floating-ui/floating-ui,,,,,,1
floooh/chips,1,1,1,1,1,1
floooh/oryol,,,,,,
floooh/sokol,1,1,1,1,1,1
flowdriveai/flowpilot,,1,1,1,,1
fltk/fltk,1,1,1,1,1,1
fluent/fluent-bit,1,2,3,2,2,2
fluidsynth/fluidsynth,2,1,2,1,1,1
fluorohydride/ygopro,1,1,1,1,1,1
flutter/codelabs,1,1,1,1,1,1
flygoat/ryzenadj,1,2,3,2,2,2
flyinghead/flycast,1,1,1,1,1,1
fmtlib/fmt,1,1,1,1,1,1
fnc12/sqlite_orm,1,1,1,1,1,1
focus-creative-games/hybridclr,,1,1,1,1,1
fogleman/craft,1,,,,,1
follow-redirects/follow-redirects,,,,,,1
fontconfig/fontconfig,,,,,,2
fontforge/fontforge,2,2,1,2,1,3
fontmanager/font-manager,2,4,3,1,1,2
foobnix/librerareader,1,1,1,1,1,1
foonathan/lexy,1,1,1,1,1,1
foonathan/memory,1,2,1,1,1,1
foonathan/type_safe,1,2,2,1,1,1
fooyin/fooyin,,1,1,1,1,1
forhappy/cplusplus-concurrency-in-practice,1,1,,,,1
form-data/form-data,,,,,,2
form-dev/form,1,2,1,1,1,2
formatjs/formatjs,,,,,,2
forthespada/mypoorwebserver,1,1,,,,1
fortheusers/hb-appstore,,1,1,2,2,1
fortra/nanodump,1,1,1,1,,1
fortyseveneffects/arduino_midi_library,1,1,,,,1
fossasia/badgemagic-firmware,,,,,,
fossasia/magic-epaper-firmware,,,,,,
fossasia/neurolab-firmware,,,,,,
fossasia/pslab-bootloader,1,1,1,1,,1
fossasia/pslab-esp01-firmware,,,,1,2,1
fossasia/pslab-firmware,1,1,1,1,2,2
fossasia/pslab-mini-firmware,,,,,1,1
fossephate/joycon-driver,,1,,,,1
fougue/mayo,1,1,1,1,1,1
foxleezh/aosp,,,,,,
fr4nkfletcher/esp32-marauder-cheap-yellow-display,,,,1,1,1
fragglet/c-algorithms,,,,1,,1
fraillt/bitsery,,,,,,
frameworkcomputer/embeddedcontroller,1,1,1,2,1,1
francma/wob,1,1,1,1,1,1
fraunhoferhhi/vvenc,1,1,1,2,2,2
free-audio/clap,1,1,1,1,1,1
freebsd/freebsd-src,9,8,10,9,9,11
freecad/freecad,4,3,5,5,9,6
freeciv/freeciv,1,1,1,1,1,1
freedesktop-unofficial-mirror/cairo,,,,,,2
freelan-developers/freelan,,,,,,
freeradius/freeradius-server,2,1,1,2,1,2
freerdp/freerdp,1,1,1,1,1,1
freerdp/remmina,2,2,2,1,1,2
freertos/freertos,5,4,3,3,3,5
freertos/freertos-kernel,3,3,3,3,4,4
freetype/freetype,,,,,,1
frenic/csstype,,,,,,1
frickle/ngx_cache_purge,,,,,,
frictionalgames/amnesiaamachineforpigs,,,,,,
frictionalgames/amnesiathedarkdescent,,,,,,
fritzing/fritzing-app,1,1,1,1,1,1
frommi/miniz_oxide,,,,,,2
frrouting/frr,4,3,3,3,4,4
fsevents/fsevents,,,,,,3
fsspec/filesystem_spec,,,,,,36
fsspec/s3fs,,,,,,15
fukuchi/libqrencode,,,,,,
fulldecent/system-bus-radio,1,,1,1,,1
fungos/cr,2,1,,1,1,1
fusionlanguage/fut,1,1,1,1,1,1
futo-org/android-keyboard,2,1,1,1,1,1
fw876/helloworld,2,1,2,1,1,3
fwgs/xash3d-fwgs,1,1,1,1,1,1
fwilliams/point-cloud-utils,,,,,,
fwupd/fwupd,1,1,1,1,1,1
fxsound2/fxsound-app,,,1,1,1,1
fyusion/llff,1,,,,,1
g4lile0/esp32-wifi-hash-monster,1,,,,,1
g4lile0/tinygs,1,1,1,2,1,2
g6ejd/esp32-e-paper-weather-display,1,1,1,1,1,1
gabime/spdlog,1,3,1,1,1,1
gaffe23/linux-inject,,,,,,
gaijinentertainment/dagorengine,,,1,1,1,1
gaijinentertainment/dascript,1,1,1,1,1,1
gali8/tesseract-ocr-ios,,,,,,
galkahana/hummusjs,1,1,1,1,1,1
galkahana/pdf-writer,,1,1,1,1,1
game1024/openspeedy,,,,,1,1
gamefoundry/bsf,,,,,,
gamelinux/passivedns,1,1,,,,1
gameplay3d/gameplay,,,,,1,1
gameprogcpp/code,2,1,,1,,1
games-on-whales/wolf,1,1,1,1,1,1
gametechdev/presentmon,1,1,1,1,1,1
gammasoft71/xtd,1,1,1,1,1,1
ganelson/inform,1,1,1,1,1,1
gansm/finalcut,1,1,1,1,1,1
gaowenliang/imu_utils,,,,1,,1
gaoxiang12/faster-lio,,,,,,
gaoxiang12/lightning-lm,,,,,1,1
gaoxiang12/slam_in_autonomous_driving,,,2,1,1,2
gaoxiang12/slambook,1,1,,1,,2
gaoxiang12/slambook2,,,,,,
garagegames/torque2d,,,,,,
garagegames/torque3d,,1,,,,1
gargaj/bonzomatic,3,1,1,1,1,1
garycourt/uri-js,,,,,,1
gatieme/codinginterviews,,,,,,
gatieme/ldd-linuxdevicedrivers,1,1,1,1,1,1
gazebosim/gz-sim,4,5,4,3,3,5
gbalatro/balatro-gba,,,,,2,2
gbdev/rgbds,1,1,1,1,1,1
gbdk-2020/gbdk-2020,1,2,2,1,1,2
gcc-mirror/gcc,8,8,9,9,11,183
gdabah/distorm,1,,,,,1
gdbinit/machoview,,,1,,,1
gdretools/gdsdecomp,1,1,1,1,1,1
geany/geany,2,2,2,1,2,2
geigeigeist/totem,,1,1,2,1,1
gem5/gem5,3,2,3,3,4,4
gemrb/gemrb,2,1,1,1,1,1
gen2brain/raylib-go,1,2,2,2,2,2
generalized-intelligence/gaas,1,,,,,1
genivi/candevstudio,1,1,1,1,,1
genivia/ugrep,1,1,1,1,1,1
genodelabs/genode,4,3,3,3,2,3
gentilkiwi/kekeo,1,,,,,1
gentilkiwi/mimikatz,1,1,1,,1,1
genymobile/scrcpy,1,1,1,1,1,1
geo-tp/esp32-bus-pirate,,,,,1,1
geode-sdk/geode,,1,2,3,4,3
geoffreybennett/alsa-scarlett-gui,,1,1,1,1,1
geohot/qira,,1,,,,1
gerard/ext4fuse,,,,,,
gerbera/gerbera,1,2,1,1,1,2
getdnsapi/stubby,2,2,2,1,1,2
getml/reflect-cpp,,,1,1,1,1
getnamo/tensorflow-unreal,1,1,1,1,,1
getsentry/sentry-javascript,3,3,2,3,5,9
gflags/gflags,,,,,,
ggerganov/ggwave,1,1,1,3,1,1
ggerganov/imtui,1,1,1,1,1,1
ggerganov/kbd-audio,,,,,,
ggerganov/wave-share,,,,,,
ggml-org/ggml,,1,1,2,5,3
ggml-org/llama.cpp,,,2,3,5,4
ggml-org/whisper.cpp,,1,1,2,5,3
ggreer/the_silver_searcher,,,,,,
ghaerr/elks,1,1,1,1,1,1
ghostnan/mpvpaper,1,1,1,1,1,1
giacomolaw/keylogger,1,1,1,2,1,2
giampaolo/psutil,,,,,,1
gianlucaborello/libprocesshider,,,,,,
gibsjose/cpp-cheat-sheet,,1,,,,1
gigablast/open-source-search-engine,1,1,,1,,1
gildor2/ueviewer,1,1,1,1,,1
giltene/wrk2,,,,,,
gioblu/pjon,1,1,,1,1,1
git/git,2,2,2,2,2,6
gitahead/gitahead,2,1,1,1,1,1
github/glb-director,1,1,1,1,2,3
github/securitylab,2,2,1,1,2,2
githubhaohao/learnffmpeg,1,1,,1,1,1
githubhaohao/ndk_opengles_3_0,1,1,1,1,1,1
githubhaohao/openglcamera2,1,1,,1,1,1
gitlab-freedesktop-mirrors/libxcb,,,,,,2
gitoxidelabs/gitoxide,1,1,1,1,1,1
gitpython-developers/gitdb,,,,,,1
gitpython-developers/gitpython,,,,,,
gittup/tup,1,1,1,1,1,1
giuspen/cherrytree,1,1,1,1,1,1
gjduck/e9patch,1,1,1,1,1,1
gkz/levn,,,,,,1
gkz/optionator,,,,,,1
gkz/prelude-ls,,,,,,1
gkz/type-check,,,,,,1
glfw/glfw,1,1,1,1,1,1
glmcdona/process-dump,1,1,1,,,1
glouw/ctl,1,,,,,1
glouw/paperview,,,,,,
glouw/tinn,,,,,,
gloxec/crossc2,1,1,1,,,1
gluster/glusterfs,4,5,1,2,1,5
gmp-mirror/gmp,,,1,1,1,12
gnab/rtl8812au,1,2,,,,3
gnbdev/opengnb,1,2,1,1,1,2
gnea/grbl,1,,,,,1
gnif/lookingglass,2,1,1,1,1,1
gnome/gdk-pixbuf,,,,,,158
gnome/gimp,5,5,4,4,2,5
gnome/glib,2,2,1,1,1,12
gnome/gtk,4,4,6,6,1,4
gnome/libxml2,,,,,,143
gnome/pango,,,,,,2
gnss-sdr/gnss-sdr,1,1,1,1,1,1
gnucash/gnucash,3,2,3,2,2,3
gnuradio/gnuradio,4,2,3,3,2,4
gnutls/gnutls,1,1,1,1,1,1
gnutls/libtasn1,,,,,,1
gnutls/nettle,,,,,,1
gnuton/asuswrt-merlin.ng,,,,,,
go-gl/gl,3,,1,,,4
go-gl/glfw,2,1,1,2,1,2
godlikepanos/anki-3d-engine,1,1,1,1,1,1
godot-jolt/godot-jolt,,1,1,1,1,1
godotecs/godex,1,2,1,,,1
godotengine/godot,1,1,2,2,2,2
godotengine/godot-cpp,4,3,2,3,2,5
godotjs/javascript,1,1,1,1,,1
gojue/ecapture,,1,1,1,1,1
golang-ui/nuklear,,1,1,,1,2
goldendict/goldendict,2,1,1,3,1,1
gongminmin/klayge,1,1,1,1,1,1
gooddbird/tinyrpc,1,1,1,,,1
goodtft/lcd-show,1,1,1,1,1,1
google-ai-edge/litert,,,,1,3,3
google-ai-edge/mediapipe,,2,2,2,1,2
google-ar/arcore-android-sdk,1,1,1,,1,2
google-deepmind/lab,1,1,1,,,1
google-deepmind/mujoco,1,3,2,3,3,3
google-deepmind/mujoco_mpc,,3,1,1,1,1
google-deepmind/open_spiel,3,2,3,2,1,4
google/angle,4,4,1,5,6,5
google/benchmark,2,3,2,2,1,3
google/binexport,1,1,1,1,2,1
google/bloaty,1,1,3,1,2,3
google/boringssl,1,1,1,1,1,1
google/breakpad,2,4,4,4,2,6
google/brotli,,,,,,2
google/cpu_features,2,2,2,2,2,2
google/double-conversion,3,1,2,1,1,3
google/draco,1,1,1,1,2,2
google/filament,2,2,2,2,3,3
google/flatbuffers,,,,,,
google/fruit,1,1,2,1,1,1
google/fuzzer-test-suite,,,,,,
google/gemma.cpp,,,,3,1,2
google/gemmlowp,3,1,1,,,4
google/google-authenticator-libpam,1,1,1,1,2,1
google/googlesql,,,,,,
google/googletest,2,3,2,1,1,3
google/guetzli,,,,,,
google/highway,1,1,1,2,2,1
google/honggfuzz,1,1,1,1,1,1
google/ios-webkit-debug-proxy,1,1,1,1,1,1
google/leveldb,4,1,1,1,1,4
google/libphonenumber,2,2,2,1,2,2
google/longfellow-zk,,,,,2,2
google/lullaby,,1,,,,1
google/lyra,1,2,,,,1
google/marl,2,2,2,1,1,3
google/monster-mash,1,,1,,,1
google/mozc,,,,,,
google/mozc-devices,1,1,2,2,1,2
google/ngx_brotli,,1,3,,,3
google/nsjail,2,1,1,1,1,1
google/nsync,,1,2,1,3,2
google/oboe,1,1,1,1,1,2
google/or-tools,1,1,2,1,2,2
google/pebble,,,,1,1,1
google/perfetto,3,3,3,3,3,4
google/re2,1,1,1,1,1,1
google/robotstxt,2,1,1,1,1,1
google/rune,1,1,1,1,1,1
google/s2geometry,1,2,2,2,1,1
google/sandboxed-api,2,1,1,2,1,2
google/sanitizers,1,1,1,1,2,1
google/security-research,1,1,2,5,3,3
google/sentencepiece,1,1,1,1,1,1
google/shaderc,1,1,1,1,1,1
google/skia,4,1,1,4,4,4
google/snappy,2,2,1,1,1,4
google/swiftshader,2,2,3,2,1,2
google/tcmalloc,1,2,2,2,2,2
google/tensorstore,1,1,2,1,1,1
google/woff2,,1,1,1,1,2
google/wuffs,1,1,1,1,1,1
google/xls,2,3,3,4,5,6
google/xnnpack,1,2,2,3,2,3
google/zerocopy,,,,,,2
googleapis/google-api-python-client,,,,,,
googleapis/google-auth-library-python,,,,,,20
googleapis/google-cloud-node-core,,,,,,40
googleapis/google-cloud-python,,,,,,101
googleapis/google-resumable-media-python,,,,,,1
googleapis/python-api-core,,,,,,15
googleapis/python-crc32c,,,,,,4
googleapis/python-storage,,,,,,6
googlechrome/workbox,,,,,,2
googleprojectzero/jackalope,1,1,1,1,1,1
googleprojectzero/tinyinst,1,1,1,1,1,1
googleprojectzero/winafl,2,1,1,2,2,3
googlevr/cardboard,1,1,1,1,1,1
gossip-sjtu/armariris,,,,,,
gosu/gosu,1,1,1,1,,1
gothenburgbitfactory/taskwarrior,2,1,1,1,1,1
gothenburgbitfactory/timewarrior,1,1,1,1,1,1
gozala/events,,,,,,2
gozfree/gear-lib,1,1,1,,,1
gpac/gpac,1,1,1,2,2,1
gperftools/gperftools,1,1,1,1,1,1
gpg/libgpg-error,,,,,,5
gpgpu-sim/gpgpu-sim_distribution,2,2,2,1,2,2
gphoto/libgphoto2,1,1,1,1,2,1
gpsnoopy/raytracinginvulkan,1,1,1,1,1,1
gpuopen-effects/fidelityfx-fsr,1,,,,,1
gpuopen-effects/fidelityfx-fsr2,,1,1,,,1
gpuopen-librariesandsdks/cauldron,1,1,,,,1
gpuopen-librariesandsdks/fidelityfx-sdk,,,1,1,1,1
gpuopen-librariesandsdks/radeonrays_sdk,1,,,,,1
gpuopen-librariesandsdks/vulkanmemoryallocator,1,1,1,1,2,1
gpuopen-tools/compressonator,1,4,2,2,,2
gqrx-sdr/gqrx,,,,,,
grahamdumpleton/mod_wsgi,1,1,1,1,1,1
grahamdumpleton/wrapt,,,,,,1
grame-cncm/faust,1,1,1,1,1,1
grapheneos/hardened_malloc,1,1,2,1,2,1
graphitemaster/incbin,1,,1,,1,1
graphql/libgraphqlparser,1,,,,,1
graydon/exhaustigen-rs,,,,,,1
grbl/grbl,1,,,,,1
greatscottgadgets/hackrf,2,2,2,2,2,2
greatscottgadgets/ubertooth,2,1,1,,,2
greedysky/ttkmusicplayer,1,1,1,1,1,1
green7ea/blog,,,,,,
greenheartgames/greenworks,1,1,1,1,1,1
greg7mdp/parallel-hashmap,1,1,1,1,1,1
greg7mdp/sparsepp,1,,,,1,1
gregberge/svgr,,,,,,1
greiman/sdfat,1,1,1,1,1,1
greyclab/cimg,1,1,1,1,1,1
grf-labs/grf,1,1,1,1,1,1
griddb/griddb,1,1,1,1,1,1
grimfang4/sdl-gpu,1,1,,,,1
grive/grive,,,,,,
grncdr/merge-stream,,,,,,2
grpc/grpc,6,4,4,3,3,9
gruppio/sonoff-homekit,,,,,,
gsass1/ntop,1,1,1,2,,2
gscept/nebula,2,1,2,2,2,2
gsliepen/tinc,1,1,1,1,1,1
gsnedders/python-webencodings,,,,,,1
gstreamer/gstreamer,6,4,5,5,6,6
gszauer/gamephysicscookbook,,,,,,
gtworek/psbits,1,1,1,1,1,1
guanshuicheng/invoice,1,1,1,1,,1
guanzhi/gmssl,1,1,1,1,1,1
guidedhacking/guidedhacking-injector,,,,,,
guillaumeblanc/ozz-animation,1,1,1,1,1,1
guillaumechereau/goxel,1,1,1,1,1,1
guillaumegomez/doc-comment,,,,,,1
guinmoon/llmfarm,,,1,1,1,1
guitarml/neuralpi,1,1,,1,,1
guitarml/smartguitaramp,1,1,1,,,1
gulrak/filesystem,1,1,1,1,1,1
gunrock/gunrock,1,2,1,1,,1
gurnec/hashcheck,,,,,,
gvaliente/butano,1,1,1,1,1,1
gweis/isodate,,,,,,8
gyscos/zstd-rs,,,,,,1
gzc/clrs,1,,,,,1
gzwl/leetcode,,,,,,
h0mbre/learning-c,1,,1,,,1
h2o/h2o,1,1,1,1,1,1
h2o/picohttpparser,1,1,1,1,,1
h2oai/datatable,1,1,1,,1,2
h2zero/nimble-arduino,1,1,1,1,1,1
h3xduck/triplecross,1,1,1,,,1
haad/proxychains,2,1,1,,,1
haampie/libtree,1,1,1,1,,1
hackerpoet/fractalsoundexplorer,1,,,,,1
hackerpoet/marblemarcher,,,,,,
hackerpoet/noneuclidean,,,,,,
hackerschoice/gsocket,1,1,1,1,1,1
hacksysteam/hacksysextremevulnerabledriver,1,1,1,1,2,1
haiku/haiku,4,2,3,1,1,2
haileys/doslinux,,,,,,
haileys/jsos,,,,,,
hailtododongo/pyrite64,,,,,1,1
hairrrrr/c-crashcourse,,,,,,
haivision/srt,1,1,2,1,2,1
haiwen/seafile,2,1,1,1,1,1
hakuna-m/wubiuefi,1,1,1,1,,1
halide/halide,2,1,1,2,2,2
hamletdufromage/aio-switch-updater,1,1,1,1,1,1
handbrake/handbrake,2,2,2,2,2,2
handmademath/handmademath,1,,2,1,1,3
hanickadot/compile-time-regular-expressions,2,1,1,1,1,1
hannorein/rebound,1,1,1,1,1,1
hansimov/csapp,2,1,1,1,,2
hanskristian-work/vkd3d-proton,1,1,1,1,1,1
hanslub42/rlwrap,1,1,1,1,1,1
hanwckf/bl-mt798x,1,2,1,1,2,2
hanwckf/immortalwrt-mt798x,6,3,2,1,1,2
hanwckf/rt-n56u,1,,,,,1
hao14293/2021-postgraduate-408,1,1,,1,,1
haoel/leetcode,1,2,,,,1
hapijs/hoek,,,,,,5
hapostgres/pg_auto_failover,1,1,1,,3,1
happyfish100/fastdfs,,,,,,
happynear/caffe-windows,,,,,,
haproxy/haproxy,2,2,3,3,3,3
harbourmasters/2ship2harkinian,4,4,3,2,2,6
harbourmasters/shipwright,,8,4,4,4,7
harbourmasters/spaghettikart,2,1,2,1,2,2
harbourmasters/starship,,,1,1,2,1
