repo,2021,2022,2023,2024,2025,2021-2025
facebook/yoga,13,13,10,14,7,40
facebook/zstd,23,19,17,13,10,357
facebookexperimental/libunifex,19,7,10,10,5,36
facebookincubator/fbx2gltf,0,0,0,0,0,0
facebookincubator/fizz,31,30,21,31,30,79
facebookincubator/katran,29,32,23,25,31,77
facebookincubator/oomd,6,3,2,6,6,16
facebookincubator/velox,25,48,50,55,69,99
facebookresearch/faiss,11,11,18,40,45,85
facebookresearch/habitat-sim,21,21,14,5,5,37
facebookresearch/replica-dataset,0,2,0,0,0,2
facelessuser/soupsieve,0,0,0,0,0,14
facico/chinese-vicuna,0,0,7,1,1,7
facontidavide/cpp_optimizations_diary,2,4,0,0,0,6
facontidavide/plotjuggler,12,14,20,9,33,64
falconn-lib/falconn,0,0,0,0,0,0
falcosecurity/falco,29,40,23,22,17,74
falkordb/falkordb,17,25,15,6,13,44
falktx/carla,11,9,6,4,4,26
fan-ziqi/rl_sar,0,0,0,2,4,5
fancycode/memorymodule,0,0,0,0,0,0
fanglingsu/vimb,6,4,9,3,3,22
fanvanzh/3dtiles,4,2,4,1,5,12
farama-foundation/arcade-learning-environment,2,4,7,12,6,27
farama-foundation/vizdoom,3,7,6,2,4,14
farbrausch/fr_public,0,0,0,0,0,0
fargroup/farmanager,15,10,14,14,18,33
fascinatedbox/lily,1,0,0,0,2,2
fasiondog/hikyuu,1,5,6,7,4,15
fastbuild/fastbuild,17,9,10,1,4,32
fastfetch-cli/fastfetch,8,22,19,25,50,95
fastfloat/fast_float,13,8,17,13,14,58
fastify/fast-uri,0,0,0,0,0,12
fastio/1store,0,0,0,0,0,0
fastled/fastled,22,17,13,14,17,56
fastogt/fastonosql,1,1,1,0,0,1
fastos/fastsocket,0,0,0,0,0,0
fastshift/x-track,9,1,1,3,3,13
fastvm/minivm,2,8,3,1,1,10
faye/websocket-driver-node,0,0,0,0,0,9
fazecast/jserialcomm,6,4,1,2,6,14
fazeelusmani/amazon-sde-preparation,8,4,1,2,0,12
fb55/boolbase,0,0,0,0,0,3
fb55/css-select,0,0,0,0,0,22
fb55/css-what,0,0,0,0,0,23
fb55/domelementtype,0,0,0,0,0,5
fb55/domhandler,0,0,0,0,0,18
fb55/domutils,0,0,0,0,0,18
fb55/entities,0,0,0,0,0,20
fb55/htmlparser2,0,0,0,0,0,55
fb55/nth-check,0,0,0,0,0,6
fcitx/fcitx5,16,14,13,12,15,46
fdintino/nginx-upload-module,0,0,2,0,0,2
fdio/vpp,49,39,35,32,30,66
fdivitto/fabgl,1,1,1,1,1,1
fedoraqt/mediawriter,33,45,22,27,76,93
fegennari/3dworld,1,1,2,1,2,3
feiskyer/linux-perf-examples,0,0,1,0,0,1
feiskyer/sdn-handbook,0,0,0,1,0,1
feiyangqingyun/qwidgetdemo,4,1,1,1,1,4
feiyull/tensorrt-alpha,0,1,2,1,0,2
felis/usb_host_shield_2.0,0,0,0,0,0,0
felixge/node-combined-stream,0,0,0,0,0,12
felixge/node-delayed-stream,0,0,0,0,0,4
felixguendling/cista,4,4,5,8,8,19
felixkratz/jankyborders,0,0,3,2,1,4
felixkratz/sketchybar,8,2,7,4,5,21
felt/tippecanoe,0,7,16,12,8,35
fengjungle/designpattern,2,2,1,1,0,3
fenics/dolfinx,18,22,15,24,22,42
fenrus75/powertop,8,0,3,2,3,15
fenwii/openharmony,1,1,1,1,1,1
feralinteractive/gamemode,5,14,7,10,9,37
feross/buffer,0,0,0,0,0,67
feross/ieee754,0,0,0,0,0,4
feross/is-buffer,0,0,0,0,0,5
feross/queue-microtask,0,0,0,0,0,5
feross/run-parallel,0,0,0,0,0,4
feross/safe-buffer,0,0,0,0,0,7
festvox/flite,4,2,0,0,0,5
fetlang/fetlang,3,0,0,0,0,3
fex-emu/fex,9,12,12,17,29,55
ffffffff0x/1earn,1,2,0,2,0,4
ffmpeg/ffmpeg,49,47,50,47,42,314
ffmpegwasm/ffmpeg.wasm,13,10,21,14,8,62
fftw/fftw3,6,2,5,6,3,15
fgkeepalive/androidkeepalive,0,0,0,1,1,1
fholger/openvr_fsr,5,1,0,0,1,5
fholger/vrperfkit,1,1,0,0,1,1
fibjs/fibjs,7,4,4,5,2,12
file/file,1,1,1,2,2,2
filecxx/filecentipede,0,6,10,9,3,23
finalburnneo/fbneo,24,26,14,12,19,59
firebase/firebase-ios-sdk,41,42,35,30,27,67
firebase/firebase-js-sdk,0,0,0,0,0,208
firebirdsql/firebird,18,18,16,20,25,44
firedancer-io/firedancer,0,5,39,45,56,91
fireice-uk/xmr-stak,0,0,0,0,0,0
fireice-uk/xmr-stak-cpu,0,0,0,0,0,0
firmata/arduino,2,4,5,1,0,10
firmianay/ctf-all-in-one,5,2,1,0,0,7
fisco-bcos/fisco-bcos,9,16,18,14,8,29
fitzgen/glob-to-regexp,,,,,,7
fix94/nintendont,10,7,2,6,2,22
flagbrew/pksm,0,0,0,0,0,0
flame/blis,13,13,14,7,12,41
flame/how-to-optimize-gemm,2,0,0,0,0,2
flameshot-org/flameshot,43,42,15,3,28,83
flann-lib/flann,2,2,0,0,0,4
flareteam/flare-engine,7,3,2,2,2,12
flashlight/flashlight,12,7,7,2,4,25
flashlight/wav2letter,5,4,1,3,1,9
flashrom/flashrom,22,25,22,23,14,56
flatpak/flatpak,38,28,26,24,27,66
flexflow/flexflow-train,12,14,18,8,8,38
flexible-collision-library/fcl,6,0,3,0,4,11
flif-hub/flif,3,0,0,0,0,3
flightlessmango/mangohud,10,14,28,19,41,74
flipperdevices/flipperzero-firmware,18,46,52,44,21,95
flipperdevices/qflipper,4,14,7,1,0,22
floatdrop/require-from-string,,,,,,6
floating-ui/floating-ui,0,0,0,0,0,118
floooh/chips,1,3,2,4,2,5
floooh/oryol,0,0,0,0,0,0
floooh/sokol,21,16,14,28,31,84
flowdriveai/flowpilot,0,4,5,1,0,6
fltk/fltk,11,16,10,10,6,35
fluent/fluent-bit,34,30,33,25,28,74
fluidsynth/fluidsynth,26,18,14,9,25,67
fluorohydride/ygopro,6,6,2,3,8,13
flutter/codelabs,22,26,26,10,6,62
flygoat/ryzenadj,7,5,11,7,13,34
flyinghead/flycast,12,12,10,14,25,43
fmtlib/fmt,28,24,26,15,17,59
fnc12/sqlite_orm,10,6,7,5,2,21
focus-creative-games/hybridclr,0,5,2,2,2,8
fogleman/craft,1,0,0,0,0,1
follow-redirects/follow-redirects,0,0,0,0,0,32
fontconfig/fontconfig,0,0,0,0,0,126
fontforge/fontforge,12,15,5,10,12,32
fontmanager/font-manager,24,28,19,17,14,68
foobnix/librerareader,11,17,12,6,5,37
foonathan/lexy,4,9,10,4,7,29
foonathan/memory,5,8,5,1,7,22
foonathan/type_safe,3,6,3,3,2,13
fooyin/fooyin,0,1,1,34,41,65
forhappy/cplusplus-concurrency-in-practice,1,1,0,0,0,2
form-data/form-data,0,0,0,0,0,40
form-dev/form,1,4,4,4,6,11
formatjs/formatjs,0,0,0,0,0,316
forthespada/mypoorwebserver,1,1,0,0,0,1
fortheusers/hb-appstore,0,1,2,5,6,9
fortra/nanodump,2,2,2,3,0,6
fortyseveneffects/arduino_midi_library,5,1,0,0,0,5
fossasia/badgemagic-firmware,0,0,0,0,0,0
fossasia/magic-epaper-firmware,0,0,0,0,0,0
fossasia/neurolab-firmware,0,0,0,0,0,0
fossasia/pslab-bootloader,2,1,1,1,0,2
fossasia/pslab-esp01-firmware,0,0,0,1,3,3
fossasia/pslab-firmware,2,2,2,3,4,6
fossasia/pslab-mini-firmware,0,0,0,0,4,4
fossephate/joycon-driver,0,1,0,0,0,1
fougue/mayo,2,3,3,3,2,9
foxleezh/aosp,0,0,0,0,0,0
fr4nkfletcher/esp32-marauder-cheap-yellow-display,0,0,0,2,1,2
fragglet/c-algorithms,0,0,0,1,0,1
fraillt/bitsery,0,0,0,0,0,0
frameworkcomputer/embeddedcontroller,5,6,7,5,2,9
francma/wob,8,6,6,1,2,20
fraunhoferhhi/vvenc,5,9,9,10,11,27
free-audio/clap,3,22,16,10,9,40
freebsd/freebsd-src,69,64,69,67,64,82
freecad/freecad,45,40,49,51,56,79
freeciv/freeciv,17,12,12,9,9,36
freedesktop-unofficial-mirror/cairo,0,0,0,0,0,148
freelan-developers/freelan,0,0,0,0,0,0
freeradius/freeradius-server,16,12,14,9,11,29
freerdp/freerdp,22,20,17,20,17,41
freerdp/remmina,67,37,34,21,17,79
freertos/freertos,37,24,26,32,16,79
freertos/freertos-kernel,27,40,57,36,17,91
freetype/freetype,0,0,0,0,0,164
frenic/csstype,0,0,0,0,0,12
frickle/ngx_cache_purge,0,0,0,0,0,0
frictionalgames/amnesiaamachineforpigs,0,0,0,0,0,0
frictionalgames/amnesiathedarkdescent,0,0,0,0,0,0
fritzing/fritzing-app,5,3,7,5,2,10
frommi/miniz_oxide,0,0,0,0,0,57
frrouting/frr,48,48,46,42,41,77
fsevents/fsevents,0,0,0,0,0,33
fsspec/filesystem_spec,0,0,0,0,0,293
fsspec/s3fs,0,0,0,0,0,133
fukuchi/libqrencode,0,0,0,0,0,0
fulldecent/system-bus-radio,1,0,2,2,0,4
fungos/cr,3,3,0,2,1,8
fusionlanguage/fut,3,2,2,4,1,8
futo-org/android-keyboard,5,4,1,5,10,21
fw876/helloworld,24,22,18,9,10,61
fwgs/xash3d-fwgs,18,13,12,12,26,50
fwilliams/point-cloud-utils,0,0,0,0,0,0
fwupd/fwupd,39,34,32,31,35,84
fxsound2/fxsound-app,0,0,5,4,3,9
fyusion/llff,1,0,0,0,0,1
g4lile0/esp32-wifi-hash-monster,3,0,0,0,0,3
g4lile0/tinygs,9,5,3,8,4,17
g6ejd/esp32-e-paper-weather-display,6,4,3,1,1,9
gabime/spdlog,23,18,4,5,6,43
gaffe23/linux-inject,0,0,0,0,0,0
gaijinentertainment/dagorengine,0,0,1,5,2,6
gaijinentertainment/dascript,16,15,19,19,13,51
gali8/tesseract-ocr-ios,0,0,0,0,0,0
galkahana/hummusjs,1,1,1,1,1,1
galkahana/pdf-writer,0,1,5,2,3,8
game1024/openspeedy,0,0,0,0,1,1
gamefoundry/bsf,0,0,0,0,0,0
gamelinux/passivedns,1,2,0,0,0,3
gameplay3d/gameplay,0,0,0,0,1,1
gameprogcpp/code,3,2,0,1,0,5
games-on-whales/wolf,1,1,8,11,17,33
gametechdev/presentmon,4,4,5,6,6,18
gammasoft71/xtd,4,4,4,5,3,12
ganelson/inform,1,17,6,6,2,22
gansm/finalcut,1,3,3,2,2,7
gaowenliang/imu_utils,0,0,0,1,0,1
gaoxiang12/faster-lio,0,0,0,0,0,0
gaoxiang12/lightning-lm,0,0,0,0,5,5
gaoxiang12/slam_in_autonomous_driving,0,0,9,2,3,13
gaoxiang12/slambook,1,1,0,1,0,3
gaoxiang12/slambook2,0,0,0,0,0,0
garagegames/torque2d,0,0,0,0,0,0
garagegames/torque3d,0,1,0,0,0,1
gargaj/bonzomatic,8,4,2,1,1,11
garycourt/uri-js,0,0,0,0,0,8
gatieme/codinginterviews,0,0,0,0,0,0
gatieme/ldd-linuxdevicedrivers,1,1,1,1,1,1
gazebosim/gz-sim,45,39,32,32,30,91
gbalatro/balatro-gba,0,0,0,0,22,22
gbdev/rgbds,9,7,9,12,6,25
gbdk-2020/gbdk-2020,10,10,11,9,8,32
gcc-mirror/gcc,63,67,70,69,67,183
gdabah/distorm,2,0,0,0,0,2
gdbinit/machoview,0,0,1,0,0,1
gdretools/gdsdecomp,3,5,2,2,6,14
geany/geany,21,15,15,14,10,36
geigeigeist/totem,0,2,2,5,1,8
gem5/gem5,28,34,40,36,32,62
gemrb/gemrb,13,11,14,15,8,40
gen2brain/raylib-go,5,14,16,24,15,62
generalized-intelligence/gaas,2,0,0,0,0,2
genivi/candevstudio,5,2,1,2,0,8
genivia/ugrep,11,10,14,9,8,43
genodelabs/genode,16,17,17,17,16,26
gentilkiwi/kekeo,1,0,0,0,0,1
gentilkiwi/mimikatz,4,2,3,0,1,6
genymobile/scrcpy,12,20,24,23,10,72
geo-tp/esp32-bus-pirate,0,0,0,0,4,4
geode-sdk/geode,0,9,33,60,29,82
geoffreybennett/alsa-scarlett-gui,0,7,6,6,4,18
geohot/qira,0,1,0,0,0,1
gerard/ext4fuse,0,0,0,0,0,0
gerbera/gerbera,26,12,9,12,10,47
getdnsapi/stubby,4,5,3,1,2,10
getml/reflect-cpp,0,0,8,34,32,59
getnamo/tensorflow-unreal,1,1,1,1,0,1
getsentry/sentry-javascript,23,25,30,33,37,403
gflags/gflags,0,0,0,0,0,0
ggerganov/ggwave,2,2,4,5,2,13
ggerganov/imtui,2,2,1,1,1,5
ggerganov/kbd-audio,0,0,0,0,0,0
ggerganov/wave-share,0,0,0,0,0,0
ggml-org/ggml,0,1,19,64,73,100
ggml-org/llama.cpp,0,0,42,69,72,99
ggml-org/whisper.cpp,0,7,14,66,77,100
ggreer/the_silver_searcher,0,0,0,0,0,0
ghaerr/elks,6,10,14,9,13,33
ghostnan/mpvpaper,2,2,2,5,3,9
giacomolaw/keylogger,4,1,4,4,1,13
giampaolo/psutil,0,0,0,0,0,205
gianlucaborello/libprocesshider,0,0,0,0,0,0
gibsjose/cpp-cheat-sheet,0,1,0,0,0,1
gigablast/open-source-search-engine,2,1,0,1,0,4
gildor2/ueviewer,1,1,1,1,0,1
giltene/wrk2,0,0,0,0,0,0
gioblu/pjon,3,2,0,1,2,4
git/git,47,45,42,42,37,425
gitahead/gitahead,4,1,1,1,1,4
github/glb-director,3,3,2,1,6,13
github/securitylab,10,7,4,5,6,16
githubhaohao/learnffmpeg,1,1,0,1,1,1
githubhaohao/ndk_opengles_3_0,1,1,1,1,1,1
githubhaohao/openglcamera2,2,1,0,1,1,2
gitlab-freedesktop-mirrors/libxcb,0,0,0,0,0,7
gitoxidelabs/gitoxide,12,17,37,35,32,181
gitpython-developers/gitdb,0,0,0,0,0,32
gitpython-developers/gitpython,0,0,0,0,0,0
gitpython-developers/smmap,0,0,0,0,0,15
gittup/tup,6,3,2,3,1,9
giuspen/cherrytree,15,7,10,11,6,37
gjduck/e9patch,4,4,2,3,3,9
gkz/levn,0,0,0,0,0,2
gkz/optionator,0,0,0,0,0,5
gkz/prelude-ls,0,0,0,0,0,11
gkz/type-check,0,0,0,0,0,2
glfw/glfw,17,3,10,9,3,34
glmcdona/process-dump,2,3,1,0,0,3
glouw/ctl,2,0,0,0,0,2
glouw/paperview,0,0,0,0,0,0
glouw/tinn,0,0,0,0,0,0
gloxec/crossc2,1,2,1,0,0,2
gluster/glusterfs,21,24,10,7,4,29
gmp-mirror/gmp,0,0,1,1,1,12
gnab/rtl8812au,4,4,0,0,0,7
gnbdev/opengnb,3,7,2,2,2,8
gnea/grbl,1,0,0,0,0,1
gnif/lookingglass,15,17,8,13,9,38
gnome/gdk-pixbuf,0,0,0,0,0,158
gnome/gimp,32,39,36,46,44,59
gnome/glib,53,50,41,40,30,257
gnome/gtk,47,43,44,38,38,59
gnome/libxml2,0,0,0,0,0,267
gnome/pango,0,0,0,0,0,156
gnss-sdr/gnss-sdr,8,12,6,8,3,24
gnucash/gnucash,41,39,47,31,27,71
gnuradio/gnuradio,41,26,17,22,14,56
gnutls/gnutls,20,22,13,13,13,214
gnutls/libtasn1,0,0,0,0,0,17
gnutls/nettle,0,0,0,0,0,48
gnuton/asuswrt-merlin.ng,0,0,0,0,0,0
go-gl/gl,7,0,1,0,0,8
go-gl/glfw,7,4,3,3,2,13
godlikepanos/anki-3d-engine,2,6,2,2,2,7
godot-jolt/godot-jolt,0,1,2,3,3,4
godotecs/godex,6,5,2,0,0,12
godotengine/godot,56,65,64,64,63,85
godotengine/godot-cpp,20,19,24,28,26,64
godotjs/javascript,2,4,6,2,0,13
gojue/ecapture,0,14,13,19,12,52
golang-ui/nuklear,0,1,1,0,1,3
goldendict/goldendict,7,7,4,9,2,19
gongminmin/klayge,2,1,2,1,1,3
gooddbird/tinyrpc,1,2,3,0,0,3
goodtft/lcd-show,1,1,1,1,1,1
google-ai-edge/litert,0,0,0,25,83,89
google-ai-edge/mediapipe,0,16,37,47,27,91
google-ar/arcore-android-sdk,3,1,1,0,1,5
google-deepmind/lab,1,2,2,0,0,3
google-deepmind/mujoco,1,23,31,44,43,91
google-deepmind/mujoco_mpc,0,7,16,11,1,21
google-deepmind/open_spiel,28,35,27,25,15,75
google/angle,49,42,13,38,41,71
google/benchmark,18,18,22,14,14,53
google/binexport,4,2,3,8,9,20
google/bloaty,9,4,9,5,12,35
google/boringssl,15,16,18,27,28,65
google/breakpad,13,19,19,17,13,51
google/brotli,0,0,0,0,0,119
google/cpu_features,8,13,15,7,7,36
google/double-conversion,14,4,5,1,6,27
google/draco,7,7,4,3,9,26
google/filament,15,25,16,18,41,74
google/flatbuffers,0,0,0,0,0,0
google/fruit,1,1,3,1,3,5
google/fuzzer-test-suite,0,0,0,0,0,0
google/gemma.cpp,0,0,0,37,17,48
google/gemmlowp,5,1,1,0,0,7
google/google-authenticator-libpam,1,1,2,1,4,5
google/googlesql,0,0,0,0,0,0
google/googletest,17,16,14,6,6,39
google/guetzli,0,0,0,0,0,0
google/highway,12,28,20,26,33,94
google/honggfuzz,14,9,8,4,5,32
google/ios-webkit-debug-proxy,2,1,1,2,2,5
google/leveldb,16,5,3,2,1,23
google/libphonenumber,12,24,15,8,7,48
google/longfellow-zk,0,0,0,0,10,10
google/lullaby,0,1,0,0,0,1
google/lyra,5,3,0,0,0,7
google/marl,6,7,9,2,1,21
google/monster-mash,1,0,1,0,0,1
google/mozc,0,0,0,0,0,0
google/mozc-devices,3,3,3,6,3,8
google/ngx_brotli,0,1,6,0,0,7
google/nsjail,9,7,5,5,2,20
google/nsync,0,2,3,5,5,12
google/oboe,13,7,5,9,8,30
google/or-tools,11,13,14,13,13,43
google/pebble,0,0,0,1,3,4
google/perfetto,32,34,37,30,54,87
google/re2,3,4,5,4,2,15
google/robotstxt,3,2,2,3,2,8
google/rune,2,10,3,2,1,12
google/s2geometry,6,10,4,8,8,28
google/sandboxed-api,10,9,7,18,6,34
google/sanitizers,4,5,2,6,3,11
google/security-research,4,3,26,26,29,52
google/sentencepiece,16,13,9,10,13,57
google/shaderc,13,6,11,5,6,33
google/skia,33,9,7,45,34,61
google/snappy,5,5,4,4,6,20
google/swiftshader,25,26,23,19,17,61
google/tcmalloc,25,28,24,21,22,60
google/tensorstore,2,7,14,16,13,36
google/woff2,0,1,1,1,1,4
google/wuffs,5,3,1,2,2,9
google/xls,25,24,26,36,53,90
google/xnnpack,23,22,23,34,31,89
google/zerocopy,0,0,0,0,0,70
googleapis/google-api-python-client,0,0,0,0,0,0
googleapis/google-auth-library-python,,,,,,140
googleapis/google-cloud-node-core,,,,,,185
googleapis/google-resumable-media-python,,,,,,30
googleapis/python-api-core,0,0,0,0,0,75
googleapis/python-crc32c,,,,,,15
googleapis/python-storage,,,,,,95
googlechrome/workbox,0,0,0,0,0,76
googleprojectzero/jackalope,3,4,1,1,5,10
googleprojectzero/tinyinst,5,4,5,4,1,14
googleprojectzero/winafl,7,7,2,6,4,18
googlevr/cardboard,2,2,1,1,1,3
gossip-sjtu/armariris,0,0,0,0,0,0
gosu/gosu,4,3,3,1,0,6
gothenburgbitfactory/taskwarrior,19,6,5,17,9,39
gothenburgbitfactory/timewarrior,5,3,9,6,4,18
gozala/events,0,0,0,0,0,15
gozfree/gear-lib,1,3,3,0,0,5
gpac/gpac,11,10,16,24,18,53
gperftools/gperftools,12,2,13,10,6,34
gpg/libgpg-error,0,0,0,0,0,35
gpgpu-sim/gpgpu-sim_distribution,4,6,8,10,5,18
gphoto/libgphoto2,17,17,9,15,19,48
gpsnoopy/raytracinginvulkan,5,2,3,2,1,9
gpuopen-effects/fidelityfx-fsr,1,0,0,0,0,1
gpuopen-effects/fidelityfx-fsr2,0,1,1,0,0,1
gpuopen-librariesandsdks/cauldron,1,1,0,0,0,1
gpuopen-librariesandsdks/fidelityfx-sdk,0,0,1,1,1,1
gpuopen-librariesandsdks/radeonrays_sdk,2,0,0,0,0,2
gpuopen-librariesandsdks/vulkanmemoryallocator,17,23,13,12,7,57
gpuopen-tools/compressonator,3,9,10,7,0,20
gqrx-sdr/gqrx,0,0,0,0,0,0
grahamdumpleton/mod_wsgi,7,4,4,6,2,19
grahamdumpleton/wrapt,0,0,0,0,0,34
grame-cncm/faust,17,20,23,12,15,51
grapheneos/hardened_malloc,6,4,4,5,5,12
graphitemaster/incbin,3,0,1,0,1,5
graphql/libgraphqlparser,2,0,0,0,0,2
graydon/exhaustigen-rs,0,0,0,0,0,1
grbl/grbl,1,0,0,0,0,1
greatscottgadgets/hackrf,10,15,11,12,11,38
greatscottgadgets/ubertooth,6,2,1,0,0,8
greedysky/ttkmusicplayer,3,1,1,1,2,4
green7ea/blog,0,0,0,0,0,0
greenheartgames/greenworks,3,1,2,4,4,9
greg7mdp/parallel-hashmap,7,3,5,4,4,17
greg7mdp/sparsepp,1,0,0,0,1,2
gregberge/svgr,0,0,0,0,0,123
greiman/sdfat,1,1,1,1,1,1
greyclab/cimg,4,5,2,3,2,11
grf-labs/grf,3,2,2,3,2,7
griddb/griddb,1,2,1,1,1,2
grimfang4/sdl-gpu,2,2,0,0,0,3
grive/grive,0,0,0,0,0,0
grncdr/merge-stream,0,0,0,0,0,10
grpc/grpc,42,36,31,25,29,301
gruppio/sonoff-homekit,0,0,0,0,0,0
gsass1/ntop,2,2,2,6,0,11
gscept/nebula,4,3,4,6,4,7
gsliepen/tinc,6,2,1,2,1,8
gsnedders/python-webencodings,0,0,0,0,0,6
gstreamer/gstreamer,42,36,36,38,40,50
gszauer/gamephysicscookbook,0,0,0,0,0,0
gtworek/psbits,5,4,5,2,2,14
guanshuicheng/invoice,1,1,1,1,0,1
guanzhi/gmssl,3,11,20,8,4,38
guidedhacking/guidedhacking-injector,0,0,0,0,0,0
guillaumeblanc/ozz-animation,5,4,4,4,1,11
guillaumechereau/goxel,7,4,2,3,6,17
guillaumegomez/doc-comment,0,0,0,0,0,2
guinmoon/llmfarm,0,0,1,1,1,1
guitarml/neuralpi,5,1,0,1,0,6
guitarml/smartguitaramp,1,2,2,0,0,4
gulpjs/glob-parent,0,0,0,0,0,9
gulrak/filesystem,7,7,8,4,2,23
gunrock/gunrock,8,5,3,2,0,14
gurnec/hashcheck,0,0,0,0,0,0
gvaliente/butano,3,1,1,1,1,3
gweis/isodate,0,0,0,0,0,18
gyscos/zstd-rs,0,0,0,0,0,64
gzc/clrs,3,0,0,0,0,3
gzwl/leetcode,0,0,0,0,0,0
h0mbre/learning-c,1,0,1,0,0,1
h2o/h2o,19,16,17,11,6,35
h2o/picohttpparser,1,1,1,1,0,2
h2oai/datatable,8,3,6,0,2,13
h2zero/nimble-arduino,11,12,8,16,10,47
h3xduck/triplecross,1,2,1,0,0,2
haad/proxychains,4,2,2,0,0,7
haampie/libtree,8,5,1,1,0,13
hackerpoet/fractalsoundexplorer,1,0,0,0,0,1
hackerpoet/marblemarcher,0,0,0,0,0,0
hackerpoet/noneuclidean,0,0,0,0,0,0
hackerschoice/gsocket,4,2,3,2,1,7
hacksysteam/hacksysextremevulnerabledriver,3,2,1,2,3,9
haiku/haiku,33,32,34,31,22,51
haileys/doslinux,0,0,0,0,0,0
haileys/jsos,0,0,0,0,0,0
hailtododongo/pyrite64,0,0,0,0,1,1
hairrrrr/c-crashcourse,0,0,0,0,0,0
haivision/srt,20,22,16,19,13,52
haiwen/seafile,6,4,4,5,3,15
hakuna-m/wubiuefi,1,1,1,1,0,1
halide/halide,31,16,20,15,13,45
hamletdufromage/aio-switch-updater,11,11,14,2,2,27
handbrake/handbrake,16,19,17,17,16,51
handmademath/handmademath,5,0,4,2,1,10
hanickadot/compile-time-regular-expressions,6,7,2,4,1,17
hannorein/rebound,8,7,6,9,5,20
hansimov/csapp,4,1,1,3,0,7
hanskristian-work/vkd3d-proton,13,17,24,25,22,61
hanslub42/rlwrap,3,3,2,2,1,8
hanwckf/bl-mt798x,1,8,10,9,7,24
hanwckf/immortalwrt-mt798x,17,35,48,15,1,86
hanwckf/rt-n56u,10,0,0,0,0,10
hao14293/2021-postgraduate-408,1,1,0,1,0,1
haoel/leetcode,5,4,0,0,0,9
hapijs/hoek,0,0,0,0,0,48
hapostgres/pg_auto_failover,14,12,5,0,8,32
happyfish100/fastdfs,0,0,0,0,0,0
happynear/caffe-windows,0,0,0,0,0,0
haproxy/haproxy,27,25,28,22,26,55
harbourmasters/2ship2harkinian,30,39,47,43,37,91
harbourmasters/shipwright,0,58,43,33,42,96
harbourmasters/spaghettikart,9,10,10,15,31,53
harbourmasters/starship,0,0,4,18,18,28
hardysimpson/zlog,3,5,6,9,7,28
harfbuzz/harfbuzz,20,24,21,18,16,256
harrison1/unrealcpp,0,3,0,1,0,3
harvestlamb/cpp_houjie,0,0,0,0,0,0
hashcat/hashcat,25,26,21,20,31,72
hashcat/hashcat-legacy,0,1,0,0,0,1
hashcat/hashcat-utils,2,2,5,0,3,10
hasherezade/exe_to_dll,0,0,0,0,0,0
hasherezade/hollows_hunter,1,1,2,2,1,3
hasherezade/libpeconv,1,5,2,2,2,7
hasherezade/pe-bear,0,2,4,5,3,9
hasherezade/pe-sieve,2,2,2,2,1,4
hasherezade/pe_to_shellcode,1,2,1,0,1,2
hasherezade/tiny_tracer,3,3,4,4,2,10
hasura/skor,0,0,0,0,0,0
hathach/tinyusb,39,30,31,28,22,89
hawku/tabletdriver,1,0,0,0,0,1
hawstein/cracking-the-coding-interview,0,0,0,0,0,0
haywire/haywire,0,0,0,0,0,0
heavyai/heavydb,35,24,19,14,8,43
hedge-dev/unleashedrecomp,0,0,0,8,28,28
hedge-dev/xenonrecomp,0,0,0,5,9,12
heiher/hev-socks5-tunnel,1,1,4,8,4,13
heiher/natmap,0,3,2,4,5,8
helenos/helenos,5,3,5,6,8,14
helio-fm/helio-sequencer,1,4,3,3,3,9
helloexp/0day,0,4,2,0,0,5
hengli/camodocal,0,2,0,0,0,2
hengqiali/awesomecpp,1,1,0,0,0,1
hengyoush/kyanos,0,0,0,6,8,11
henki-robotics/robotics_essentials_ros2,0,0,0,2,4,4
henkman/virgo,0,0,0,0,0,0
henrypp/chrlauncher,1,1,1,2,3,6
henrypp/memreduct,1,8,4,10,9,21
henrypp/simplewall,11,5,13,10,12,26
herbstluftwm/herbstluftwm,9,9,3,3,7,23
hermajestydrmona/windows11draganddroptotaskbarfix,2,1,1,1,0,2
herumi/xbyak,0,0,0,0,0,0
heterodb/pg-strom,2,3,1,3,3,4
heywillow/willow,0,0,10,2,1,11
hfiref0x/kdu,2,3,2,1,5,9
hfiref0x/syscalltables,1,1,1,1,1,1
hfiref0x/uacme,1,1,1,1,1,1
hfiref0x/winobjex64,2,1,1,2,1,3
hgpvision/darknet,0,0,0,0,0,0
hiddentao/fast-levenshtein,0,0,0,0,0,9
hifiberry/hifiberry-os,0,0,0,0,0,0
hillya51/lunatranslator,0,0,0,17,12,27
hiroi-sora/paddleocr-json,0,7,7,3,1,12
hirrolot/datatype99,1,1,1,1,1,1
hirrolot/metalang99,4,1,1,1,1,4
hitsz-opencs/hitsz-opencs,18,13,16,3,4,44
hiyohiyo/crystaldiskinfo,6,5,10,6,5,24
hkneptune/freefilesync,1,1,1,1,1,1
hku-mars/fast-livo,0,1,2,2,1,3
hku-mars/fast-livo2,0,0,0,1,1,1
hku-mars/fast_lio,5,5,4,2,0,11
hku-mars/lidar_imu_init,0,2,2,1,0,3
hku-mars/livox_camera_calib,1,1,1,0,0,1
hku-mars/loam_livox,0,0,0,0,0,0
hku-mars/point-lio,0,0,0,0,0,0
hku-mars/r3live,1,1,0,0,0,1
hkust-aerial-robotics/a-loam,0,0,0,0,0,0
hkust-aerial-robotics/fast-planner,1,1,1,2,0,2
