repo,2021,2022,2023,2024,2025,2021-2025
emsec/chameleonmini,6,139,14,0,0,159
emukidid/swiss-gc,244,162,164,225,205,1000
emweb/wt,189,227,124,24,19,583
enarx/ciborium,0,0,0,0,0,0
enazoe/yolo-tensorrt,7,1,1,0,0,9
encode/httpcore,0,0,0,0,0,365
encode/httpx,0,0,0,0,0,1317
encrypted-def/basic-algo-lecture,448,293,168,44,22,975
encryqed/dumper-7,0,79,154,232,148,613
endermanch/xpkeygen,0,0,45,0,0,45
endless-sky/endless-sky,605,951,937,680,727,3900
endrazine/wcc,4,17,1,17,90,129
enewhuis/liquibook,0,1,0,0,0,1
engcang/slam-application,20,19,10,16,5,70
enjoy-digital/litex,1019,985,643,652,477,3776
enkisoftware/imgui_markdown,27,0,2,1,17,47
enterprisedb/repmgr,49,57,22,12,3,143
entware/entware,433,346,334,66,227,1406
envoyproxy/envoy,2393,2715,2308,2057,1831,11304
enzo1982/freac,253,140,103,47,53,596
epasveer/seer,74,541,247,105,302,1269
epezent/implot,64,46,40,10,29,189
epfml/sent2vec,2,2,0,0,0,4
epicgamesext/raddebugger,0,0,0,1762,1780,3542
epoberezkin/ajv-keywords,0,0,0,0,0,318
epoberezkin/fast-deep-equal,0,0,0,0,0,112
epoberezkin/fast-json-stable-stringify,0,0,0,0,0,45
epoberezkin/json-schema-traverse,0,0,0,0,0,40
epoupon/lms,117,165,221,330,340,1173
eprosima/fast-dds,339,323,288,439,244,1633
eqmg/acid,24,12,0,0,0,36
equalsraf/neovim-qt,53,25,4,16,7,105
eradman/entr,24,14,28,23,15,104
eranif/codelite,1140,1008,669,497,533,3847
eranpeer/fakeit,27,57,23,12,21,140
erengy/taiga,49,36,12,294,44,435
ergo-code/highs,2353,1378,1331,1937,2554,9553
erich666/graphicsgems,5,0,4,3,4,16
ericniebler/range-v3,0,0,0,0,0,0
ericssonresearch/openwebrtc,0,0,0,0,0,0
erincatto/box2d,12,3,1,28,38,82
erincatto/box2d-lite,0,0,0,0,0,0
erlineryi/plantsvszombies,15,0,0,6,0,21
ermig1979/simd,384,373,476,330,556,2119
eroszy/wxinlineplayer,0,1,0,0,0,1
errichto/youtube,3,0,0,0,0,3
errorflynn/ytdlp-interface,11,37,45,25,16,134
erthink/libmdbx,0,0,0,0,9,9
erwincoumans/tiny-differentiable-simulator,220,14,2,0,0,236
es-shims/array-includes,0,0,0,0,0,233
es-shims/dunder-proto,0,0,0,0,0,10
es-shims/es-set-tostringtag,0,0,0,0,0,34
es-shims/math-intrinsics,0,0,0,0,0,10
es-shims/object.values,0,0,0,0,0,126
es-shims/regexp.prototype.flags,0,0,0,0,0,170
es-shims/string.prototype.trimend,0,0,0,0,0,73
es-shims/string.prototype.trimstart,0,0,0,0,0,67
es3n1n/defendnot,0,0,0,0,42,42
eslint-community/eslint-utils,0,0,0,0,0,150
eslint/eslint,335,383,528,517,504,8605
eslint/js,0,0,0,0,0,539
eslint/rewrite,0,0,0,0,0,251
esnet/iperf,74,64,80,76,93,387
esotericsoftware/spine-runtimes,684,1024,809,805,336,3658
esp8266/arduino,176,126,77,33,22,434
esp8266/esp8266-wiki,0,0,0,0,0,0
espeak-ng/espeak-ng,240,565,62,154,47,1068
esphome/esphome,1455,959,1423,1681,3971,9489
espotek-org/labrador,71,6,5,2,331,415
espresense/espresense,163,176,93,32,50,514
espressif/arduino-esp32,260,377,327,720,794,2478
espressif/esp-adf,103,110,65,57,34,369
espressif/esp-at,0,0,0,0,0,0
espressif/esp-drone,2,3,7,6,4,22
espressif/esp-idf,3983,5340,5837,6472,5827,27459
espressif/esp-iot-solution,76,64,295,264,302,1001
espressif/esp-sr,28,86,135,73,107,429
espressif/esp-who,50,26,9,9,26,120
espressif/esp32-camera,41,38,16,21,53,169
espressif/esp8266_rtos_sdk,27,8,12,4,5,56
esprfid/esp-rfid,4,63,35,27,1,130
espruino/espruino,516,731,538,873,324,2982
esseks/monicelli,0,0,5,4,6,15
estools/escodegen,0,0,0,0,0,550
estools/esquery,0,0,0,0,0,151
estools/esrecurse,0,0,0,0,0,61
estools/estraverse,0,0,0,0,0,176
estools/esutils,0,0,0,0,0,57
eteran/edb-debugger,3,6,16,80,4,109
eth-brownie/brownie,421,144,31,106,292,994
ethan-li-coding/semiglobalmatching,6,0,0,0,0,6
ethereal-developers/openscan,45,1,1,13,0,60
ethers-io/ethers.js,0,0,0,0,0,792
ethz-adrl/control-toolbox,2,0,0,0,0,2
ethz-adrl/towr,1,0,0,0,0,1
ethz-asl/ethzasl_msf,1,13,0,0,10,24
ethz-asl/kalibr,41,45,9,3,0,98
ethz-asl/lidar_align,0,0,0,0,1,1
ethz-asl/maplab,97,108,59,0,0,264
ethz-asl/okvis,0,0,0,0,0,0
ethz-asl/rotors_simulator,5,0,0,0,0,5
ethz-asl/rovio,0,0,0,0,0,0
ethz-asl/segmap,1,0,0,0,0,1
ethz-asl/voxblox,10,0,0,0,0,10
etlcpp/etl,434,565,275,190,249,1713
ettercap/ettercap,4,24,5,1,7,41
eulerto/wal2json,6,9,3,12,5,35
eunomia-bpf/bpf-developer-tutorial,0,25,116,61,67,269
eunomia-bpf/bpftime,0,0,149,90,134,373
evanw/esbuild,0,0,0,0,0,4420
evanw/node-source-map-support,0,0,0,0,0,330
evanw/thinscript,0,0,0,0,0,0
eventql/eventql,0,0,0,0,0,0
eventualbuddha/lines-and-columns,0,0,0,0,0,47
everdox/infinityhook,0,0,0,0,0,0
ewenwan/mvision,0,0,0,0,0,0
ewenwan/orb_slam2_ssd_semantic,0,0,0,0,0,0
ewenwan/shiyanlou,2,0,0,2,0,4
excamera/alfalfa,2,0,1,0,0,3
executablebooks/markdown-it-py,0,0,0,0,0,329
executablebooks/mdurl,0,0,0,0,0,32
exelix11/switchthemeinjector,0,0,0,0,0,0
exelix11/sysdvr,34,96,288,53,46,517
exely/csapp-labs,2,0,1,0,0,3
existentialaudio/blackhole,26,85,33,10,8,162
exiv2/exiv2,776,631,477,153,347,2384
exodusoss/bytes,0,0,0,0,0,968
expensify/bedrock,227,475,323,677,769,2471
expressjs/body-parser,0,0,0,0,0,747
expressjs/serve-static,0,0,0,0,0,387
expresslrs/expresslrs,459,440,281,286,369,1835
eyalar/lwip,0,0,0,0,0,0
ezengine/ezengine,240,300,350,302,325,1517
ezlippi/tinyhttpd,0,0,0,0,0,0
ezlippi/webbench,0,0,0,0,0,0
f-stack/f-stack,76,78,111,35,94,394
f1xpl/openauto,0,0,0,1,0,1
f3d-app/f3d,149,299,446,489,589,1972
f4exb/sdrangel,861,1118,792,894,307,3972
f5oeo/rpitx,8,1,0,9,0,18
facebook/cachelib,143,230,68,69,275,785
facebook/create-react-app,0,0,0,0,0,2255
facebook/fatal,2,28,4,12,11,57
facebook/fbthrift,1040,1553,1393,2286,2969,9241
facebook/fishhook,2,0,0,0,0,2
facebook/folly,993,636,385,971,1096,4081
facebook/hhvm,3327,3335,3166,3972,4401,18201
facebook/igl,0,0,522,1098,881,2501
facebook/mariana-trench,101,192,220,242,137,892
facebook/mcrouter,121,83,54,63,68,389
facebook/metro,0,0,0,0,0,3779
facebook/mvfst,301,370,351,392,318,1732
facebook/openzl,0,0,0,0,222,222
facebook/proxygen,359,238,152,165,282,1196
facebook/react,556,857,1914,2092,1392,17911
facebook/react-native,1505,1542,2673,3511,4143,13374
facebook/redex,886,660,583,497,900,3526
facebook/rocksdb,885,783,533,611,417,3229
facebook/threatexchange,509,257,176,132,118,1192
facebook/transform360,0,0,0,1,0,1
facebook/wangle,0,0,0,0,0,0
facebook/watchman,471,536,127,153,123,4411
facebook/wdt,7,6,2,9,5,29
facebook/yoga,30,51,282,146,31,540
facebook/zstd,656,493,401,507,411,10092
facebookexperimental/libunifex,122,13,73,40,64,312
facebookincubator/fbx2gltf,0,0,0,0,0,0
facebookincubator/fizz,127,176,69,183,122,677
facebookincubator/katran,107,197,92,89,149,634
facebookincubator/oomd,35,3,8,17,17,80
facebookincubator/velox,787,1665,2112,1753,1775,8092
facebookresearch/faiss,133,86,156,316,180,871
facebookresearch/habitat-sim,455,231,172,102,22,982
facebookresearch/replica-dataset,0,2,0,0,0,2
facelessuser/soupsieve,0,0,0,0,0,372
facico/chinese-vicuna,0,0,189,2,1,192
facontidavide/cpp_optimizations_diary,2,9,0,0,0,11
facontidavide/plotjuggler,194,164,96,102,263,819
falconn-lib/falconn,0,0,0,0,0,0
falcosecurity/falco,365,901,882,512,256,2916
falkordb/falkordb,506,484,370,121,243,1724
falktx/carla,346,321,364,54,61,1146
fan-ziqi/rl_sar,0,0,0,131,109,240
fancycode/memorymodule,0,0,0,0,0,0
fanglingsu/vimb,27,8,23,5,29,92
fanvanzh/3dtiles,17,2,9,4,12,44
farama-foundation/arcade-learning-environment,58,27,20,44,42,191
farama-foundation/vizdoom,54,50,171,49,104,428
farbrausch/fr_public,0,0,0,0,0,0
fargroup/farmanager,643,382,520,576,603,2724
fascinatedbox/lily,167,0,0,0,276,443
fasiondog/hikyuu,290,242,337,1060,1138,3067
fastbuild/fastbuild,111,124,157,8,11,411
fastfetch-cli/fastfetch,427,974,1795,1792,1230,6218
fastfloat/fast_float,105,58,173,107,110,553
fastify/fast-uri,0,0,0,0,0,114
fastio/1store,0,0,0,0,0,0
fastled/fastled,105,178,101,3884,7294,11562
fastogt/fastonosql,9,13,1,0,0,23
fastos/fastsocket,0,0,0,0,0,0
fastshift/x-track,147,40,7,7,10,211
fastvm/minivm,221,364,169,150,1,905
faye/websocket-driver-node,0,0,0,0,0,352
fazecast/jserialcomm,74,100,80,24,52,330
fazeelusmani/amazon-sde-preparation,50,4,1,2,0,57
fb55/boolbase,0,0,0,0,0,16
fb55/css-select,0,0,0,0,0,466
fb55/css-what,0,0,0,0,0,204
fb55/domelementtype,0,0,0,0,0,47
fb55/domhandler,0,0,0,0,0,181
fb55/domutils,0,0,0,0,0,194
fb55/entities,0,0,0,0,0,237
fb55/htmlparser2,0,0,0,0,0,835
fb55/nth-check,0,0,0,0,0,49
fcitx/fcitx5,245,226,255,217,183,1126
fdintino/nginx-upload-module,0,0,2,0,0,2
fdio/vpp,1048,693,538,393,844,3516
fdivitto/fabgl,360,151,3,1,2,517
fedoraqt/mediawriter,185,263,78,100,181,807
fegennari/3dworld,1750,1603,1638,2122,1903,9016
feiskyer/linux-perf-examples,0,0,1,0,0,1
feiskyer/sdn-handbook,0,0,0,1,0,1
feiyangqingyun/qwidgetdemo,112,41,28,27,5,213
feiyull/tensorrt-alpha,0,2,155,11,0,168
felis/usb_host_shield_2.0,0,0,0,0,0,0
felixge/node-combined-stream,0,0,0,0,0,71
felixge/node-delayed-stream,0,0,0,0,0,42
felixguendling/cista,35,93,60,75,37,300
felixkratz/jankyborders,0,0,82,96,15,193
felixkratz/sketchybar,436,278,197,70,23,1004
felt/tippecanoe,0,63,55,58,18,194
fengjungle/designpattern,52,7,20,22,0,101
fenics/dolfinx,581,560,366,511,379,2397
fenrus75/powertop,11,0,5,2,3,21
fenwii/openharmony,27,9,11,25,10,82
feralinteractive/gamemode,13,35,65,14,22,149
feross/buffer,0,0,0,0,0,934
feross/ieee754,0,0,0,0,0,90
feross/is-buffer,0,0,0,0,0,88
feross/queue-microtask,0,0,0,0,0,51
feross/run-parallel,0,0,0,0,0,84
feross/safe-buffer,0,0,0,0,0,83
festvox/flite,4,13,0,0,0,17
fetlang/fetlang,10,0,0,0,0,10
fex-emu/fex,1976,1836,2943,2806,2359,11920
ffffffff0x/1earn,17,24,0,2,0,43
ffmpeg/ffmpeg,3959,4570,4323,4301,3612,106594
ffmpegwasm/ffmpeg.wasm,29,108,163,53,18,371
fftw/fftw3,10,3,8,7,6,34
fgkeepalive/androidkeepalive,0,0,0,3,3,6
fholger/openvr_fsr,49,1,0,0,1,51
fholger/vrperfkit,16,68,0,0,1,85
fibjs/fibjs,510,231,454,616,302,2113
file/file,230,356,212,222,114,1134
filecxx/filecentipede,0,35,31,15,5,86
finalburnneo/fbneo,1299,1201,941,811,1401,5653
firebase/firebase-ios-sdk,834,643,702,966,661,3806
firebase/firebase-js-sdk,0,0,0,0,0,4072
firebirdsql/firebird,521,538,683,591,1235,3568
firedancer-io/firedancer,0,460,1362,2608,3042,7472
fireice-uk/xmr-stak,0,0,0,0,0,0
fireice-uk/xmr-stak-cpu,0,0,0,0,0,0
firmata/arduino,4,8,5,3,0,20
firmianay/ctf-all-in-one,19,4,1,0,0,24
fisco-bcos/fisco-bcos,146,1198,515,389,190,2438
fix94/nintendont,22,7,3,7,5,44
flagbrew/pksm,0,0,0,0,0,0
flame/blis,139,95,64,24,52,374
flame/how-to-optimize-gemm,2,0,0,0,0,2
flameshot-org/flameshot,373,274,51,4,236,938
flann-lib/flann,29,2,0,0,0,31
flareteam/flare-engine,284,164,56,66,173,743
flashlight/flashlight,180,219,55,14,5,473
flashlight/wav2letter,8,5,3,3,1,20
flashrom/flashrom,235,440,125,100,53,953
flatpak/flatpak,450,382,153,281,166,1432
flexflow/flexflow-train,500,302,639,76,42,1559
flexible-collision-library/fcl,6,0,7,0,5,18
flif-hub/flif,7,0,0,0,0,7
flightlessmango/mangohud,188,295,359,252,256,1350
flipperdevices/flipperzero-firmware,836,1174,860,724,212,3806
flipperdevices/qflipper,345,214,52,3,0,614
floating-ui/floating-ui,0,0,0,0,0,2312
floooh/chips,238,61,75,44,17,435
floooh/oryol,0,0,0,0,0,0
floooh/sokol,182,435,523,446,855,2441
flowdriveai/flowpilot,0,124,68,1,0,193
fltk/fltk,351,568,753,530,274,2476
fluent/fluent-bit,1034,1126,846,903,1196,5105
fluidsynth/fluidsynth,269,143,76,103,302,893
fluorohydride/ygopro,81,52,78,131,247,589
flutter/codelabs,195,191,254,51,62,753
flygoat/ryzenadj,90,24,30,13,43,200
flyinghead/flycast,686,370,642,517,381,2596
fmtlib/fmt,612,480,444,741,287,2564
fnc12/sqlite_orm,231,459,404,147,24,1265
focus-creative-games/hybridclr,0,162,72,119,49,402
fogleman/craft,1,0,0,0,0,1
follow-redirects/follow-redirects,0,0,0,0,0,374
fontconfig/fontconfig,0,0,0,0,0,2482
fontforge/fontforge,160,109,10,38,56,373
fontmanager/font-manager,213,100,41,161,134,649
foobnix/librerareader,147,317,440,105,268,1277
foonathan/lexy,503,215,69,19,39,845
foonathan/memory,30,17,19,1,16,83
foonathan/type_safe,15,14,5,6,4,44
fooyin/fooyin,0,234,840,2655,306,4035
forhappy/cplusplus-concurrency-in-practice,1,1,0,0,0,2
form-data/form-data,0,0,0,0,0,331
form-dev/form,3,42,32,127,138,342
formatjs/formatjs,0,0,0,0,0,4570
forthespada/mypoorwebserver,3,2,0,0,0,5
fortheusers/hb-appstore,0,35,53,18,46,152
fortra/nanodump,88,89,41,5,0,223
fortyseveneffects/arduino_midi_library,21,2,0,0,0,23
fossasia/badgemagic-firmware,0,0,0,0,0,0
fossasia/magic-epaper-firmware,0,0,0,0,0,0
fossasia/neurolab-firmware,0,0,0,0,0,0
fossasia/pslab-bootloader,25,11,2,3,0,41
fossasia/pslab-esp01-firmware,0,0,0,3,11,14
fossasia/pslab-firmware,88,30,23,24,13,178
fossasia/pslab-mini-firmware,0,0,0,0,146,146
fossephate/joycon-driver,0,1,0,0,0,1
fougue/mayo,215,218,135,92,80,740
foxleezh/aosp,0,0,0,0,0,0
fr4nkfletcher/esp32-marauder-cheap-yellow-display,0,0,0,383,41,424
fragglet/c-algorithms,0,0,0,83,0,83
fraillt/bitsery,0,0,0,0,0,0
frameworkcomputer/embeddedcontroller,324,206,48,20,9,607
francma/wob,28,40,14,1,15,98
fraunhoferhhi/vvenc,43,43,46,78,146,356
free-audio/clap,408,578,243,105,28,1362
freebsd/freebsd-src,6738,6532,5736,5700,6244,30950
freecad/freecad,2882,4410,3696,3951,4613,19552
freeciv/freeciv,1505,1877,1528,1170,572,6652
freedesktop-unofficial-mirror/cairo,0,0,0,0,0,9965
freelan-developers/freelan,0,0,0,0,0,0
freeradius/freeradius-server,3191,2238,2855,2437,2636,13357
freerdp/freerdp,681,1070,1120,2190,1661,6722
freerdp/remmina,2395,1325,614,239,256,4829
freertos/freertos,208,145,161,183,44,741
freertos/freertos-kernel,147,143,415,232,59,996
freetype/freetype,0,0,0,0,0,6887
frenic/csstype,0,0,0,0,0,364
frickle/ngx_cache_purge,0,0,0,0,0,0
frictionalgames/amnesiaamachineforpigs,0,0,0,0,0,0
frictionalgames/amnesiathedarkdescent,0,0,0,0,0,0
fritzing/fritzing-app,1113,141,248,117,36,1655
frommi/miniz_oxide,0,0,0,0,0,525
frrouting/frr,3876,3610,3282,3119,3050,16937
fsevents/fsevents,0,0,0,0,0,239
fsspec/filesystem_spec,0,0,0,0,0,1657
fsspec/s3fs,0,0,0,0,0,731
fukuchi/libqrencode,0,0,0,0,0,0
fulldecent/system-bus-radio,5,0,2,9,0,16
fungos/cr,3,15,0,4,2,24
fusionlanguage/fut,240,495,629,265,81,1710
futo-org/android-keyboard,21,31,23,670,528,1273
fw876/helloworld,239,234,197,196,119,985
fwgs/xash3d-fwgs,338,601,1034,1123,913,4009
fwilliams/point-cloud-utils,0,0,0,0,0,0
fwupd/fwupd,1542,1535,1500,1899,1817,8293
fxsound2/fxsound-app,0,0,19,58,59,136
fyusion/llff,2,0,0,0,0,2
g4lile0/esp32-wifi-hash-monster,26,0,0,0,0,26
g4lile0/tinygs,201,43,33,57,58,392
g6ejd/esp32-e-paper-weather-display,74,13,54,59,33,233
gabime/spdlog,265,63,118,93,45,584
gaffe23/linux-inject,0,0,0,0,0,0
gaijinentertainment/dagorengine,0,0,20,105,51,176
gaijinentertainment/dascript,1547,1034,1683,1401,1577,7242
gali8/tesseract-ocr-ios,0,0,0,0,0,0
galkahana/hummusjs,13,9,28,9,13,72
galkahana/pdf-writer,0,14,66,24,20,124
game1024/openspeedy,0,0,0,0,314,314
gamefoundry/bsf,0,0,0,0,0,0
gamelinux/passivedns,2,2,0,0,0,4
gameplay3d/gameplay,0,0,0,0,1,1
gameprogcpp/code,3,13,0,2,0,18
games-on-whales/wolf,5,97,238,241,201,782
gametechdev/presentmon,38,74,361,753,683,1909
gammasoft71/xtd,4111,4191,3633,2525,4895,19355
ganelson/inform,493,633,333,246,23,1728
gansm/finalcut,174,153,188,88,40,643
gaowenliang/imu_utils,0,0,0,2,0,2
gaoxiang12/faster-lio,0,0,0,0,0,0
gaoxiang12/lightning-lm,0,0,0,0,19,19
gaoxiang12/slam_in_autonomous_driving,0,0,47,2,5,54
gaoxiang12/slambook,1,1,0,1,0,3
gaoxiang12/slambook2,0,0,0,0,0,0
garagegames/torque2d,0,0,0,0,0,0
garagegames/torque3d,0,1,0,0,0,1
gargaj/bonzomatic,11,13,5,4,1,34
garycourt/uri-js,0,0,0,0,0,75
gatieme/codinginterviews,0,0,0,0,0,0
gatieme/ldd-linuxdevicedrivers,408,210,28,21,21,688
gazebosim/gz-sim,581,479,324,278,271,1933
gbalatro/balatro-gba,0,0,0,0,499,499
gbdev/rgbds,345,286,131,527,434,1723
gbdk-2020/gbdk-2020,574,285,195,204,132,1390
gcc-mirror/gcc,5417,5095,6606,5850,5563,94680
gdabah/distorm,23,0,0,0,0,23
gdbinit/machoview,0,0,67,0,0,67
gdretools/gdsdecomp,42,137,90,444,1402,2115
geany/geany,148,195,247,274,244,1108
geigeigeist/totem,0,73,11,20,3,107
gem5/gem5,1013,778,1317,1188,955,5251
gemrb/gemrb,2173,1680,1237,1183,600,6873
gen2brain/raylib-go,73,119,179,241,68,680
generalized-intelligence/gaas,133,0,0,0,0,133
genivi/candevstudio,21,2,2,2,0,27
genivia/ugrep,75,67,160,88,43,433
genodelabs/genode,941,1071,1039,956,1079,5086
gentilkiwi/kekeo,3,0,0,0,0,3
gentilkiwi/mimikatz,37,8,8,0,1,54
genymobile/scrcpy,483,315,492,453,92,1835
geo-tp/esp32-bus-pirate,0,0,0,0,700,700
geode-sdk/geode,0,500,1274,1776,592,4142
geoffreybennett/alsa-scarlett-gui,0,27,88,116,65,296
geohot/qira,0,1,0,0,0,1
gerard/ext4fuse,0,0,0,0,0,0
gerbera/gerbera,1177,303,99,296,252,2127
getdnsapi/stubby,11,26,3,1,2,43
getml/reflect-cpp,0,0,358,193,126,677
getnamo/tensorflow-unreal,1,5,2,3,0,11
getsentry/sentry-javascript,616,1399,1555,2199,1842,11629
gflags/gflags,0,0,0,0,0,0
ggerganov/ggwave,227,137,8,5,3,380
ggerganov/imtui,31,15,1,1,1,49
ggerganov/kbd-audio,0,0,0,0,0,0
ggerganov/wave-share,0,0,0,0,0,0
ggml-org/ggml,0,25,418,1044,1508,2995
ggml-org/llama.cpp,0,0,1353,2233,2836,6422
ggml-org/whisper.cpp,0,326,338,1033,1630,3327
ggreer/the_silver_searcher,0,0,0,0,0,0
ghaerr/elks,248,454,402,652,601,2357
ghostnan/mpvpaper,6,19,9,29,6,69
giacomolaw/keylogger,16,1,6,7,1,31
giampaolo/psutil,0,0,0,0,0,6603
gianlucaborello/libprocesshider,0,0,0,0,0,0
gibsjose/cpp-cheat-sheet,0,1,0,0,0,1
gigablast/open-source-search-engine,16,2,0,2,0,20
gildor2/ueviewer,95,10,1,1,0,107
giltene/wrk2,0,0,0,0,0,0
gioblu/pjon,18,20,0,1,21,60
git/git,3407,3142,2485,3453,2954,74219
gitahead/gitahead,25,2,38,1,9,75
github/glb-director,5,8,10,3,16,42
github/securitylab,91,19,18,14,24,166
githubhaohao/learnffmpeg,88,5,0,3,2,98
githubhaohao/ndk_opengles_3_0,68,4,11,10,3,96
githubhaohao/openglcamera2,35,3,0,2,2,42
gitlab-freedesktop-mirrors/libxcb,0,0,0,0,0,257
gitoxidelabs/gitoxide,3804,4175,1943,1592,1316,15050
gitpython-developers/gitdb,0,0,0,0,0,426
gitpython-developers/gitpython,0,0,0,0,0,0
gitpython-developers/smmap,0,0,0,0,0,230
gittup/tup,102,44,23,26,4,199
giuspen/cherrytree,349,239,251,218,264,1321
gjduck/e9patch,174,99,60,54,11,398
gkz/levn,0,0,0,0,0,42
gkz/optionator,0,0,0,0,0,91
gkz/prelude-ls,0,0,0,0,0,220
gkz/type-check,0,0,0,0,0,41
glfw/glfw,191,208,67,133,33,632
glmcdona/process-dump,2,33,1,0,0,36
glouw/ctl,23,0,0,0,0,23
glouw/paperview,0,0,0,0,0,0
glouw/tinn,0,0,0,0,0,0
gloxec/crossc2,31,22,4,0,0,57
gluster/glusterfs,200,157,70,20,22,469
gmp-mirror/gmp,0,0,7,2,6,8640
gnab/rtl8812au,6,5,0,0,0,11
gnbdev/opengnb,23,92,15,10,11,151
gnea/grbl,1,0,0,0,0,1
gnif/lookingglass,1389,414,227,113,211,2354
gnome/gdk-pixbuf,0,0,0,0,0,2923
gnome/gimp,500,586,1086,1520,2001,5693
gnome/glib,1128,2112,1415,1452,1056,25091
gnome/gtk,873,886,632,784,2001,5176
gnome/libxml2,0,0,0,0,0,4016
gnome/pango,0,0,0,0,0,6050
gnss-sdr/gnss-sdr,541,390,275,412,52,1670
gnucash/gnucash,1400,991,1699,642,392,5124
gnuradio/gnuradio,690,352,235,200,149,1626
gnutls/gnutls,377,453,236,310,271,17417
gnutls/libtasn1,0,0,0,0,0,1376
gnutls/nettle,0,0,0,0,0,4694
gnuton/asuswrt-merlin.ng,0,0,0,0,0,0
go-gl/gl,12,0,1,0,0,13
go-gl/glfw,21,9,14,6,2,52
godlikepanos/anki-3d-engine,311,316,303,184,217,1331
godot-jolt/godot-jolt,0,97,536,162,45,840
godotecs/godex,419,19,3,0,0,441
godotengine/godot,6901,8984,8741,9034,8181,41841
godotengine/godot-cpp,122,176,170,134,118,720
godotjs/javascript,2,15,70,20,0,107
gojue/ecapture,0,465,170,197,107,939
golang-ui/nuklear,0,1,1,0,1,3
goldendict/goldendict,25,82,54,15,3,179
gongminmin/klayge,91,39,102,27,1,260
gooddbird/tinyrpc,19,163,13,0,0,195
goodtft/lcd-show,21,37,3,6,11,78
google-ai-edge/litert,0,0,0,176,3117,3293
google-ai-edge/mediapipe,0,310,1099,558,265,2232
google-ar/arcore-android-sdk,7,6,1,0,1,15
google-deepmind/lab,16,8,8,0,0,32
google-deepmind/mujoco,5,450,787,1113,1201,3556
google-deepmind/mujoco_mpc,0,52,711,274,2,1039
google-deepmind/open_spiel,756,602,422,240,405,2425
google/angle,2169,1074,435,1359,1321,6358
google/benchmark,130,102,140,87,114,573
google/binexport,42,30,45,52,22,191
google/bloaty,111,19,13,18,62,223
google/boringssl,449,326,578,552,676,2581
google/breakpad,75,73,64,35,51,298
google/brotli,0,0,0,0,0,1352
google/cpu_features,55,53,53,32,23,216
google/double-conversion,23,10,9,2,11,55
google/draco,30,24,7,12,15,88
google/filament,1037,1008,672,574,1261,4552
google/flatbuffers,0,0,0,0,0,0
google/fruit,62,27,11,7,16,123
google/fuzzer-test-suite,0,0,0,0,0,0
google/gemma.cpp,0,0,0,446,229,675
google/gemmlowp,5,1,1,0,0,7
google/google-authenticator-libpam,1,7,2,3,14,27
google/googlesql,0,0,0,0,0,0
google/googletest,60,90,114,28,32,324
google/guetzli,0,0,0,0,0,0
google/highway,412,512,703,422,328,2377
google/honggfuzz,98,61,47,8,50,264
google/ios-webkit-debug-proxy,2,1,11,6,3,23
google/leveldb,25,9,6,2,1,43
google/libphonenumber,100,146,153,117,91,607
google/longfellow-zk,0,0,0,0,87,87
google/lullaby,0,1,0,0,0,1
google/lyra,34,9,0,0,0,43
google/marl,13,16,24,4,7,64
google/monster-mash,13,0,3,0,0,16
google/mozc,0,0,0,0,0,0
google/mozc-devices,8,4,3,10,6,31
google/ngx_brotli,0,1,7,0,0,8
google/nsjail,48,46,50,13,33,190
google/nsync,0,2,3,11,5,21
google/oboe,168,113,149,106,171,707
google/or-tools,1481,1369,1308,1288,1362,6808
google/pebble,0,0,0,1,5,6
google/perfetto,7311,6175,8779,6332,3258,31855
google/re2,53,49,93,82,44,321
google/robotstxt,8,23,6,6,4,47
google/rune,14,87,47,9,3,160
google/s2geometry,23,21,9,21,41,115
google/sandboxed-api,139,234,202,162,240,977
google/sanitizers,63,60,17,35,14,189
google/security-research,13,21,165,135,185,519
google/sentencepiece,43,107,64,38,91,343
google/shaderc,40,32,66,46,43,227
google/skia,2509,889,879,2021,1615,7913
google/snappy,16,8,11,12,14,61
google/swiftshader,488,608,102,78,102,1378
google/tcmalloc,263,400,465,474,386,1988
google/tensorstore,286,294,438,288,227,1533
google/woff2,0,1,1,1,1,4
google/wuffs,417,128,290,191,27,1053
google/xls,929,814,1131,2036,2083,6993
google/xnnpack,871,1707,1698,1642,1497,7415
google/zerocopy,0,0,0,0,0,1469
googleapis/google-api-python-client,0,0,0,0,0,0
googleapis/python-api-core,0,0,0,0,0,368
googlechrome/workbox,0,0,0,0,0,1263
googleprojectzero/jackalope,49,24,10,4,11,98
googleprojectzero/tinyinst,69,30,34,18,2,153
googleprojectzero/winafl,72,32,3,12,7,126
googlevr/cardboard,7,8,4,4,6,29
gossip-sjtu/armariris,0,0,0,0,0,0
gosu/gosu,33,35,46,3,0,117
gothenburgbitfactory/taskwarrior,780,256,58,180,63,1337
gothenburgbitfactory/timewarrior,90,73,103,33,69,368
gozala/events,0,0,0,0,0,131
gozfree/gear-lib,80,56,16,0,0,152
gpac/gpac,1154,852,737,1425,1011,5179
gperftools/gperftools,50,5,175,279,76,585
gpg/libgpg-error,0,0,0,0,0,754
gpgpu-sim/gpgpu-sim_distribution,88,14,26,26,10,164
gphoto/libgphoto2,356,190,111,235,137,1029
gpsnoopy/raytracinginvulkan,32,5,9,11,3,60
gpuopen-effects/fidelityfx-fsr,3,0,0,0,0,3
gpuopen-effects/fidelityfx-fsr2,0,5,3,0,0,8
gpuopen-librariesandsdks/cauldron,4,3,0,0,0,7
