repo,2021,2022,2023,2024,2025,2021-2025
brainboxdotcc/dpp,0,1,1,1,1,1
brainflow-dev/brainflow,1,0,0,1,0,1
brandur/redis-cell,0,0,0,0,0,0
brannondorsey/naive-hashcat,0,0,0,0,0,0
brave/brave-core,3,3,2,2,2,3
breach/thrust,0,0,0,0,0,0
brektrou/rtl8821cu,0,0,0,0,0,0
brendan-rius/c-jwt-cracker,0,0,0,0,0,0
brenns10/lsh,0,0,0,0,0,0
brenocq/implot3d,0,0,0,0,1,1
brianmario/yajl-ruby,0,0,0,0,0,0
brichard19/bitcrack,0,0,0,0,0,0
brightxiaohan/cmaketutorial,0,0,0,0,0,0
brndnmtthws/conky,0,1,1,1,1,1
brofield/simpleini,0,0,0,0,1,1
brookhong/keycastow,0,0,0,0,0,0
browseros-ai/browseros,0,0,0,0,2,2
brucedevices/firmware,0,0,0,0,0,0
brucewind/aesjniencrypt,0,0,0,0,0,0
bruderstein/npppluginmanager,0,1,1,0,0,1
brunodev85/winlator,0,0,0,0,0,0
brunolevy/geogram,0,0,0,0,0,0
brunolevy/learn-fpga,0,0,0,0,0,0
brutal-org/brutal,0,0,0,0,0,0
bryanpkc/corkscrew,0,0,0,0,0,0
bsauce/kernel-exploit-factory,0,0,0,0,0,0
bshoshany/thread-pool,0,0,0,0,0,0
bsnes-emu/bsnes,0,0,0,1,0,1
btbd/access,0,0,0,0,0,0
btrask/stronglink,0,0,0,0,0,0
buaacyw/gaussianeditor,0,0,0,0,0,0
buaazp/zimg,0,0,0,0,0,0
bucanero/pkgi-ps3,0,0,0,0,0,0
buddhi1980/mandelbulber2,0,0,0,0,0,0
bugaevc/wl-clipboard,0,0,0,0,0,0
bulletphysics/bullet3,0,0,0,0,0,0
bulwarkid/virtual-fido,0,0,0,0,0,0
bumblebee-project/bumblebee,0,0,0,0,0,0
bupticybee/texassolver,0,0,0,0,0,0
burrito-elixir/burrito,0,0,0,0,0,0
buserror/simavr,0,0,0,0,0,0
bush2021/chrome_plus,0,0,0,1,1,1
but0n/avem,0,0,0,0,0,0
bvlc/caffe,0,0,0,0,0,0
bvschaik/julius,0,0,0,0,0,0
bwapi/bwapi,0,0,0,0,0,0
byconity/byconity,0,0,1,0,0,1
bytecode77/r77-rootkit,0,0,0,0,0,0
bytecodealliance/wasm-micro-runtime,0,1,1,1,1,1
bytedance/android-inline-hook,0,0,0,0,0,0
bytedance/bhook,0,0,0,0,0,0
bytedance/btrace,0,0,0,0,0,0
bytedance/fastbot_android,0,0,0,0,0,0
bytedance/flux,0,0,0,0,0,0
bytedance/memory-leak-detector,0,0,0,0,0,0
bytedance/terarkdb,0,0,0,0,0,0
byvoid/opencc,0,0,0,0,0,0
bztsrc/raspi3-tutorial,0,0,0,0,0,0
c-ares/c-ares,0,0,0,0,0,0
c9s/pux,0,0,0,0,0,0
cabinpkg/cabin,1,1,1,1,1,1
cacay/memorypool,0,0,0,0,0,0
cactus-compute/cactus,0,0,0,0,1,1
cadenji/foolrenderer,0,0,0,0,0,0
cage-kiosk/cage,0,0,0,0,0,0
calcprogrammer1/openrgb,0,0,0,0,0,0
callmepicacho/data-structres,0,0,0,0,0,0
camerakit/camerakit-android,0,0,0,0,0,0
cameron314/concurrentqueue,0,0,0,0,0,0
cameron314/readerwriterqueue,0,0,0,0,0,0
can1357/novmp,0,0,0,0,0,0
canonical/dqlite,0,0,1,1,1,1
canonical/multipass,1,1,1,1,2,3
canopennode/canopennode,0,0,0,0,0,0
caozhiyi/cppnet,0,0,0,0,0,0
capnproto/capnproto,0,0,0,0,1,1
capnramses/antons_opengl_tutorials_book,0,0,0,0,0,0
capstone-engine/capstone,0,0,0,0,0,0
captain1986/captainblackboard,0,0,0,0,0,0
carbon-language/carbon-lang,0,0,0,1,2,2
careercup/ctci-6th-edition-cpp,0,0,0,0,0,0
cariboulabs/cariboulite,0,0,0,0,0,0
carla-simulator/carla,0,0,0,0,0,0
carlini/printf-tac-toe,0,0,0,0,0,0
cartographer-project/cartographer,0,0,0,0,0,0
cartographer-project/cartographer_ros,0,0,0,0,0,0
casadi/casadi,0,0,1,1,0,1
cashapp/zipline,0,2,1,1,1,2
casparcg/server,0,0,0,0,0,0
cataclysmbn/cataclysm-bn,0,0,2,2,2,2
catboost/catboost,0,0,1,1,0,1
catchorg/catch2,0,0,0,0,0,0
category-labs/monad,0,0,0,0,0,0
cathery/sys-con,0,0,0,0,0,0
cathugger/mkp224o,0,0,0,0,0,0
cboxdoerfer/fsearch,0,0,0,0,0,0
cbsheng/tinyhttpd,0,0,0,0,0,0
cc65/cc65,0,0,0,0,0,0
ccache/ccache,0,0,0,0,0,0
ccmsc/ckb,0,0,0,0,0,0
ccnyroboticslab/imu_tools,0,0,0,0,0,0
cdcseacave/openmvs,0,0,0,0,0,0
cdown/clipmenu,0,0,0,0,0,0
ce-programming/cemu,0,0,0,0,0,0
cebix/macemu,0,0,0,0,0,0
cecio/usbvalve,0,0,0,0,0,0
cedarctic/digispark-scripts,0,0,0,0,0,0
cedricguillemet/imguizmo,0,0,0,0,0,0
celestiaproject/celestia,2,1,1,1,2,2
celluloid-player/celluloid,0,0,0,0,0,0
celtoys/remotery,0,0,0,0,0,0
cemu-project/cemu,0,0,0,0,0,0
center-for-threat-informed-defense/adversary_emulation_library,0,0,0,0,0,0
ceph/ceph,0,0,0,0,0,0
cepr/android-serialport-api,0,0,0,0,0,0
ceres-solver/ceres-solver,0,0,0,0,0,0
cesanta/elk,0,0,0,0,0,0
cesanta/mjs,0,0,0,0,0,0
cesanta/mongoose,0,0,0,0,0,0
cesanta/mongoose-os,0,0,0,0,0,0
cesanta/v7,0,0,0,0,0,0
cesiumgs/cesium-unreal,0,0,1,0,0,1
cfenollosa/os-tutorial,0,0,0,0,0,0
cgal/cgal,0,1,1,1,0,1
cgdb/cgdb,0,0,0,0,0,0
cggos/imu_x_fusion,0,0,0,0,0,0
cgsecurity/testdisk,0,0,0,0,0,0
chaiscript/chaiscript,0,0,0,0,0,0
changkun/modern-cpp-tutorial,0,0,0,0,0,0
chaoses-ib/ibeverythingext,0,0,0,0,0,0
charles-lunarg/vk-bootstrap,0,0,0,1,1,1
charlesshang/dcnv2,0,0,0,0,0,0
charto/nbind,0,0,0,0,0,0
chatterino/chatterino2,1,2,1,1,1,2
cheatsheet1999/cloudcollection,0,0,0,0,0,0
checkedc/checkedc,0,1,0,0,0,1
checkpoint-restore/criu,0,0,0,0,0,0
checkra1n/pongoos,0,0,0,0,0,0
chefkissinc/nootedred,0,0,1,1,1,1
chenglongchen/kaggle-crowdflower,0,0,0,0,0,0
chengxumiaodaren/cpp-learning,0,0,0,0,0,0
chengyangkj/ros_qt5_gui_app,0,0,0,0,0,0
chenlittleping/learningvideo,0,0,0,0,0,0
chenshuo/muduo,0,0,0,0,0,0
chenshuo/recipes,0,0,0,0,0,0
chentao0707/qrcodescan,0,0,0,0,0,0
cherry-embedded/cherryusb,0,0,0,0,0,0
chineseocr/darknet-ocr,0,0,0,0,0,0
chipsalliance/verible,0,0,0,0,0,0
chjj/compton,0,0,0,0,0,0
chlumsky/msdf-atlas-gen,0,0,0,0,0,0
chlumsky/msdfgen,0,0,0,0,0,0
chobits/ngx_http_proxy_connect_module,0,0,0,0,0,0
chocolate-doom/chocolate-doom,0,0,0,0,0,0
chongdashu/unreal-mcp,0,0,0,0,0,0
chris2511/xca,0,0,0,0,0,0
chrisant996/clink,0,0,0,0,0,0
chrisjohnsen/tmux-macosx-pasteboard,0,0,0,0,0,0
chrisknott/algojammer,0,0,0,0,0,0
chriskohlhoff/asio,0,0,0,0,0,0
christophejacquet/pifmrds,0,0,0,0,0,0
christophhart/hise,0,0,0,0,0,0
chromium/chromium,0,0,0,0,0,0
chromiumembedded/cef,0,0,0,0,0,0
chronoxor/cppserver,0,0,0,0,0,0
chrxh/alien,0,0,0,0,0,0
chukong/quick-cocos2d-x,0,0,0,0,0,0
chunelfeng/cgraph,0,0,0,0,0,0
chvmp/champ,0,0,0,0,0,0
cifertech/esp32-div,0,0,0,0,0,0
cifertech/nrfbox,0,0,0,0,0,0
cifertech/rf-clown,0,0,0,0,0,0
cilium/pwru,0,1,1,1,2,2
cilium/tetragon,0,1,3,1,1,3
cilynx/rtl88x2bu,0,0,0,0,0,0
cinder/cinder,0,0,0,0,0,0
cinience/redisstudio,0,0,0,0,0,0
cinit/wsapatch,0,0,0,0,0,0
circuit-digest/esp-drone,0,0,0,0,0,0
cisco-system-traffic-generator/trex-core,0,0,0,0,0,0
cisco-talos/clamav,0,0,1,1,0,1
cisco/joy,0,0,0,0,0,0
cisco/libsrtp,0,0,0,0,0,0
cisco/openh264,0,0,0,0,0,0
citizenfx/fivem,0,0,0,0,0,0
citp/blocksci,0,0,0,0,0,0
citronneur/pamspy,0,0,0,0,0,0
citusdata/citus,1,1,1,0,2,2
citusdata/cstore_fdw,0,0,0,0,0,0
citusdata/pg_cron,0,0,0,0,0,0
citusdata/pg_shard,0,0,0,0,0,0
citusdata/postgresql-hll,0,0,0,0,0,0
city-super/scaffold-gs,0,0,0,0,0,0
civetweb/civetweb,0,0,0,1,1,1
cjcliffe/cubicsdr,0,0,0,0,0,0
cjdelisle/cjdns,0,0,0,0,0,0
cjlin1/liblinear,0,0,0,0,0,0
ckb-next/ckb-next,0,0,0,0,0,0
ckcr4lyf/evilapplejuice-esp32,0,0,0,0,0,0
clab/dynet,1,1,0,0,0,1
clangen/musikcube,0,0,0,0,0,0
classicoldsong/apollo,0,1,1,1,1,1
classicube/classicube,0,0,0,0,0,0
cleanflight/cleanflight,0,0,0,0,0,0
clechasseur/pathcopycopy,0,0,0,0,0,0
clemenselflein/openmower,0,0,0,0,0,0
clementine-player/clementine,0,0,0,0,0,0
cleverraven/cataclysm-dda,1,1,1,1,1,1
clibs/clib,0,0,0,0,1,1
clice-io/clice,0,0,0,0,1,1
clickhouse/clickhouse,1,1,0,0,1,2
client9/libinjection,0,0,0,0,0,0
climbsnail/holocubic_aio,0,0,0,0,0,0
cliutils/cli11,2,2,3,2,2,3
cloose/cutemarked,0,0,0,0,0,0
cloudcompare/cloudcompare,0,0,0,0,0,0
cloudef/bemenu,0,0,0,0,0,0
cloudflare/cloudflare-blog,0,1,0,0,0,1
cloudflare/workerd,0,0,0,1,2,2
cloudius-systems/osv,0,0,0,0,1,1
cloudwu/coroutine,0,0,0,0,0,0
cloudwu/mptun,0,0,0,0,0,0
cloudwu/skynet,0,0,0,0,0,0
cloverhackycolor/cloverbootloader,0,0,0,0,1,1
clusterlabs/pacemaker,0,0,0,0,0,0
cmacrae/spacebar,0,0,0,0,0,0
cmangos/mangos-classic,0,0,0,1,1,1
cmatsuoka/figlet,0,0,0,0,0,0
cmdbug/yolov5_ncnn,0,0,0,0,0,0
cms-sw/cmssw,0,0,0,0,0,0
cmu-db/15445-bootcamp,0,0,0,0,0,0
cmu-db/bustub,0,1,1,0,0,1
cmu-perceptual-computing-lab/openpose,0,0,0,0,0,0
cmu-sei/pharos,0,0,0,0,0,0
cmuratori/meow_hash,0,0,0,0,0,0
cmuratori/refterm,0,0,0,0,0,0
cmus/cmus,0,0,0,0,0,0
cmusphinx/pocketsphinx,0,0,1,1,1,1
cn-annotation-team/redis7.0-chinese-annotated,0,1,0,0,0,1
cneben/quickqanava,0,0,0,0,0,0
cnjinhao/nana,0,0,0,0,0,0
cnlohr/ch32fun,0,0,0,0,0,0
cnlohr/channel3,0,0,0,0,0,0
cnlohr/espusb,0,0,0,0,0,0
cnlohr/mini-rv32ima,0,0,0,0,0,0
cnlohr/rawdrawandroid,0,0,1,0,1,1
cnr-isti-vclab/meshlab,0,1,1,1,1,1
cnr-isti-vclab/vcglib,0,0,0,0,0,0
cnugteren/clblast,0,0,0,0,0,0
cobaltfusion/debugviewpp,0,0,0,0,0,0
cocaine/cocaine-core,0,0,0,0,0,0
cockatrice/cockatrice,0,2,3,3,3,3
cococry/leif,0,0,0,0,0,0
cococry/ragnar,0,0,0,0,0,0
cocos-bcx/cocos-mainnet,0,0,0,0,0,0
cocos/cocos-engine,1,1,1,1,1,1
cocos/cocos4,0,0,0,0,0,0
cocos2d/cocos2d-js,0,0,0,0,0,0
cocos2d/cocos2d-x,0,0,0,0,0,0
codebutler/firesheep,0,0,0,0,0,0
codeplea/genann,0,0,0,0,0,0
codeplea/tinyexpr,0,0,0,0,0,0
codetest-studygroup/code-test-study,0,0,0,0,0,0
codewithharry/the-ultimate-c-programming-course,0,0,0,0,0,0
codinggay/blackdex,0,0,0,0,0,0
codr7/hacktical-c,0,0,0,0,0,0
codykociemba/nolongerevil-thermostat,0,0,0,0,0,0
coin-or/ipopt,0,0,0,0,0,0
cokemine/serverstatus-hotaru,0,0,0,0,0,0
colinianking/stress-ng,0,0,0,0,0,0
collaboraonline/online,0,0,0,0,0,0
colleagueriley/rgfw,0,0,0,0,0,0
collectd/collectd,0,0,0,0,0,0
collin80/savvycan,0,0,0,1,0,1
colmap/colmap,0,0,0,0,0,0
colobot/colobot,0,0,0,0,0,0
commaai/panda,0,1,0,0,0,1
commonmark/cmark,0,0,1,0,1,1
comodosecurity/openedr,0,0,0,0,0,0
concurrencykit/ck,0,0,0,0,1,1
conemu/conemu,0,0,0,0,0,0
confettifx/the-forge,0,0,0,0,0,0
conformal/spectrwm,0,0,0,0,0,0
conorpp/u2f-zero,0,0,0,0,0,0
const-me/whisper,0,0,0,0,0,0
containers/bubblewrap,0,0,0,0,0,0
containers/crun,0,1,1,1,2,2
contiki-ng/contiki-ng,0,1,1,1,1,1
contiki-os/contiki,0,0,0,0,0,0
contour-terminal/contour,0,0,0,0,0,0
coolight7/musicxx,0,0,0,0,0,0
coolsnowwolf/lede,0,0,0,0,0,0
coop-deluxe/sm64coopdx,0,0,0,0,0,0
copernicamarketingsoftware/php-cpp,0,0,0,0,0,0
copperspice/copperspice,0,0,0,0,0,0
coqui-ai/stt,0,0,0,0,0,0
coreboot/coreboot,0,0,0,0,0,0
corellium/projectsandcastle,0,0,0,0,0,0
coreutils/coreutils,0,0,0,0,0,0
coronalabs/corona,0,0,0,0,0,0
corosync/corosync,0,0,0,0,0,0
corsix/amx,0,0,0,0,0,0
corvusoft/restbed,0,0,0,0,0,0
cosmos72/twin,0,0,0,0,0,0
cossacklabs/themis,0,0,0,0,0,0
coturn/coturn,0,1,1,1,1,1
couchbase/forestdb,0,0,0,0,0,0
covesa/vsomeip,0,0,0,0,0,0
cowtoolz/webcamize,0,0,0,0,0,0
cp-algorithms/cp-algorithms,0,0,0,0,0,0
cpeditor/cpeditor,5,2,2,2,2,5
cppcon/cppcon2014,0,0,0,0,0,0
cppcon/cppcon2015,0,0,0,0,0,0
cppcon/cppcon2016,0,0,0,0,0,0
cppcon/cppcon2018,0,0,0,0,0,0
cppcon/cppcon2020,0,0,0,0,0,0
cppla/serverstatus,0,0,0,0,0,0
cpputest/cpputest,0,0,0,0,0,0
cpq/bare-metal-programming-guide,0,0,0,0,0,0
cpvrlab/imageplay,0,0,0,0,0,0
cr-marcstevens/sha1collisiondetection,0,0,0,0,0,0
cra-ros-pkg/robot_localization,0,0,0,0,0,0
cracked5pider/stardust,0,0,0,0,0,0
crankyoldgit/irremoteesp8266,0,0,0,0,0,0
cratercrash/godot-orchestrator,0,0,0,0,1,1
crawl/crawl,0,0,0,0,0,0
crementif/botw-bettervr,0,0,0,0,0,0
crmulliner/adbi,0,0,0,0,0,0
crosire/blink,0,0,0,0,0,0
crosire/d3d8to9,0,0,0,0,0,0
crosire/reshade,0,0,0,0,0,0
crosspoint-reader/crosspoint-reader,0,0,0,0,0,0
croteam-official/serious-engine,0,0,0,0,0,0
crowcpp/crow,0,0,0,1,1,1
crownengine/crown,0,0,0,0,0,0
crypto-toolbox/hft-orderbook,0,0,0,0,0,0
crypto2011/idr,0,0,0,0,0,0
cryptonomex/graphene,0,0,0,0,0,0
cs50/libcs50,0,0,0,0,0,0
csete/gpredict,0,0,0,0,0,0
csmith-project/creduce,0,0,0,0,0,0
csmith-project/csmith,0,0,0,0,0,0
csound/csound,1,0,0,0,0,1
cstack/db_tutorial,0,0,0,0,0,0
csujedihy/proximac,0,0,0,0,0,0
ctcaer/hekate,0,0,0,0,0,0
ctcaer/jc_toolkit,0,0,0,0,0,0
ctfs/write-ups-2016,0,0,0,0,0,0
ctripmobile/dynamicapk,0,0,0,0,0,0
ctubio/krypto-trading-bot,0,0,0,0,0,0
cturt/freedvdboot,0,0,0,0,0,0
cuber/ngx_http_google_filter_module,0,0,0,0,0,0
cuberite/cuberite,0,0,0,0,0,0
cubitect/cubiomes-viewer,0,0,0,0,0,0
cuitaixiang/loam_noted,0,0,0,0,0,0
cundong/smartappupdates,0,0,0,0,0,0
curl/curl,0,0,1,2,2,2
curzibn/luban,0,0,0,0,0,0
cvcuda/cv-cuda,0,0,0,0,0,0
cvg/pixel-perfect-sfm,0,0,0,0,0,0
cvxopt/cvxopt,0,0,0,0,0,0
cvxpy/cvxpy,0,0,0,1,2,2
cxasm/notepad--,0,0,0,0,0,0
cxbx-reloaded/cxbx-reloaded,0,0,0,0,0,0
cxong/cdogs-sdl,0,0,0,1,1,1
cyan4973/finitestateentropy,0,0,0,0,0,0
cyan4973/xxhash,0,0,1,1,1,1
cyang-kth/fmm,0,0,0,0,0,0
cybellum/doubleagent,0,0,0,0,0,0
cyberagentgameentertainment/unityperformancetuningbible,0,0,0,0,0,0
cyberbotics/webots,1,1,2,2,1,2
cyberman54/esp32-paxcounter,0,0,0,0,0,0
cycfi/elements,0,0,0,0,0,0
cycfi/q,1,0,0,0,0,1
cyd01/kitty,0,0,0,0,0,0
cyoung/stratux,0,0,0,0,0,0
cyring/corefreq,0,0,0,0,0,0
cytopiateam/cytopia,2,1,3,1,0,4
cztomczak/cefpython,0,0,0,0,0,0
czyt1988/saribbon,0,0,0,0,0,0
d0k3/godmode9,0,0,0,0,0,0
d35ha/callobfuscator,0,0,0,0,0,0
d3dcoder/d3d12book,0,0,0,0,0,0
d5/node.native,0,0,0,0,0,0
d99kris/nchat,0,0,0,0,0,0
d99kris/rapidcsv,0,0,0,0,0,0
da-luce/astroterm,0,0,0,0,0,0
dadschoorse/vkbasalt,0,0,0,0,0,0
daijro/camoufox,0,0,0,0,1,1
dail8859/notepadnext,0,1,1,1,1,1
daipeihust/im-select,0,0,0,0,0,0
dalathegreat/battery-emulator,0,0,0,1,2,2
damrsn/neuralnote,0,0,0,0,0,0
danbev/learning-v8,0,0,0,0,0,0
danbloomberg/leptonica,0,0,0,0,0,0
danginsburg/opengles3-book,0,0,0,0,0,0
danielchappuis/reactphysics3d,0,0,0,0,0,0
daniele77/cli,0,0,0,0,0,0
danielgtaylor/jpeg-archive,0,0,0,0,0,0
danielkrupinski/osiris,0,0,0,0,0,0
danielswolf/rhubarb-lip-sync,0,0,0,0,0,0
danielwaterworth/raphters,0,0,0,0,0,0
danigargu/cve-2020-0796,0,0,0,0,0,0
dankamongmen/notcurses,0,0,0,0,0,0
danmar/cppcheck,0,0,0,0,1,1
dannagle/packetsender,0,0,0,0,0,0
darglein/adop,0,0,0,0,0,0
dariomanesku/cmftstudio,0,0,0,0,0,0
darkflippers/unleashed-firmware,0,0,0,0,0,0
darkk/redsocks,0,0,0,0,0,0
darkmattercore/nxdumptool,0,0,0,0,0,0
darktable-org/darktable,0,0,1,1,1,1
darthton/blackbone,0,0,0,0,0,0
darthton/xenos,0,0,0,0,0,0
dartsim/dart,0,0,0,2,2,2
data61/mp-spdz,0,0,0,0,1,1
datenwolf/linmath.h,0,0,0,0,0,0
dav/word2vec,0,0,0,0,0,0
dav1dde/glad,0,0,0,0,0,0
davaddi/bpf_study,0,0,0,0,0,0
davatorium/rofi,0,0,0,0,0,0
davegamble/cjson,0,0,0,0,0,0
david-haim/concurrencpp,0,0,0,0,0,0
davideberly/geometrictools,0,0,0,0,0,0
davidmoreno/onion,0,0,0,0,0,0
davidrmiller/biosim4,0,0,0,0,0,0
davidxanatos/taskexplorer,0,0,0,0,0,0
davisking/dlib,0,0,0,0,1,1
davisking/dlib-models,0,0,0,0,0,0
dayanch96/ytmusicultimate,0,0,0,0,0,0
daybreak-u/chineseocr_lite,1,0,0,0,0,1
dblalock/bolt,0,0,0,0,0,0
dbraun/dawdreamer,1,0,0,0,0,1
dbzhang800/qtxlsxwriter,0,0,0,0,0,0
dcajasn/riskfolio-lib,0,0,0,0,0,0
dchapyshev/aspia,0,0,0,0,0,0
dcurrent/openbor,0,0,0,0,0,0
dddrrreee/cs140e-20win,0,0,0,0,0,0
ddosolitary/lxrunoffline,0,0,0,0,0,0
deadbeef-player/deadbeef,0,0,0,0,0,0
deadpixi/mtm,0,0,0,0,0,0
dealii/dealii,0,1,1,1,1,1
decaf-emu/decaf-emu,0,0,0,0,0,0
dechamps/flexasio,0,0,0,0,0,0
deepgraphlearning/graphvite,0,0,0,0,0,0
deeprec-ai/deeprec,0,0,0,0,0,0
deepseek-ai/3fs,0,0,0,0,1,1
deepseek-ai/flashmla,0,0,0,0,0,0
deepskystacker/dss,0,0,0,0,0,0
defold/defold,0,0,0,1,1,1
dekunukem/bob_cassette_rewinder,0,0,0,0,0,0
dekunukem/daytripper,0,0,0,0,0,0
dekunukem/duckypad,0,0,0,0,0,0
dekunukem/nintendo_switch_reverse_engineering,0,0,0,0,0,0
dena/handlersocket-plugin-for-mysql,0,0,0,0,0,0
denandz/keefarce,0,0,0,0,0,0
dendibakh/perf-ninja,0,0,0,0,0,0
dennisliu1993/fastest_image_pattern_matching,0,0,0,0,0,0
denvi/candle,0,0,0,0,0,0
derceg/explorerplusplus,0,0,1,1,1,1
derf/feh,0,0,0,0,0,0
descentdevelopers/descent3,0,0,0,0,0,0
deskflow/deskflow,0,0,0,0,1,1
desowin/usbpcap,0,0,0,0,0,0
destan19/openappfilter,0,0,0,0,0,0
detanup01/gbe_fork,0,0,0,0,0,0
dethrace-labs/dethrace,0,0,0,0,0,0
dev-cafe/cmake-cookbook,0,0,0,0,0,0
dev-xys/algorithms,0,0,0,0,0,0
dev47apps/droidcam-linux-client,0,0,0,0,0,0
devbis/z03mmc,0,0,0,0,0,0
devilsen/czxing,0,0,0,0,0,0
devoncrawford/video-editing-automation,0,0,0,0,0,0
devsisters/libquic,0,0,0,0,0,0
deweller/switchaudio-osx,0,0,0,0,0,0
dexter-xd/project-box,0,0,0,0,0,0
dfeneyrou/palanteer,0,0,0,0,0,0
dfhack/dfhack,0,1,1,2,2,2
dfranx/shadered,0,0,0,0,0,0
dgiese/dustcloud,1,0,0,0,0,1
dhavalkapil/heap-exploitation,0,0,0,0,0,0
dhavalkapil/icmptunnel,0,0,0,0,0,0
dhewm/dhewm3,0,0,0,0,0,0
diasurgical/devilution,0,0,0,0,0,0
diasurgical/devilutionx,0,0,1,1,1,1
dibyendumajumdar/ravi,0,0,0,0,0,0
dicedb/dicedb,0,0,0,0,0,0
diekmann/wasm-fizzbuzz,0,0,0,0,0,0
diffblue/cbmc,0,0,1,1,1,1
digego/extempore,0,0,0,0,0,0
digimend/digimend-kernel-drivers,0,0,0,0,0,0
digint/tinyfsm,0,0,0,0,0,0
digistump/digistumparduino,0,0,0,0,0,0
dillo-browser/dillo,0,0,0,0,0,0
dillongoostudios/goo-engine,0,0,0,0,0,0
dimitri/pgcopydb,0,0,0,0,0,0
diracdeltas/fastestwebsiteever,0,0,0,0,0,0
directvt/vtm,0,0,0,0,0,0
discord/discord-rpc,0,0,0,0,0,0
discord/lilliput,0,0,0,1,0,1
discordmessenger/dm,0,0,0,0,0,0
distcc/distcc,0,0,0,0,0,0
distrho/cardinal,0,0,0,0,0,0
distroav/distroav,0,0,0,0,0,0
djcb/mu,0,0,0,0,0,0
djkaty/il2cppinspector,0,0,0,0,0,0
dltcollab/sse2neon,0,0,0,0,0,0
dlundquist/sniproxy,0,0,0,0,0,0
dmitryulyanov/multicore-tsne,0,0,0,0,0,0
dmlc/decord,0,0,0,0,0,0
dmlc/dlpack,0,0,0,0,0,0
dmlc/ps-lite,0,0,0,0,0,0
dmlc/xgboost,0,1,2,2,0,2
dnspod/dnspod-sr,0,0,0,0,0,0
dobiasd/frugally-deep,0,0,0,0,0,0
dobiasd/functionalplus,0,0,0,0,0,0
docopt/docopt.cpp,0,0,0,0,0,0
doctest/doctest,0,0,0,0,0,0
doctorwkt/acwj,0,0,0,0,0,0
documentdb/documentdb,0,0,2,0,0,2
dog-qiuqiu/mobilenet-yolo,0,0,0,0,0,0
dog-qiuqiu/yolo-fastest,0,0,0,0,0,0
dogecoin/dogecoin,0,0,0,0,0,0
doitsujin/dxvk,0,0,0,0,0,0
dokan-dev/dokany,0,0,0,0,0,0
dolphin-emu/dolphin,0,0,0,0,0,0
domoticz/domoticz,0,0,0,0,0,0
doonny/pipecnn,0,0,0,0,0,0
dor1s/libfuzzer-workshop,0,0,0,0,0,0
dorianborian/sesame-robot,0,0,0,0,0,0
dosbox-staging/dosbox-staging,0,1,2,2,2,2
dosx-dev/obfus.h,0,0,0,0,0,0
dotnet/diagnostics,1,2,1,2,1,2
doug/depthjs,0,0,0,0,0,0
dougbinks/enkits,0,0,0,0,0,0
dovecot/core,0,0,0,0,0,0
downdemo/cpp-concurrency-in-action-2ed,0,0,0,0,0,0
downdemo/cpp-templates-2ed,0,0,0,0,0,0
doxygen/doxygen,0,1,1,1,1,1
doyubkim/fluid-engine-dev,0,0,0,0,0,0
dpdk/dpdk,0,0,0,0,0,0
dpilger26/numcpp,0,0,0,0,0,0
dpjudas/surrealengine,0,0,0,0,0,0
dr-noob/cpufetch,0,0,0,0,0,0
dragonflydb/dragonfly,0,0,1,1,1,1
dragonminded/libdragon,0,0,0,0,0,0
draios/sysdig,0,0,0,0,0,0
drawpile/drawpile,0,0,0,1,0,1
dreamanddead/csapp-3e-solutions,0,0,0,0,0,0
dresden-elektronik/deconz-rest-plugin,0,0,0,0,0,0
drh/lcc,0,0,0,0,0,0
drhelius/gearboy,0,0,0,0,0,0
drk1wi/portspoof,0,0,0,0,0,0
droe/sslsplit,0,0,0,0,0,0
drogonframework/drogon,0,0,1,1,1,1
drtimothyaldendavis/suitesparse,0,0,0,0,0,0
ds-homebrew/nds-bootstrap,0,0,0,0,0,0
ds-homebrew/twilightmenu,0,0,0,0,0,0
dscharrer/innoextract,0,0,0,0,0,0
dsp56300/gearmulator,0,0,0,0,0,0
dtolm/vkfft,0,0,0,0,0,0
dtrace4linux/linux,0,0,0,0,0,0
dualcoder/vgpu_unlock,0,0,0,0,0,0
ducalex/retro-go,0,0,0,0,0,0
duckdb/duckdb,0,0,0,0,0,0
duckdb/duckdb-wasm,1,1,1,1,1,1
duckdb/ducklake,0,0,0,0,0,0
duckdb/pg_duckdb,0,0,0,0,0,0
duet3d/reprapfirmware,0,0,0,0,0,0
duilib/duilib,0,0,0,0,0,0
duixcom/duix-avatar,0,0,0,0,0,0
duixcom/duix-mobile,0,0,0,0,0,0
duncanthrax/scream,0,0,0,0,0,0
dune3d/dune3d,0,0,0,0,0,0
dunst-project/dunst,0,0,0,0,0,0
dusty-nv/jetson-inference,0,0,0,0,0,0
dvorka/hstr,0,0,0,0,0,0
dvorka/mindforger,0,0,0,0,0,0
dwhinham/mt32-pi,1,1,1,0,0,1
dyang886/game-cheats-manager,0,0,0,0,0,0
dynamorio/drmemory,0,0,0,0,0,0
dynamorio/dynamorio,0,0,0,1,0,1
dynup/kpatch,0,0,0,0,0,0
e2002/yoradio,0,0,0,0,0,0
ea31337/ea31337,0,0,0,1,0,1
earlephilhower/arduino-pico,0,0,0,0,0,0
earlephilhower/esp8266audio,0,0,0,0,1,1
easychen/pushdeer,0,0,0,0,0,0
easyhook/easyhook,0,0,0,0,0,0
easymodo/qimgv,0,0,0,0,0,0
