repo,year,first_date,last_date
scylladb/scylladb,2022,2022-01-02,2022-12-31
scylladb/scylladb,2023,2023-01-01,2024-01-06
scylladb/scylladb,2024,2024-01-07,2025-01-04
scylladb/scylladb,2025,2025-01-05,2026-01-03
scylladb/seastar,2021,2021-01-03,2022-01-01
scylladb/seastar,2022,2022-01-02,2022-12-31
scylladb/seastar,2023,2023-01-01,2024-01-06
scylladb/seastar,2024,2024-01-07,2025-01-04
scylladb/seastar,2025,2025-01-05,2026-01-03
sdatkinson/neuralampmodelerplugin,2022,2022-09-18,2022-12-24
sdatkinson/neuralampmodelerplugin,2023,2023-01-01,2024-01-06
sdatkinson/neuralampmodelerplugin,2024,2024-01-07,2024-12-21
sdatkinson/neuralampmodelerplugin,2025,2025-05-04,2026-01-03
sddm/sddm,2021,2021-01-03,2021-12-18
sddm/sddm,2022,2022-01-02,2022-11-26
sddm/sddm,2023,2023-01-22,2023-12-30
sddm/sddm,2024,2024-01-21,2024-10-19
sddm/sddm,2025,2025-01-19,2025-11-01
sdlpal/sdlpal,2021,2021-01-24,2021-12-25
sdlpal/sdlpal,2022,2022-01-09,2022-07-23
sdlpal/sdlpal,2023,2023-01-01,2024-01-06
sdlpal/sdlpal,2024,2024-01-14,2025-01-04
sdlpal/sdlpal,2025,2025-01-05,2025-07-26
seanbaxter/circle,2021,2021-02-28,2022-01-01
seanbaxter/circle,2022,2022-01-09,2022-05-14
seanbaxter/circle,2023,2023-01-22,2023-11-04
seasx/seaslog,2021,2021-01-17,2021-11-20
sebastianstarke/ai4animation,2023,2023-01-08,2023-10-14
sebastianstarke/ai4animation,2024,2024-06-30,2024-07-27
sebbbi/offsetallocator,2023,2023-01-22,2023-02-18
seclab-ucr/intang,2022,2022-07-24,2022-07-30
seclab-ucr/intang,2025,2025-06-08,2025-06-14
secure-software-engineering/phasar,2021,2021-01-03,2022-01-01
secure-software-engineering/phasar,2022,2022-01-02,2022-12-24
secure-software-engineering/phasar,2023,2023-01-15,2023-12-16
secure-software-engineering/phasar,2024,2024-01-28,2024-11-16
secure-software-engineering/phasar,2025,2025-02-02,2025-12-20
secwiki/windows-kernel-exploits,2021,2021-03-07,2021-06-12
seeflowerx/stackplz,2022,2022-11-06,2022-12-24
seeflowerx/stackplz,2023,2023-01-15,2024-01-06
seeflowerx/stackplz,2024,2024-01-07,2024-10-19
seeflowerx/stackplz,2025,2025-04-06,2025-12-13
seemoo-lab/nexmon,2021,2021-01-31,2021-11-20
seemoo-lab/nexmon,2022,2022-01-02,2022-12-03
seemoo-lab/nexmon,2023,2023-02-05,2023-12-30
seemoo-lab/nexmon,2024,2024-01-07,2024-11-02
seemoo-lab/nexmon,2025,2025-03-23,2025-10-18
seemoo-lab/owl,2021,2021-05-02,2021-05-08
seemoo-lab/owl,2022,2022-01-23,2022-01-29
seetafaceengine/seetaface6,2021,2021-11-28,2021-12-04
sekigon-gonnoc/pico-pio-usb,2021,2021-12-12,2022-01-01
sekigon-gonnoc/pico-pio-usb,2022,2022-01-02,2022-12-31
sekigon-gonnoc/pico-pio-usb,2023,2023-01-01,2023-11-04
sekigon-gonnoc/pico-pio-usb,2024,2024-06-02,2024-12-21
sekigon-gonnoc/pico-pio-usb,2025,2025-01-26,2025-08-02
sel4/sel4,2021,2021-01-10,2022-01-01
sel4/sel4,2022,2022-01-02,2022-12-17
sel4/sel4,2023,2023-01-08,2024-01-06
sel4/sel4,2024,2024-01-07,2024-12-21
sel4/sel4,2025,2025-01-05,2025-12-20
seladb/pcapplusplus,2021,2021-01-03,2021-11-20
seladb/pcapplusplus,2022,2022-01-09,2022-12-31
seladb/pcapplusplus,2023,2023-01-01,2023-12-30
seladb/pcapplusplus,2024,2024-01-14,2025-01-04
seladb/pcapplusplus,2025,2025-01-05,2026-01-03
selfboot/cs_offer,2023,2023-09-24,2023-09-30
selinuxproject/selinux,2021,2021-01-03,2021-12-25
selinuxproject/selinux,2022,2022-01-02,2022-12-24
selinuxproject/selinux,2023,2023-01-01,2024-01-06
selinuxproject/selinux,2024,2024-01-07,2025-01-04
selinuxproject/selinux,2025,2025-01-05,2025-12-27
sensorium/mozzi,2021,2021-01-03,2021-11-27
sensorium/mozzi,2022,2022-01-23,2022-12-24
sensorium/mozzi,2023,2023-01-01,2024-01-06
sensorium/mozzi,2024,2024-01-07,2024-12-14
sensorium/mozzi,2025,2025-01-05,2026-01-03
sentdex/nnfsix,2021,2021-01-03,2021-06-12
sepfy/libpeer,2021,2021-04-04,2022-01-01
sepfy/libpeer,2022,2022-01-02,2022-10-15
sepfy/libpeer,2023,2023-02-12,2023-12-23
sepfy/libpeer,2024,2024-05-19,2025-01-04
sepfy/libpeer,2025,2025-01-12,2025-09-20
serenityos/jakt,2022,2022-05-01,2022-12-31
serenityos/jakt,2023,2023-01-01,2024-01-06
serenityos/jakt,2024,2024-01-14,2024-12-28
serenityos/jakt,2025,2025-04-20,2025-12-13
serenityos/serenity,2021,2021-01-03,2022-01-01
serenityos/serenity,2022,2022-01-02,2022-12-31
serenityos/serenity,2023,2023-01-01,2024-01-06
serenityos/serenity,2024,2024-01-07,2025-01-04
serenityos/serenity,2025,2025-01-05,2026-01-03
serge-rgb/milton,2021,2021-06-20,2021-11-06
serge-rgb/milton,2022,2022-01-30,2022-08-20
serge-sans-paille/frozen,2021,2021-02-14,2021-09-04
serge-sans-paille/frozen,2022,2022-01-30,2022-12-17
serge-sans-paille/frozen,2023,2023-01-29,2023-12-23
serge-sans-paille/frozen,2024,2024-02-04,2024-12-07
serge-sans-paille/frozen,2025,2025-01-12,2025-08-02
serge-sans-paille/pythran,2021,2021-01-03,2022-01-01
serge-sans-paille/pythran,2022,2022-01-09,2022-12-31
serge-sans-paille/pythran,2023,2023-01-01,2024-01-06
serge-sans-paille/pythran,2024,2024-01-07,2024-12-14
serge-sans-paille/pythran,2025,2025-01-05,2026-01-03
sergiusthebest/plog,2021,2021-01-03,2021-06-19
sergiusthebest/plog,2022,2022-02-06,2022-12-17
sergiusthebest/plog,2023,2023-01-01,2023-11-18
sergiusthebest/plog,2024,2024-03-10,2024-12-14
sergiusthebest/plog,2025,2025-01-12,2025-11-15
serial-studio/serial-studio,2021,2021-01-03,2022-01-01
serial-studio/serial-studio,2022,2022-01-02,2022-12-24
serial-studio/serial-studio,2023,2023-01-22,2024-01-06
serial-studio/serial-studio,2024,2024-03-10,2025-01-04
serial-studio/serial-studio,2025,2025-01-05,2026-01-03
session-replay-tools/tcpcopy,2024,2024-08-18,2024-11-02
session-replay-tools/tcpcopy,2025,2025-06-15,2025-06-21
sewenew/redis-plus-plus,2021,2021-01-10,2022-01-01
sewenew/redis-plus-plus,2022,2022-01-16,2022-12-31
sewenew/redis-plus-plus,2023,2023-01-01,2024-01-06
sewenew/redis-plus-plus,2024,2024-01-28,2024-12-14
sewenew/redis-plus-plus,2025,2025-01-19,2026-01-03
sfml/imgui-sfml,2021,2021-01-17,2021-12-25
sfml/imgui-sfml,2022,2022-01-30,2022-10-29
sfml/imgui-sfml,2023,2023-01-29,2023-12-23
sfml/imgui-sfml,2024,2024-01-28,2025-01-04
sfml/imgui-sfml,2025,2025-03-02,2025-09-06
sfml/sfml,2021,2021-01-03,2022-01-01
sfml/sfml,2022,2022-01-02,2022-12-31
sfml/sfml,2023,2023-01-01,2024-01-06
sfml/sfml,2024,2024-01-07,2025-01-04
sfml/sfml,2025,2025-01-05,2025-12-20
sfumecjf/cmake-examples-chinese,2021,2021-06-20,2022-01-01
sfumecjf/cmake-examples-chinese,2022,2022-01-02,2022-01-08
sgan81/apfs-fuse,2022,2022-12-11,2022-12-17
sgan81/apfs-fuse,2023,2023-01-01,2023-03-18
shader-slang/slang,2021,2021-01-03,2021-12-25
shader-slang/slang,2022,2022-01-02,2022-12-24
shader-slang/slang,2023,2023-01-01,2024-01-06
shader-slang/slang,2024,2024-01-07,2025-01-04
shader-slang/slang,2025,2025-01-05,2026-01-03
shadowfallstudios/als-community,2021,2021-01-10,2021-12-18
shadowfallstudios/als-community,2022,2022-02-20,2022-12-17
shadowfallstudios/als-community,2023,2023-03-12,2023-11-25
shadowfallstudios/als-community,2024,2024-07-07,2024-07-13
shadowsocks/shadowsocks-libev,2021,2021-01-24,2021-08-21
shadowsocks/shadowsocks-libev,2022,2022-02-13,2022-12-03
shadowsocks/shadowsocks-libev,2025,2025-01-05,2025-01-11
shadowsocksr-live/shadowsocksr-native,2021,2021-01-03,2022-01-01
shadowsocksr-live/shadowsocksr-native,2022,2022-01-02,2022-12-10
shadowsocksr-live/shadowsocksr-native,2023,2023-04-02,2023-07-01
shadowsocksr-live/shadowsocksr-native,2024,2024-11-17,2024-11-23
shadps4-emu/shadps4,2022,2022-10-23,2022-11-19
shadps4-emu/shadps4,2023,2023-01-22,2023-11-25
shadps4-emu/shadps4,2024,2024-01-14,2025-01-04
shadps4-emu/shadps4,2025,2025-01-05,2026-01-03
shahjalalshohag/code-library,2021,2021-01-31,2021-12-25
shahjalalshohag/code-library,2022,2022-01-09,2022-12-17
shahjalalshohag/code-library,2023,2023-01-15,2024-01-06
shahjalalshohag/code-library,2024,2024-01-21,2024-11-02
shahjalalshohag/code-library,2025,2025-01-05,2025-11-01
shaka-project/shaka-packager,2021,2021-01-17,2021-11-20
shaka-project/shaka-packager,2022,2022-02-06,2022-10-29
shaka-project/shaka-packager,2023,2023-04-30,2023-12-02
shaka-project/shaka-packager,2024,2024-02-04,2024-12-21
shaka-project/shaka-packager,2025,2025-01-05,2025-11-22
shangjingbo1226/autophrase,2021,2021-01-24,2021-11-06
shangjingbo1226/autophrase,2022,2022-01-23,2022-01-29
shapelab/swarmui,2023,2023-05-14,2023-05-20
sharkdp/dbg-macro,2021,2021-05-09,2021-07-10
sharkdp/dbg-macro,2022,2022-10-30,2022-12-24
sharkdp/dbg-macro,2023,2023-01-01,2023-12-09
sharkdp/dbg-macro,2024,2024-08-25,2024-08-31
sharkdp/dbg-macro,2025,2025-10-26,2025-11-22
shekyan/slowhttptest,2022,2022-03-20,2022-11-12
shekyan/slowhttptest,2023,2023-04-23,2023-09-16
shekyan/slowhttptest,2024,2024-10-20,2024-10-26
shekyan/slowhttptest,2025,2025-06-22,2025-06-28
shellphish/how2heap,2021,2021-03-21,2021-11-06
shellphish/how2heap,2022,2022-01-02,2022-12-03
shellphish/how2heap,2023,2023-01-29,2024-01-06
shellphish/how2heap,2024,2024-01-07,2024-11-23
shellphish/how2heap,2025,2025-01-26,2025-12-06
sheredom/subprocess.h,2021,2021-01-10,2021-10-09
sheredom/subprocess.h,2022,2022-02-06,2022-12-24
sheredom/subprocess.h,2023,2023-12-17,2023-12-23
sheredom/subprocess.h,2024,2024-01-28,2024-07-20
sheredom/utf8.h,2021,2021-01-10,2021-11-20
sheredom/utf8.h,2022,2022-01-16,2022-07-09
sheredom/utf8.h,2023,2023-01-08,2023-12-30
sheredom/utf8.h,2024,2024-01-28,2024-12-14
sherlockgougou/bigimageviewpager,2021,2021-01-10,2022-01-01
sherlockgougou/bigimageviewpager,2022,2022-03-27,2022-12-24
sherlockgougou/bigimageviewpager,2023,2023-01-01,2023-12-23
sherlockgougou/bigimageviewpager,2024,2024-11-17,2025-01-04
sherlockgougou/bigimageviewpager,2025,2025-01-12,2025-11-22
shinh/elvm,2021,2021-02-07,2021-12-18
shinh/elvm,2022,2022-10-02,2022-10-15
shinh/elvm,2023,2023-04-09,2023-04-15
shinh/elvm,2024,2024-03-31,2024-07-27
shinh/elvm,2025,2025-11-16,2025-11-22
shiqiyu/libfacedetection,2021,2021-03-28,2021-11-27
shiqiyu/libfacedetection,2022,2022-05-15,2022-10-08
shiqiyu/libfacedetection,2023,2023-04-16,2023-08-05
shiqiyu/libfacedetection,2025,2025-08-31,2025-09-06
shiyanhui/libcsp,2021,2021-01-17,2021-01-23
shiyanhui/libcsp,2022,2022-05-15,2022-05-21
shiyanhui/libcsp,2023,2023-05-07,2023-05-13
shogun-toolbox/shogun,2023,2023-12-17,2023-12-23
shouxieai/tensorrt_pro,2021,2021-07-25,2021-12-11
shouxieai/tensorrt_pro,2022,2022-01-16,2022-10-22
shouxieai/tensorrt_pro,2023,2023-02-26,2023-05-13
shujiahuang/cpp-primer-plus-6th,2021,2021-07-11,2021-11-27
shujiahuang/cpp-primer-plus-6th,2022,2022-01-02,2022-01-08
shujiahuang/cpp-primer-plus-6th,2023,2023-07-02,2023-07-08
shujiahuang/cpp-primer-plus-6th,2025,2025-01-05,2025-03-15
shundhammer/qdirstat,2021,2021-01-17,2022-01-01
shundhammer/qdirstat,2022,2022-01-02,2022-12-24
shundhammer/qdirstat,2023,2023-01-01,2024-01-06
shundhammer/qdirstat,2024,2024-01-07,2024-12-28
shundhammer/qdirstat,2025,2025-01-12,2025-12-27
shunf4/proxychains-windows,2021,2021-05-30,2021-10-23
shunf4/proxychains-windows,2022,2022-11-13,2022-11-19
sideeffects/houdiniengineforunreal,2021,2021-01-10,2021-12-18
sideeffects/houdiniengineforunreal,2022,2022-01-09,2022-12-24
sideeffects/houdiniengineforunreal,2023,2023-01-01,2024-01-06
sideeffects/houdiniengineforunreal,2024,2024-01-07,2025-01-04
sideeffects/houdiniengineforunreal,2025,2025-01-05,2025-12-20
sideeffects/sidefxlabs,2021,2021-01-03,2021-12-25
sideeffects/sidefxlabs,2022,2022-01-02,2022-12-24
sideeffects/sidefxlabs,2023,2023-01-08,2024-01-06
sideeffects/sidefxlabs,2024,2024-01-07,2024-12-21
sideeffects/sidefxlabs,2025,2025-01-05,2025-12-20
sidoh/esp8266_milight_hub,2021,2021-02-21,2021-11-06
sidoh/esp8266_milight_hub,2022,2022-08-07,2022-08-13
sidoh/esp8266_milight_hub,2023,2023-09-03,2023-11-25
sidoh/esp8266_milight_hub,2024,2024-07-07,2024-12-21
sidoh/esp8266_milight_hub,2025,2025-01-19,2025-01-25
siduck/chadwm,2021,2021-07-25,2021-11-13
siduck/chadwm,2022,2022-01-16,2022-12-31
siduck/chadwm,2023,2023-01-15,2023-11-18
siduck/chadwm,2024,2024-02-11,2024-09-21
siduck/chadwm,2025,2025-01-19,2026-01-03
siemens/jailhouse,2021,2021-01-03,2021-11-06
siemens/jailhouse,2022,2022-01-02,2022-12-31
siemens/jailhouse,2023,2023-01-01,2023-01-14
sigil-ebook/sigil,2021,2021-01-03,2022-01-01
sigil-ebook/sigil,2022,2022-01-02,2022-11-26
sigil-ebook/sigil,2023,2023-01-01,2024-01-06
sigil-ebook/sigil,2024,2024-01-07,2024-12-28
sigil-ebook/sigil,2025,2025-01-05,2025-12-27
signalwire/freeswitch,2021,2021-01-03,2022-01-01
signalwire/freeswitch,2022,2022-01-02,2022-12-31
signalwire/freeswitch,2023,2023-01-08,2024-01-06
signalwire/freeswitch,2024,2024-01-07,2025-01-04
signalwire/freeswitch,2025,2025-01-05,2025-11-22
silentbicycle/greatest,2021,2021-02-14,2021-02-20
silverf0x/rpcview,2021,2021-01-31,2021-10-30
silverf0x/rpcview,2022,2022-05-29,2022-12-10
silverf0x/rpcview,2023,2023-05-28,2023-06-03
simbody/simbody,2021,2021-03-14,2022-01-01
simbody/simbody,2022,2022-01-02,2022-12-03
simbody/simbody,2023,2023-03-19,2023-12-16
simbody/simbody,2024,2024-02-11,2024-12-14
simbody/simbody,2025,2025-01-19,2025-11-08
simd-everywhere/simde,2021,2021-01-03,2021-12-18
simd-everywhere/simde,2022,2022-03-13,2022-12-17
simd-everywhere/simde,2023,2023-01-01,2023-12-16
simd-everywhere/simde,2024,2024-01-07,2025-01-04
simd-everywhere/simde,2025,2025-01-05,2026-01-03
simdjson/simdjson,2021,2021-01-03,2022-01-01
simdjson/simdjson,2022,2022-01-02,2022-12-24
simdjson/simdjson,2023,2023-01-01,2024-01-06
simdjson/simdjson,2024,2024-01-07,2025-01-04
simdjson/simdjson,2025,2025-01-05,2026-01-03
simdsoft/yasio,2021,2021-01-03,2021-12-25
simdsoft/yasio,2022,2022-01-02,2022-12-31
simdsoft/yasio,2023,2023-01-01,2024-01-06
simdsoft/yasio,2024,2024-01-07,2024-12-07
simdsoft/yasio,2025,2025-01-05,2025-12-20
simdutf/simdutf,2021,2021-01-31,2022-01-01
simdutf/simdutf,2022,2022-03-20,2022-12-31
simdutf/simdutf,2023,2023-01-01,2023-12-23
simdutf/simdutf,2024,2024-01-14,2025-01-04
simdutf/simdutf,2025,2025-01-05,2026-01-03
simh/simh,2021,2021-01-03,2022-01-01
simh/simh,2022,2022-01-02,2022-12-31
simh/simh,2023,2023-01-01,2024-01-06
simh/simh,2024,2024-01-07,2024-12-14
simh/simh,2025,2025-01-26,2026-01-03
simhacker/micropolis,2024,2024-10-06,2024-10-12
simonfuhrmann/mve,2021,2021-01-31,2021-03-13
simonfuhrmann/mve,2022,2022-01-09,2022-04-30
simonfuhrmann/mve,2023,2023-04-09,2023-04-15
simonfuhrmann/mve,2024,2024-02-25,2024-12-21
simonfuhrmann/mve,2025,2025-11-02,2025-11-08
simple-xx/simplekernel,2021,2021-01-03,2022-01-01
simple-xx/simplekernel,2022,2022-01-02,2022-08-13
simple-xx/simplekernel,2023,2023-03-05,2023-05-13
simple-xx/simplekernel,2024,2024-03-24,2024-03-30
simpleble/simpleble,2021,2021-01-10,2022-01-01
simpleble/simpleble,2022,2022-01-02,2022-12-31
simpleble/simpleble,2023,2023-01-01,2023-12-02
simpleble/simpleble,2024,2024-02-11,2024-12-21
simpleble/simpleble,2025,2025-01-12,2026-01-03
simplefoc/arduino-foc,2021,2021-01-03,2021-12-18
simplefoc/arduino-foc,2022,2022-01-02,2022-12-31
simplefoc/arduino-foc,2023,2023-01-22,2023-12-23
simplefoc/arduino-foc,2024,2024-01-07,2024-11-09
simplefoc/arduino-foc,2025,2025-01-12,2025-12-27
simsong/bulk_extractor,2021,2021-05-02,2022-01-01
simsong/bulk_extractor,2022,2022-01-02,2022-12-31
simsong/bulk_extractor,2023,2023-01-01,2024-01-06
simsong/bulk_extractor,2024,2024-01-14,2024-12-21
simsong/bulk_extractor,2025,2025-05-11,2025-11-08
simsong/tcpflow,2021,2021-02-14,2021-08-07
simsong/tcpflow,2022,2022-02-06,2022-02-12
simsong/tcpflow,2023,2023-04-09,2023-07-29
simsong/tcpflow,2024,2024-06-16,2024-12-28
simulationcraft/simc,2021,2021-01-03,2022-01-01
simulationcraft/simc,2022,2022-01-02,2022-12-31
simulationcraft/simc,2023,2023-01-01,2024-01-06
simulationcraft/simc,2024,2024-01-07,2025-01-04
simulationcraft/simc,2025,2025-01-05,2026-01-03
sinakarvandi/hypervisor-from-scratch,2022,2022-07-17,2022-09-17
sinakarvandi/hypervisor-from-scratch,2024,2024-03-31,2024-09-07
sinakarvandi/hypervisor-from-scratch,2025,2025-05-18,2025-08-23
sipeed/tinymaix,2022,2022-08-07,2022-11-19
sipeed/tinymaix,2023,2023-01-01,2023-04-29
sipeed/tinymaix,2024,2024-03-24,2024-12-14
sipeed/tinymaix,2025,2025-01-05,2025-02-01
sipp/sipp,2021,2021-01-17,2021-11-27
sipp/sipp,2022,2022-11-13,2022-12-03
sipp/sipp,2023,2023-03-12,2024-01-06
sipp/sipp,2024,2024-01-07,2024-11-09
sipp/sipp,2025,2025-01-05,2026-01-03
sisong/hdiffpatch,2021,2021-01-03,2021-12-25
sisong/hdiffpatch,2022,2022-02-06,2022-12-31
sisong/hdiffpatch,2023,2023-02-19,2024-01-06
sisong/hdiffpatch,2024,2024-01-07,2024-12-28
sisong/hdiffpatch,2025,2025-03-16,2025-09-20
sist2app/sist2,2021,2021-01-10,2022-01-01
sist2app/sist2,2022,2022-01-02,2022-12-24
sist2app/sist2,2023,2023-01-08,2023-12-02
sist2app/sist2,2024,2024-01-07,2024-04-27
sist2app/sist2,2025,2025-01-12,2025-07-05
siv3d/opensiv3d,2021,2021-01-03,2022-01-01
siv3d/opensiv3d,2022,2022-01-02,2022-12-31
siv3d/opensiv3d,2023,2023-01-01,2024-01-06
siv3d/opensiv3d,2024,2024-01-07,2024-12-28
siv3d/opensiv3d,2025,2025-03-02,2025-10-25
sivanlaai/rime-pure,2021,2021-01-24,2021-10-30
sivanlaai/rime-pure,2022,2022-03-13,2022-12-31
sivanlaai/rime-pure,2023,2023-01-08,2023-12-30
sivanlaai/rime-pure,2024,2024-01-28,2024-02-03
sivanlaai/rime-pure,2025,2025-02-09,2025-07-26
sixze/als-refactored,2021,2021-01-31,2022-01-01
sixze/als-refactored,2022,2022-01-02,2022-12-10
sixze/als-refactored,2023,2023-01-01,2024-01-06
sixze/als-refactored,2024,2024-01-14,2025-01-04
sixze/als-refactored,2025,2025-01-12,2025-11-22
skaiworldwide-oss/agensgraph,2021,2021-01-03,2022-01-01
skaiworldwide-oss/agensgraph,2022,2022-01-02,2022-12-24
skaiworldwide-oss/agensgraph,2023,2023-01-01,2023-07-01
skaiworldwide-oss/agensgraph,2024,2024-06-23,2024-06-29
skaiworldwide-oss/agensgraph,2025,2025-01-05,2025-11-29
skeeto/endlessh,2021,2021-04-18,2021-04-24
skeeto/w64devkit,2021,2021-01-03,2021-10-23
skeeto/w64devkit,2022,2022-02-06,2022-11-12
skeeto/w64devkit,2023,2023-01-22,2024-01-06
skeeto/w64devkit,2024,2024-01-21,2025-01-04
skeeto/w64devkit,2025,2025-01-05,2026-01-03
skift-org/skift,2022,2022-04-24,2022-12-24
skift-org/skift,2023,2023-01-01,2024-01-06
skift-org/skift,2024,2024-01-07,2025-01-04
skift-org/skift,2025,2025-01-05,2026-01-03
skuep/aioc,2022,2022-10-02,2022-12-31
skuep/aioc,2023,2023-01-01,2024-01-06
skuep/aioc,2024,2024-01-07,2025-01-04
skuep/aioc,2025,2025-01-05,2025-11-08
skvadrik/re2c,2021,2021-01-03,2022-01-01
skvadrik/re2c,2022,2022-01-02,2022-11-26
skvadrik/re2c,2023,2023-03-19,2024-01-06
skvadrik/re2c,2024,2024-01-07,2025-01-04
skvadrik/re2c,2025,2025-01-05,2025-12-20
skyfloogle/red-viper,2022,2022-10-09,2022-11-26
skyfloogle/red-viper,2023,2023-06-18,2024-01-06
skyfloogle/red-viper,2024,2024-01-07,2025-01-04
skyfloogle/red-viper,2025,2025-02-09,2026-01-03
skyjake/lagrange,2021,2021-01-03,2022-01-01
skyjake/lagrange,2022,2022-01-02,2022-12-31
skyjake/lagrange,2023,2023-01-01,2024-01-06
skyjake/lagrange,2024,2024-01-07,2025-01-04
skyjake/lagrange,2025,2025-01-05,2026-01-03
skylersaleh/skyemu,2021,2021-05-16,2021-12-18
skylersaleh/skyemu,2022,2022-01-02,2022-12-31
skylersaleh/skyemu,2023,2023-01-01,2024-01-06
skylersaleh/skyemu,2024,2024-01-07,2024-09-07
skylersaleh/skyemu,2025,2025-01-19,2025-11-15
skypjack/entt,2021,2021-01-03,2022-01-01
skypjack/entt,2022,2022-01-02,2022-12-31
skypjack/entt,2023,2023-01-08,2024-01-06
skypjack/entt,2024,2024-01-07,2025-01-04
skypjack/entt,2025,2025-01-05,2026-01-03
skypjack/uvw,2021,2021-02-07,2021-11-20
skypjack/uvw,2022,2022-01-09,2022-04-09
skypjack/uvw,2023,2023-01-08,2023-09-09
skypjack/uvw,2024,2024-02-04,2024-12-07
skypjack/uvw,2025,2025-03-16,2025-12-20
skythinker616/foc-wheel-legged-robot,2023,2023-07-09,2023-11-25
skywind3000/kcp,2021,2021-04-04,2021-06-05
skywind3000/kcp,2022,2022-01-30,2022-12-10
skywind3000/kcp,2023,2023-02-12,2023-04-08
skywind3000/kcp,2024,2024-04-07,2024-11-30
skywind3000/kcp,2025,2025-04-06,2025-04-26
skywind3000/mini3d,2023,2023-05-07,2023-05-13
skywind3000/pystand,2022,2022-01-30,2022-03-12
skywind3000/pystand,2023,2023-01-01,2023-07-22
skywind3000/pystand,2024,2024-05-05,2024-11-02
skywind3000/pystand,2025,2025-03-30,2025-04-12
skywind3000/renderhelp,2022,2022-04-24,2022-04-30
skywind3000/renderhelp,2024,2024-01-14,2024-01-20
slackadays/clipboard,2022,2022-11-13,2022-12-31
slackadays/clipboard,2023,2023-01-01,2023-12-23
slackadays/clipboard,2024,2024-03-10,2024-12-21
slackadays/clipboard,2025,2025-01-26,2025-06-14
slact/nchan,2021,2021-01-10,2022-01-01
slact/nchan,2022,2022-02-06,2022-12-31
slact/nchan,2023,2023-01-01,2023-07-29
slact/nchan,2024,2024-01-21,2024-09-21
slact/nchan,2025,2025-08-17,2025-08-23
slembcke/chipmunk2d,2021,2021-01-03,2021-10-16
slembcke/chipmunk2d,2022,2022-02-13,2022-04-23
slembcke/chipmunk2d,2023,2023-01-15,2023-09-02
slembcke/chipmunk2d,2025,2025-04-13,2025-08-16
sleuthkit/sleuthkit,2021,2021-01-03,2022-01-01
sleuthkit/sleuthkit,2022,2022-01-02,2022-12-31
sleuthkit/sleuthkit,2023,2023-01-01,2023-12-23
sleuthkit/sleuthkit,2024,2024-01-07,2025-01-04
sleuthkit/sleuthkit,2025,2025-01-05,2025-12-20
slic3r/slic3r,2021,2021-02-07,2021-07-24
slic3r/slic3r,2022,2022-10-23,2022-10-29
slicer/slicer,2021,2021-01-03,2022-01-01
slicer/slicer,2022,2022-01-02,2022-12-31
slicer/slicer,2023,2023-01-01,2024-01-06
slicer/slicer,2024,2024-01-07,2025-01-04
slicer/slicer,2025,2025-01-05,2026-01-03
slimevr/slimevr-tracker-esp,2021,2021-01-03,2022-01-01
slimevr/slimevr-tracker-esp,2022,2022-01-02,2022-12-31
slimevr/slimevr-tracker-esp,2023,2023-01-01,2023-11-11
slimevr/slimevr-tracker-esp,2024,2024-01-07,2024-12-21
slimevr/slimevr-tracker-esp,2025,2025-01-05,2025-12-20
sluglab/cxlmemsim,2023,2023-01-08,2023-11-25
sluglab/cxlmemsim,2024,2024-06-30,2024-07-06
sluglab/cxlmemsim,2025,2025-01-19,2026-01-03
sm64pc/sm64ex,2021,2021-01-17,2021-12-04
sm64pc/sm64ex,2022,2022-11-13,2022-12-24
sm64pc/sm64ex,2023,2023-06-25,2023-12-23
sm64pc/sm64ex,2024,2024-05-05,2024-12-21
smallpond/mit6.828_os,2021,2021-05-02,2021-11-06
smallpond/mit6.828_os,2022,2022-03-20,2022-04-23
smallpond/mit6.828_os,2023,2023-03-26,2023-04-01
smartmontools/smartmontools,2021,2021-01-03,2022-01-01
smartmontools/smartmontools,2022,2022-01-02,2022-12-31
smartmontools/smartmontools,2023,2023-01-01,2024-01-06
smartmontools/smartmontools,2024,2024-01-07,2025-01-04
smartmontools/smartmontools,2025,2025-01-12,2026-01-03
sminghub/sming,2021,2021-01-03,2022-01-01
sminghub/sming,2022,2022-01-02,2022-12-24
sminghub/sming,2023,2023-01-01,2024-01-06
sminghub/sming,2024,2024-01-07,2024-12-28
sminghub/sming,2025,2025-01-12,2025-12-27
smoothieware/smoothieware,2021,2021-01-03,2021-11-06
smoothieware/smoothieware,2022,2022-03-27,2022-12-31
smoothieware/smoothieware,2023,2023-02-05,2023-10-07
smoothieware/smoothieware,2024,2024-04-07,2024-11-09
smoothieware/smoothieware,2025,2025-11-09,2025-11-22
smv1999/competitiveprogrammingquestionbank,2021,2021-01-03,2022-01-01
smv1999/competitiveprogrammingquestionbank,2022,2022-09-18,2022-09-24
snaipe/criterion,2021,2021-01-03,2022-01-01
snaipe/criterion,2022,2022-01-02,2022-10-29
snaipe/criterion,2023,2023-01-01,2023-11-18
snaipe/criterion,2024,2024-04-28,2024-12-28
snaipe/criterion,2025,2025-03-02,2025-10-11
snake-4/zygisk-assistant,2024,2024-01-14,2024-09-07
snake-4/zygisk-assistant,2025,2025-02-16,2025-08-02
snakster/cpp.react,2021,2021-05-16,2021-05-22
snap-stanford/snap,2021,2021-03-14,2021-04-03
snap-stanford/snap,2022,2022-08-07,2022-08-27
