repo,2021,2022,2023,2024,2025,2021-2025
dtolnay/dissimilar,,,,,,9321
dtolnay/indoc,,,,,,9432
dtolnay/itoa,,,,,,8479
dtolnay/no-panic,,,,,,9599
dtolnay/paste,,,,,,9406
dtolnay/proc-macro2,,,,,,7745
dtolnay/quote,,,,,,8211
dtolnay/ref-cast,,,,,,9787
dtolnay/rustversion,,,,,,9808
dtolnay/ryu,,,,,,9413
dtolnay/semver,,,,,,2542
dtolnay/syn,,,,,,8575
dtolnay/target-triple,,,,,,10000
dtolnay/thiserror,,,,,,9289
dtolnay/trybuild,,,,,,8747
dtolnay/unicode-ident,,,,,,9406
dtrace4linux/linux,,,,,,
dualcoder/vgpu_unlock,4253,,,,,4253
ducalex/retro-go,10000,8965,8116,8842,8713,9121
duckdb/duckdb,3306,1933,1431,1755,1431,1655
duckdb/duckdb-wasm,9083,6821,5979,8223,7476,4662
duckdb/ducklake,,,,,3544,3544
duckdb/pg_duckdb,,,,1920,3262,2282
duet3d/reprapfirmware,8691,7702,7815,7163,8339,7887
duilib/duilib,10000,10000,,5000,,2500
duixcom/duix-avatar,,,,,7239,7239
duixcom/duix-mobile,,,,8099,2310,3788
duncanthrax/scream,4380,2593,4400,10000,3750,1800
dune3d/dune3d,,,9430,9273,8074,9044
dunst-project/dunst,6387,2638,1165,4148,2562,1838
dusty-nv/jetson-inference,8561,9819,9758,9093,10000,9479
dvorka/hstr,5577,4239,8150,10000,5000,5327
dvorka/mindforger,9722,9635,10000,10000,10000,9771
dwhinham/mt32-pi,10000,9773,10000,,10000,9928
dyang886/game-cheats-manager,,,10000,7444,8486,7873
dynamorio/drmemory,7504,5859,10000,7278,3673,6454
dynamorio/dynamorio,3346,2735,1688,2130,1939,2110
dynup/kpatch,2608,3043,3342,2500,1130,1576
e2002/yoradio,,10000,10000,10000,8433,9825
ea31337/ea31337,10000,10000,9902,8922,,9882
earlephilhower/arduino-pico,7552,6071,5703,5618,6314,6241
earlephilhower/esp8266audio,2543,3111,3750,5588,7716,4556
easychen/pushdeer,5184,6905,10000,10000,10000,6740
easyhook/easyhook,,,10000,,,10000
easymodo/qimgv,8650,9002,5225,5123,2154,7504
easyrpg/player,5197,5197,6142,3840,2685,4400
easytarget/esp32-cam-webserver,8569,7888,,10000,,8330
ebay/nuraft,6840,4390,3134,2347,5256,3983
ebiggers/libdeflate,7926,7966,8588,9775,5150,8245
ebruneton/precomputed_atmospheric_scattering,,,,,10000,10000
ec-/quake3e,7320,4236,5071,5338,6245,6114
eclipse-cyclonedds/cyclonedds,2865,3222,2798,4905,5752,2880
eclipse-iceoryx/iceoryx,2009,2658,3450,6576,4844,2286
eclipse-mosquitto/mosquitto,8915,7588,8684,7010,7519,7950
eclipse-mraa/mraa,7600,5510,4480,10000,6235,1792
eclipse-paho/paho.mqtt.c,4835,7619,6543,4836,3432,5657
eclipse-paho/paho.mqtt.cpp,5062,3600,8162,8143,6204,7248
eclipse-paho/paho.mqtt.embedded-c,,,10000,10000,,10000
eclipse-sumo/sumo,3283,3249,2374,2848,3061,2826
eclipse-threadx/threadx,2600,3061,3953,3317,4793,1290
ed-asriyan/lottie-converter,10000,9168,10000,10000,10000,9317
edenhill/kcat,6395,3750,,,,5614
edgetx/edgetx,2681,3162,1717,2048,1986,1800
eduard-permyakov/permafrost-engine,10000,10000,10000,10000,10000,10000
edvardhua/poseestimationformobile,,,,,,
edvince/stable-diffusion-ncnn,,6622,4551,,,5007
edzelf/esp32-radio,10000,10000,10000,10000,,10000
eembc/coremark,2893,3333,5000,,10000,2000
eemeli/yaml,,,,,,9309
eferu/hoverboard-firmware-hack-foc,4411,6621,10000,10000,5000,5158
effekseer/effekseer,7784,6110,5855,3959,7128,6423
efficient/cuckoofilter,10000,,,,,10000
efficient/libcuckoo,3125,10000,10000,6250,10000,4118
eggert/tz,8299,9061,9388,9143,8681,8927
egzumer/uv-k5-firmware-custom,,,4004,6512,,3924
ehmicky/human-signals,,,,,,9532
eigenteam/eigen-git-mirror,,,,,,
eiz/synchronousaudiorouter,,,10000,10000,,10000
ejoy/ejoy2d,,,,,,
eka2l1/eka2l1,7531,8967,8521,7256,,7975
elalish/manifold,10000,4788,2646,2501,1889,3181
eldar/pose-tensorflow,,,,,,
ele7enxxh/android-inline-hook,,,,,,
electech6/orb_slam2_detailed_comments,10000,10000,10000,,,10000
electech6/orb_slam3_detailed_comments,4793,5200,5000,,,4850
electro-smith/daisysp,6320,10000,3991,5000,3086,4673
electron/electron,971,1042,1464,1529,1404,969
electron/rcedit,,,,,,
electronicarts/eastl,1400,3356,2346,10000,5800,2287
electronicarts/gigi,,,,7858,3387,4439
elementsproject/elements,5192,1221,5741,2433,3361,2412
elementsproject/lightning,2895,3227,2921,3025,3479,2913
elfarto/nvidia-vaapi-driver,10000,5530,2407,2623,2136,3983
elfmz/far2l,6412,6620,3369,1761,1224,2310
eliaskosunen/scnlib,8347,8780,9815,8552,7289,8866
eliasoenal/multimon-ng,10000,5918,3333,3342,3878,2060
eliben/pycparser,,,,,,4219
eliboa/tegrarcmgui,3600,,,,,3600
elishacloud/dxwrapper,10000,10000,9325,9954,9835,9767
ellson/mothballed-graphviz,,,,,,
embox/embox,5616,6637,2922,2745,3484,3154
emcrisostomo/fswatch,9260,9014,5000,9179,6800,8564
emersion/mako,2185,4318,3629,3956,1364,2464
emersion/slurp,1944,3878,2099,2800,1358,1653
emeryberger/hoard,5312,5556,3750,10000,8291,6719
emikulic/darkhttpd,5630,5156,,3413,2533,3660
emil-e/rapidcheck,1570,3750,2222,10000,,799
emilk/loguru,2000,3516,,,,2200
emmericp/ixy,10000,,,,,10000
emojicode/emojicode,10000,5000,,,,5556
emoon/minifb,3196,3691,4815,,3441,1855
emotion-js/emotion,,,,,,1115
emqx/neuron,2478,4187,5473,2828,4181,2646
emscripten-core/emscripten,4831,4388,4944,5277,4231,4626
emsec/chameleonmini,3889,7045,5918,,,5745
emukidid/swiss-gc,7855,8701,9402,9307,9710,8923
emweb/wt,3737,7181,4692,3646,2798,4368
enarx/ciborium,,,,,,
enazoe/yolo-tensorrt,3878,10000,10000,,,2593
encode/httpcore,,,,,,1310
encode/httpx,,,,,,2297
encrypted-def/basic-algo-lecture,3924,3001,3898,8709,6818,3319
encryqed/dumper-7,,6481,9743,8436,4183,7178
endermanch/xpkeygen,,,9565,,,9565
endless-sky/endless-sky,1001,549,706,671,943,445
endrazine/wcc,5000,6886,10000,6955,10000,8519
enewhuis/liquibook,,10000,,,,10000
engcang/slam-application,10000,10000,10000,10000,10000,10000
enjoy-digital/litex,4624,4705,4807,3799,2463,4070
enkisoftware/imgui_markdown,4870,,10000,10000,4533,4441
enterprisedb/repmgr,10000,8030,2645,3889,3333,5377
entware/entware,5308,4750,4302,5872,5129,4176
envoyproxy/envoy,669,667,1231,725,783,554
enzo1982/freac,9689,8646,9246,8787,9630,9282
epasveer/seer,10000,9562,9521,8054,7320,8861
epezent/implot,7148,3658,3138,1800,4483,3301
epfml/sent2vec,5000,5000,,,,3750
epicgamesext/raddebugger,,,,7915,5563,6504
epoberezkin/ajv-keywords,,,,,,6414
epoberezkin/fast-deep-equal,,,,,,4923
epoberezkin/fast-json-stable-stringify,,,,,,1960
epoberezkin/json-schema-traverse,,,,,,6084
epoupon/lms,9169,9642,10000,9467,9197,9479
eprosima/fast-dds,1687,1208,1162,1175,1641,1015
eqmg/acid,4826,10000,,,,4552
equalsraf/neovim-qt,6924,5392,2500,4141,3878,3850
eradman/entr,8437,6633,4872,6333,8756,6592
eranif/codelite,7689,8370,8939,5822,5481,7359
eranpeer/fakeit,5473,3179,6975,7222,9093,4520
erengy/taiga,9209,8935,7083,9797,10000,9591
ergo-code/highs,4379,3209,3754,3123,2474,2717
erich666/graphicsgems,5200,,3750,10000,10000,4922
ericniebler/range-v3,,,,,,
ericssonresearch/openwebrtc,,,,,,
erincatto/box2d,7083,10000,10000,10000,10000,9521
erincatto/box2d-lite,,,,,,
erlineryi/plantsvszombies,3956,,,10000,,3651
ermig1979/simd,9640,9369,9916,9759,9437,9617
eroszy/wxinlineplayer,,10000,,,,10000
errichto/youtube,10000,,,,,10000
errorflynn/ytdlp-interface,10000,10000,10000,10000,10000,10000
erthink/libmdbx,,,,,10000,10000
erwincoumans/tiny-differentiable-simulator,4151,6633,10000,,,4303
es-shims/array-includes,,,,,,9830
es-shims/dunder-proto,,,,,,10000
es-shims/es-object-atoms,,,,,,10000
es-shims/es-set-tostringtag,,,,,,10000
es-shims/math-intrinsics,,,,,,10000
es-shims/object.values,,,,,,10000
es-shims/regexp.prototype.flags,,,,,,9767
es-shims/string.prototype.trimend,,,,,,8724
es-shims/string.prototype.trimstart,,,,,,8619
es3n1n/defendnot,,,,,9535,9535
eslint-community/eslint-utils,,,,,,2218
eslint/doctrine,,,,,,2400
eslint/eslint,2336,1903,2068,1504,1188,707
eslint/js,,,,,,1513
eslint/rewrite,,,,,,660
esnet/iperf,4229,2007,2578,2351,1638,2228
esotericsoftware/spine-runtimes,3448,5820,5192,2841,2962,3787
esp8266/arduino,1890,2028,2012,2764,10000,1598
esp8266/esp8266-wiki,,,,,,
espeak-ng/espeak-ng,1666,1467,1961,1612,874,968
esphome/esphome,1960,3536,2942,2370,2270,1712
espotek-org/labrador,6794,5000,6800,10000,4539,3619
espresense/espresense,9400,7870,7077,7695,8128,8188
espressif/arduino-esp32,2310,951,1095,1701,1532,1264
espressif/esp-adf,3155,1339,1546,1376,1176,1208
espressif/esp-at,,,,,,
espressif/esp-drone,10000,5556,4286,7222,6250,5455
espressif/esp-idf,442,371,266,229,242,234
espressif/esp-iot-solution,4262,1011,1619,1462,843,959
espressif/esp-sr,10000,6906,6251,7324,8746,7352
espressif/esp-who,8488,7396,2593,4321,9260,2507
espressif/esp32-camera,3349,2729,1719,2290,1862,1294
espressif/esp8266_rtos_sdk,2154,10000,2500,3750,2800,2207
esprfid/esp-rfid,6250,7954,8906,2894,10000,6013
espruino/espruino,8532,5701,7197,6288,6938,6692
esseks/monicelli,,,10000,10000,10000,10000
estools/escodegen,,,,,,4494
estools/esquery,,,,,,2355
estools/esrecurse,,,,,,3480
estools/estraverse,,,,,,3920
estools/esutils,,,,,,3863
eteran/edb-debugger,5556,3333,4922,8800,3750,7297
eth-brownie/brownie,2642,1339,1363,4044,4170,1447
ethan-li-coding/semiglobalmatching,10000,,,,,10000
ethereal-developers/openscan,9565,10000,10000,10000,,9356
ethers-io/ethers.js,,,,,,10000
ethz-adrl/control-toolbox,10000,,,,,10000
ethz-adrl/towr,10000,,,,,10000
ethz-asl/ethzasl_msf,10000,7396,,,10000,3924
ethz-asl/kalibr,9060,6543,5062,3333,,3553
ethz-asl/lidar_align,,,,,10000,10000
ethz-asl/maplab,4658,5938,9345,,,5907
ethz-asl/okvis,,,,,,
ethz-asl/rotors_simulator,4400,,,,,4400
ethz-asl/rovio,,,,,,
ethz-asl/segmap,10000,,,,,10000
ethz-asl/voxblox,6600,,,,,6600
etlcpp/etl,7094,7813,7506,5031,1768,5857
ettercap/ettercap,3750,4201,4400,10000,3061,2552
eulerto/wal2json,7222,4815,5556,10000,10000,7404
eunomia-bpf/bpf-developer-tutorial,,5648,5279,5485,2898,4463
eunomia-bpf/bpftime,,,3960,2309,2153,2571
evanw/esbuild,,,,,,9135
evanw/node-source-map-support,,,,,,2103
evanw/thinscript,,,,,,
eventql/eventql,,,,,,
eventualbuddha/lines-and-columns,,,,,,9588
everdox/infinityhook,,,,,,
ewenwan/mvision,,,,,,
ewenwan/orb_slam2_ssd_semantic,,,,,,
ewenwan/shiyanlou,10000,,,10000,,10000
excamera/alfalfa,10000,,10000,,,10000
executablebooks/markdown-it-py,,,,,,4567
executablebooks/mdurl,,,,,,6589
exelix11/switchthemeinjector,,,,,,
exelix11/sysdvr,9429,9193,9931,7237,7316,9207
exely/csapp-labs,5000,,10000,,,3333
existentialaudio/blackhole,7870,4242,3260,10000,4062,4268
exiv2/exiv2,1498,2278,3344,2638,5361,1772
exodusoss/bytes,,,,,,9676
expensify/bedrock,4319,6715,4236,2756,3257,3760
expressjs/body-parser,,,,,,6394
expressjs/serve-static,,,,,,7068
expresslrs/expresslrs,1210,2490,2188,1834,3891,1990
eyalar/lwip,,,,,,
ezengine/ezengine,4105,3276,4263,3244,4450,3750
ezlippi/tinyhttpd,,,,,,
ezlippi/webbench,,,,,,
f-stack/f-stack,6520,5069,9471,4531,2938,5413
f1xpl/openauto,,,,10000,,10000
f3d-app/f3d,5396,5230,5948,3671,3769,4480
f4exb/sdrangel,5408,5507,4644,3517,5124,4515
f5oeo/rpitx,3438,10000,,6543,,2346
facebook/cachelib,1652,1243,1358,1598,1074,568
facebook/create-react-app,,,,,,704
facebook/fatal,5000,6811,3750,2500,3884,3918
facebook/fbthrift,556,793,1127,949,857,571
facebook/fishhook,10000,,,,,10000
facebook/folly,1045,1509,1792,2208,2033,1512
facebook/hhvm,465,441,428,539,556,258
facebook/igl,,,2026,1521,2138,1690
facebook/mariana-trench,3267,2747,4817,5542,3795,2219
facebook/mcrouter,2439,1563,1783,1454,1587,964
facebook/metro,,,,,,333
facebook/mvfst,967,777,1609,1222,1523,843
facebook/openzl,,,,,1527,1527
facebook/prop-types,,,,,,1153
facebook/proxygen,974,826,1108,1276,2077,778
facebook/react,2288,960,1565,955,1503,372
facebook/react-native,904,609,552,429,440,384
facebook/redex,1872,1791,1679,2203,1554,1213
facebook/regenerator,,,,,,6349
facebook/rocksdb,854,949,1127,1069,1278,731
facebook/threatexchange,2032,3299,2944,2146,2663,1744
facebook/transform360,,,,10000,,10000
facebook/wangle,,,,,,
facebook/watchman,3511,3391,794,1290,935,196
facebook/wdt,2653,1667,5000,3333,4400,1558
facebook/yoga,1222,4802,5254,4164,2737,3429
facebook/zstd,2720,1672,2842,6941,7286,2544
facebookexperimental/libunifex,2014,2189,2723,2838,7969,1126
facebookincubator/fbx2gltf,,,,,,
facebookincubator/fizz,1262,1024,741,1036,910,584
facebookincubator/katran,1512,982,792,1713,1054,686
facebookincubator/oomd,3224,3333,6250,3080,3910,1491
facebookincubator/velox,1731,964,856,512,324,592
facebookresearch/faiss,1871,2006,1759,959,544,615
facebookresearch/habitat-sim,1561,1420,1998,3914,2769,1490
facebookresearch/replica-dataset,,5000,,,,5000
facelessuser/soupsieve,,,,,,8810
facico/chinese-vicuna,,,4271,10000,10000,4312
facontidavide/cpp_optimizations_diary,5000,4815,,,,3388
facontidavide/plotjuggler,8336,5848,3364,8149,6104,6334
falconn-lib/falconn,,,,,,
falcosecurity/falco,1123,1355,1460,1482,1884,1021
falkordb/falkordb,2430,2175,2624,2983,2755,2011
falktx/carla,8883,9209,9728,8930,9049,9248
fan-ziqi/rl_sar,,,,9848,9113,9508
fancycode/memorymodule,,,,,,
fanglingsu/vimb,3114,4375,1682,3600,4697,1496
fanvanzh/3dtiles,3979,5000,3827,10000,4722,1808
farama-foundation/arcade-learning-environment,9661,7942,3900,3719,7789,3528
farama-foundation/vizdoom,7167,3952,7563,9600,4621,6110
farbrausch/fr_public,,,,,,
fargroup/farmanager,5190,6833,4811,5304,4924,5204
fascinatedbox/lily,10000,,,,9102,9430
fasiondog/hikyuu,10000,8969,7715,9536,9895,9443
fastbuild/fastbuild,6210,7894,7529,10000,5537,7229
fastfetch-cli/fastfetch,5802,4312,8285,9300,8622,6372
fastfloat/fast_float,5200,5131,2377,3648,3909,2896
fastify/fast-uri,,,,,,1715
fastio/1store,,,,,,
fastled/fastled,899,3595,1458,9684,9731,9107
fastogt/fastonosql,10000,10000,10000,,,10000
fastos/fastsocket,,,,,,
fastshift/x-track,8446,10000,10000,5510,6600,8548
fastvm/minivm,9558,9406,9765,10000,10000,9607
faye/websocket-driver-node,,,,,,9223
fazecast/jserialcomm,7538,9034,10000,5868,6923,8222
fazeelusmani/amazon-sde-preparation,3208,2500,10000,5000,,2915
fb55/boolbase,,,,,,7734
fb55/css-select,,,,,,577
fb55/css-what,,,,,,134
fb55/domelementtype,,,,,,5147
fb55/domhandler,,,,,,90
fb55/domutils,,,,,,74
fb55/entities,,,,,,129
fb55/htmlparser2,,,,,,857
fb55/nth-check,,,,,,18
fcitx/fcitx5,8073,7132,7546,7258,5958,7219
fdintino/nginx-upload-module,,,5000,,,5000
fdio/vpp,1039,940,1029,1078,1571,985
fdivitto/fabgl,10000,10000,10000,10000,10000,10000
fedoraqt/mediawriter,1656,1466,2130,1622,429,1070
fegennari/3dworld,10000,10000,9988,10000,9989,9996
feiskyer/linux-perf-examples,,,10000,,,10000
feiskyer/sdn-handbook,,,,10000,,10000
feiyangqingyun/qwidgetdemo,9136,10000,10000,10000,10000,9538
feiyull/tensorrt-alpha,,10000,8571,10000,,8673
felis/usb_host_shield_2.0,,,,,,
felixge/node-combined-stream,,,,,,2512
felixge/node-delayed-stream,,,,,,6615
felixguendling/cista,7894,4876,7017,6494,3937,4768
felixkratz/jankyborders,,,9063,9794,10000,9492
felixkratz/sketchybar,8098,9857,9402,8645,5690,8777
felt/tippecanoe,,4250,4155,5820,2963,3931
fengjungle/designpattern,7138,7551,10000,10000,,8198
fenics/dolfinx,2575,2310,2363,2016,1780,2100
fenrus75/powertop,1570,,4400,5000,3333,839
fenwii/openharmony,10000,10000,10000,10000,10000,10000
feralinteractive/gamemode,3491,1118,5640,1429,1694,1636
feross/buffer,,,,,,5288
feross/ieee754,,,,,,7534
feross/is-buffer,,,,,,7012
feross/queue-microtask,,,,,,7824
feross/run-parallel,,,,,,7528
feross/safe-buffer,,,,,,7409
festvox/flite,2500,7396,,,,5225
fetlang/fetlang,6600,,,,,6600
fex-emu/fex,4433,3950,4242,3377,2691,3379
ffffffff0x/1earn,10000,9201,,5000,,8670
ffmpeg/ffmpeg,2233,1942,1578,1052,1370,731
ffmpegwasm/ffmpeg.wasm,2604,5746,7598,4959,2469,4332
fftw/fftw3,2400,5556,2500,1837,3889,1194
fgkeepalive/androidkeepalive,,,,10000,10000,10000
fholger/openvr_fsr,7751,10000,,,10000,7832
fholger/vrperfkit,10000,10000,,,10000,10000
fibjs/fibjs,7780,9004,9399,9839,9934,9130
file/file,10000,10000,10000,9910,9655,9947
filecxx/filecentipede,,3518,2029,1378,4400,1885
finalburnneo/fbneo,4116,3480,4068,4527,2604,3514
firebase/firebase-ios-sdk,1286,1271,2094,2042,2585,1457
firebase/firebase-js-sdk,,,,,,719
firebirdsql/firebird,2246,2490,1833,1814,1649,1554
firedancer-io/firedancer,,6813,1832,886,879,931
fireice-uk/xmr-stak,,,,,,
fireice-uk/xmr-stak-cpu,,,,,,
firmata/arduino,6250,3438,2000,10000,,2100
firmianay/ctf-all-in-one,3850,6250,10000,,,3646
fisco-bcos/fisco-bcos,2344,1939,1544,2480,4902,1801
fix94/nintendont,2231,1429,5556,1837,6800,1736
flagbrew/pksm,,,,,,
flame/blis,4167,4260,3013,3438,4682,3333
flame/how-to-optimize-gemm,5000,,,,,5000
flameshot-org/flameshot,1243,1273,1649,3750,1683,1110
flann-lib/flann,9334,5000,,,,8189
flareteam/flare-engine,6007,9758,9649,9702,9885,8049
flashlight/flashlight,4222,4824,6760,8673,2800,4005
flashlight/wav2letter,2500,2800,10000,3333,10000,1700
flashrom/flashrom,1136,1415,1770,820,1129,847
flatpak/flatpak,2261,2931,3152,2691,2154,1978
flexflow/flexflow-train,4145,2221,2154,2417,4977,1544
flexible-collision-library/fcl,1667,,5510,,2800,1914
flif-hub/flif,3878,,,,,3878
flightlessmango/mangohud,3553,2662,3224,3566,2663,2579
flipperdevices/flipperzero-firmware,2719,2232,2336,1960,1806,2097
flipperdevices/qflipper,6958,8061,6901,10000,,7206
floatdrop/require-from-string,,,,,,6456
floating-ui/floating-ui,,,,,,4010
floooh/chips,10000,9360,9232,7913,7093,9415
floooh/oryol,,,,,,
floooh/sokol,6563,8973,8713,7130,7792,7958
flowdriveai/flowpilot,,8349,8339,10000,,8345
fltk/fltk,7788,6370,4792,4437,4418,5123
fluent/fluent-bit,3185,2372,1364,2198,2955,2041
fluidsynth/fluidsynth,2871,4886,3393,5253,3385,3222
fluorohydride/ygopro,4504,7219,6450,7438,4350,4445
flutter/codelabs,4208,3360,4841,5379,8179,4454
flygoat/ryzenadj,7220,3090,1289,2189,2320,1894
flyinghead/flycast,6391,5966,6511,6187,5220,6127
fmtlib/fmt,5197,4699,6435,7427,7490,6107
fnc12/sqlite_orm,3797,7026,7311,5805,7812,5406
focus-creative-games/hybridclr,,8932,9726,9833,9600,9414
fogleman/craft,10000,,,,,10000
follow-redirects/follow-redirects,,,,,,5225
fontconfig/fontconfig,,,,,,1931
fontforge/fontforge,2657,2071,4000,2244,3316,1514
fontmanager/font-manager,2474,974,1196,3812,3281,2393
foobnix/librerareader,5099,5713,8169,8723,9559,7378
foonathan/lexy,9803,9008,7101,7175,5371,9054
foonathan/memory,6533,2042,6343,10000,3516,4179
foonathan/type_safe,7600,2653,3600,5000,6250,3275
fooyin/fooyin,,10000,10000,9063,5681,9017
forhappy/cplusplus-concurrency-in-practice,10000,10000,,,,5000
form-data/form-data,,,,,,2524
form-dev/form,10000,3254,5566,4688,3566,3187
formatjs/formatjs,,,,,,2209
forthespada/mypoorwebserver,10000,10000,,,,10000
fortheusers/hb-appstore,,10000,8604,2778,3686,5462
fortra/nanodump,9775,9778,9524,4400,,9558
fortyseveneffects/arduino_midi_library,4150,10000,,,,3989
fossasia/badgemagic-firmware,,,,,,
fossasia/magic-epaper-firmware,,,,,,
fossasia/neurolab-firmware,,,,,,
fossasia/pslab-bootloader,6800,10000,10000,10000,,5003
fossasia/pslab-esp01-firmware,,,,10000,3719,4286
fossasia/pslab-firmware,7482,5556,9168,7743,3136,4414
fossasia/pslab-mini-firmware,,,,,8341,8341
fossephate/joycon-driver,,10000,,,,10000
fougue/mayo,9816,9818,9707,9572,9512,9732
foxleezh/aosp,,,,,,
fr4nkfletcher/esp32-marauder-cheap-yellow-display,,,,9948,10000,9953
fragglet/c-algorithms,,,,10000,,10000
fraillt/bitsery,,,,,,
frameworkcomputer/embeddedcontroller,7104,3876,3620,3150,5556,5181
francma/wob,4413,7275,4388,10000,8756,5895
fraunhoferhhi/vvenc,5511,3629,5898,3080,1779,2083
free-audio/clap,9805,6516,5388,4652,3929,6924
freebsd/freebsd-src,402,526,368,424,424,360
freecad/freecad,945,1405,853,666,476,609
freeciv/freeciv,5884,8107,9599,9002,9119,7999
freedesktop-unofficial-mirror/cairo,,,,,,1536
freelan-developers/freelan,,,,,,
freeradius/freeradius-server,3642,3351,3550,3113,3874,3256
freerdp/freerdp,6120,5896,6916,8382,8884,7575
freerdp/remmina,2324,2712,1904,3445,4071,1910
freertos/freertos,693,1095,1233,1265,1426,669
freertos/freertos-kernel,1165,1250,1175,1126,1497,919
freetype/freetype,,,,,,3001
frenic/csstype,,,,,,8437
frickle/ngx_cache_purge,,,,,,
frictionalgames/amnesiaamachineforpigs,,,,,,
frictionalgames/amnesiathedarkdescent,,,,,,
fritzing/fritzing-app,8360,7849,5861,6834,9460,6555
frommi/miniz_oxide,,,,,,3606
frrouting/frr,977,1201,1373,1227,1062,1053
fsevents/fsevents,,,,,,1516
fsspec/filesystem_spec,,,,,,648
fsspec/s3fs,,,,,,820
fukuchi/libqrencode,,,,,,
fulldecent/system-bus-radio,10000,,5000,8025,,6719
fungos/cr,3333,6622,,6250,10000,2986
fusionlanguage/fut,9591,9920,9968,9483,10000,9825
futo-org/android-keyboard,2744,5817,10000,9475,9404,8702
fw876/helloworld,2235,3681,1942,3656,5433,1710
fwgs/xash3d-fwgs,6055,5243,6027,8707,6974,6749
fwilliams/point-cloud-utils,,,,,,
fwupd/fwupd,4910,4913,6229,5574,5133,5305
fxsound2/fxsound-app,,,5623,8686,9023,8325
fyusion/llff,10000,,,,,10000
g4lile0/esp32-wifi-hash-monster,7899,,,,,7899
g4lile0/tinygs,4523,4256,4674,2355,5166,2871
g6ejd/esp32-e-paper-weather-display,6508,6095,9280,10000,10000,8374
gabime/spdlog,3497,1232,8868,8763,6830,4819
gaffe23/linux-inject,,,,,,
gaijinentertainment/dagorengine,,,10000,7400,9616,8284
gaijinentertainment/dascript,6722,7159,6001,6786,5185,6141
gali8/tesseract-ocr-ios,,,,,,
galkahana/hummusjs,10000,10000,10000,10000,10000,10000
galkahana/pdf-writer,,10000,8558,7222,8150,8321
game1024/openspeedy,,,,,10000,10000
gamefoundry/bsf,,,,,,
gamelinux/passivedns,10000,5000,,,,3750
gameplay3d/gameplay,,,,,10000,10000
gameprogcpp/code,3333,8580,,10000,,4815
games-on-whales/wolf,10000,10000,6753,8420,6559,7525
gametechdev/presentmon,8047,8236,5662,5198,6884,5272
gammasoft71/xtd,9623,9349,9962,9945,9984,9757
ganelson/inform,10000,7319,5881,6249,9168,7535
gansm/finalcut,10000,8650,9379,9556,9512,9390
gaowenliang/imu_utils,,,,10000,,10000
gaoxiang12/faster-lio,,,,,,
gaoxiang12/lightning-lm,,,,,4958,4958
gaoxiang12/slam_in_autonomous_driving,,,2368,5000,4400,1962
gaoxiang12/slambook,10000,10000,,10000,,3333
gaoxiang12/slambook2,,,,,,
garagegames/torque2d,,,,,,
garagegames/torque3d,,10000,,,,10000
gargaj/bonzomatic,1570,5148,6800,10000,10000,3979
garycourt/uri-js,,,,,,5680
gatieme/codinginterviews,,,,,,
gatieme/ldd-linuxdevicedrivers,10000,10000,10000,10000,10000,10000
gazebosim/gz-sim,1399,842,1072,1214,1381,791
gbalatro/balatro-gba,,,,,2126,2126
gbdev/rgbds,4696,6565,4904,6957,9591,5537
gbdk-2020/gbdk-2020,4381,3288,3676,4279,4930,3836
gcc-mirror/gcc,463,453,431,413,392,56
gdabah/distorm,7732,,,,,7732
gdbinit/machoview,,,10000,,,10000
gdretools/gdsdecomp,4796,8370,9780,9955,9745,9516
geany/geany,1893,3142,2094,3943,3398,2409
geigeigeist/totem,,9730,8347,3350,10000,6042
gem5/gem5,1368,1686,1520,1151,1068,1160
gemrb/gemrb,4690,4985,5269,7757,7990,5151
gen2brain/raylib-go,4322,2642,3249,2764,1812,1930
generalized-intelligence/gaas,9138,,,,,9138
genivi/candevstudio,4150,5000,10000,5000,,3663
genivia/ugrep,3714,7019,8109,7490,6679,5841
genodelabs/genode,1221,1369,1406,1536,1963,1420
gentilkiwi/kekeo,10000,,,,,10000
gentilkiwi/mimikatz,8466,5312,5938,,10000,7325
genymobile/scrcpy,8801,8306,7879,8282,7772,8279
geo-tp/esp32-bus-pirate,,,,,8318,8318
geode-sdk/geode,,3854,2149,1264,1150,1412
geoffreybennett/alsa-scarlett-gui,,4678,7694,9160,8547,8085
geohot/qira,,10000,,,,10000
gerard/ext4fuse,,,,,,
gerbera/gerbera,3548,3304,6919,6599,6097,3416
getdnsapi/stubby,2727,3136,3333,10000,5000,2482
getml/reflect-cpp,,,7927,4681,3011,5853
getnamo/tensorflow-unreal,10000,10000,10000,10000,,10000
getsentry/sentry-javascript,1312,1442,1834,1454,901,402
gflags/gflags,,,,,,
ggerganov/ggwave,9912,9572,3438,2000,5556,9177
ggerganov/imtui,8793,8756,10000,10000,10000,8092
ggerganov/kbd-audio,,,,,,
ggerganov/wave-share,,,,,,
ggml-org/ggml,,10000,5111,1876,797,1441
ggml-org/llama.cpp,,,2209,1479,782,1138
ggml-org/whisper.cpp,,8318,5946,2164,755,1754
ggreer/the_silver_searcher,,,,,,
ghaerr/elks,7175,6148,5137,7896,6238,6448
ghostnan/mpvpaper,7222,5346,6543,7479,5000,6030
giacomolaw/keylogger,5156,10000,3333,3061,10000,1800
giampaolo/psutil,,,,,,7561
gianlucaborello/libprocesshider,,,,,,
gibsjose/cpp-cheat-sheet,,10000,,,,10000
gigablast/open-source-search-engine,6953,10000,,10000,,4650
