repo,repo_id,score,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,Webhooks,date
samverschueren/decode-uri-component,91837954,3.7,10,0,-1,0,0,3,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:50:32+01:00
samypesse/how-to-make-a-computer-operating-system,14807173,2.5,6,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T12:37:09+01:00
sandboxie-plus/sandboxie,254327261,5.6,9,0,8,0,2,10,10,10,0,10,10,-1,0,7,10,0,0,10,,2026-04-06T12:38:25+01:00
sandboxie/sandboxie,255670798,3.1,10,0,0,0,6,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T17:35:46+01:00
sandermertens/flecs,146155284,4.4,10,1,9,0,0,10,10,0,0,9,10,-1,0,0,0,-1,0,10,,2026-04-06T13:41:22+01:00
sarah-walker-pcem/pcem,273738561,3.6,10,0,6,0,1,6,10,0,0,10,7,-1,0,0,0,0,0,10,,2026-04-07T10:58:08+01:00
sbabic/swupdate,14466698,4.3,10,0,-1,5,0,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-07T11:00:15+01:00
sboudrias/inquirer.js,10114077,5.6,10,3,10,0,0,10,10,10,0,10,10,-1,0,10,10,-1,0,0,,2026-04-27T15:06:21+01:00
sbrin/lopaka,649434687,4.6,10,6,10,0,0,0,10,0,0,10,10,-1,0,0,0,-1,9,2,,2026-04-07T15:57:54+01:00
scallyw4g/bonsai,74796411,2.8,10,0,-1,0,0,0,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T15:56:53+01:00
scanmem/scanmem,32192995,3.6,10,3,0,0,1,10,10,0,0,10,1,-1,0,0,0,-1,0,10,,2026-04-07T10:58:45+01:00
scannet/scannet,81673803,1.6,9,0,-1,0,0,10,-1,0,0,9,0,-1,0,0,0,-1,-1,0,,2026-04-06T20:36:28+01:00
sched-ext/scx,724381950,5.5,10,8,10,0,10,10,10,0,0,10,10,-1,0,0,0,-1,0,6,,2026-04-07T10:57:24+01:00
schismtracker/schismtracker,58543204,4.1,10,3,-1,0,0,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-07T13:55:43+01:00
schreibfaul1/esp32-audioi2s,155110539,5.2,10,6,0,0,0,6,10,0,0,10,10,-1,0,0,0,-1,9,10,,2026-04-07T12:56:13+01:00
schrodinger/pymol-open-source,137930516,4.7,10,3,10,0,2,10,10,0,0,9,10,-1,0,0,0,-1,0,10,,2026-04-07T11:57:11+01:00
schwabe/ics-openvpn,32519119,4.3,0,0,0,0,0,10,10,0,0,0,10,-1,0,7,10,0,9,10,,2026-04-06T16:38:08+01:00
schweikert/fping,2951284,5.5,10,0,10,0,4,10,10,0,0,9,10,10,0,7,0,8,0,10,,2026-04-07T15:59:15+01:00
scikit-build/ninja-python-distributions,75102202,5.5,10,,10,0,4,10,10,10,0,10,1,10,1,0,0,-1,0,10,,2026-05-03T23:33:51+01:00
scikit-learn/scikit-learn,843222,9.6,10,,10,0,10,10,-1,10,10,10,10,-1,-1,10,10,-1,-1,10,,2026-05-03T23:33:58+01:00
scipy/scipy,1460385,5.9,10,3,10,0,9,10,-1,0,10,10,10,-1,0,0,10,0,-1,10,,2026-04-27T16:05:30+01:00
sdlpal/sdlpal,61485617,3.0,9,3,7,0,2,10,0,0,0,10,7,-1,0,0,0,0,0,10,,2026-04-07T10:57:30+01:00
sec-ant/readable-stream,569980966,3.8,10,0,8,0,0,3,10,10,0,10,0,-1,10,0,0,-1,0,0,,2026-04-27T21:50:52+01:00
seclab-ucr/intang,103710673,2.6,9,0,0,0,1,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T18:51:57+01:00
secwiki/linux-kernel-exploits,89318964,2.1,0,0,0,0,4,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T15:35:11+01:00
secwiki/windows-kernel-exploits,89315980,2.1,0,0,0,0,4,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T13:40:31+01:00
seeflowerx/stackplz,563689109,2.3,8,0,0,0,0,10,10,0,0,10,2,-1,0,0,0,0,0,1,,2026-04-07T13:58:56+01:00
sel4/sel4,21977691,5.8,10,8,10,0,10,10,10,0,0,9,10,-1,0,0,10,0,0,10,,2026-04-06T15:36:22+01:00
selinuxproject/selinux,20648799,5.5,10,0,-1,0,0,10,10,0,10,9,10,-1,0,0,10,8,0,10,,2026-04-07T12:56:19+01:00
sepfy/libpeer,355422624,3.7,10,0,8,0,3,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-07T13:00:15+01:00
serde-rs/bytes,87358441,4.6,10,,5,0,0,10,10,0,0,10,0,-1,0,0,0,-1,10,10,,2026-05-03T23:34:22+01:00
serde-rs/json,35894511,5.6,10,3,10,0,1,10,10,0,10,10,5,-1,0,0,0,-1,10,10,,2026-04-27T14:55:50+01:00
serde-rs/serde,14367737,5.6,10,3,10,0,3,10,10,0,0,10,10,-1,0,0,0,-1,10,10,,2026-04-27T14:52:37+01:00
serde-rs/test,670894947,4.1,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,0,-1,10,10,,2026-04-27T16:07:01+01:00
servo/rust-fnv,33499190,4.0,10,,0,0,5,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-05-03T23:34:24+01:00
servo/rust-url,14934771,7.1,10,8,8,0,9,10,10,10,10,10,4,-1,0,0,10,-1,0,10,,2026-04-27T16:06:10+01:00
session-replay-tools/cetus,124016486,1.6,0,0,0,0,0,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:03:26+01:00
shadow-1/yi-hack-v3,86138605,2.3,10,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T15:58:43+01:00
shadowsocks/chinadns,22201118,2.2,10,0,0,0,1,0,-1,0,0,10,0,-1,0,0,0,0,-1,10,,2026-04-06T17:35:51+01:00
shadowsocks/shadowsocks-libev,7177269,5.0,10,0,3,0,6,10,10,10,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T12:39:30+01:00
sharebrained/portapack-hackrf,38651181,2.7,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T17:01:08+01:00
sheepdog/sheepdog,1854060,3.6,10,0,0,0,9,10,-1,0,0,10,0,-1,0,0,0,-1,-1,10,,2026-04-07T18:02:26+01:00
shellinabox/shellinabox,31564322,3.1,10,0,0,0,3,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-06T18:45:20+01:00
shellphish/how2heap,49995295,4.5,10,0,10,0,2,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-06T13:40:49+01:00
sheredom/subprocess.h,114390537,3.5,10,0,0,0,3,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-07T14:55:43+01:00
sheredom/utf8.h,38717130,3.8,10,3,0,0,4,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-07T10:55:27+01:00
sherlockgougou/bigimageviewpager,134252514,2.8,9,0,0,0,0,0,-1,0,0,9,7,-1,-1,0,0,0,-1,10,,2026-04-06T20:36:28+01:00
shtylman/node-process,7580644,3.0,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T16:05:46+01:00
siduck/chadwm,387449953,3.2,10,0,0,0,3,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T18:50:52+01:00
siemens/jailhouse,13720762,3.9,10,0,-1,0,0,10,10,0,0,9,0,-1,0,0,10,-1,0,10,,2026-04-07T10:56:01+01:00
signalapp/libsignal-protocol-c,42948633,3.5,10,3,0,0,5,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T13:57:47+01:00
simd-everywhere/simde,86497800,5.8,10,3,10,0,4,10,10,10,0,10,10,-1,0,10,0,0,0,10,,2026-04-06T18:50:47+01:00
simh/simh,1638129,3.4,6,3,0,0,0,10,-1,0,0,9,10,-1,-1,0,0,0,-1,10,,2026-04-07T10:58:26+01:00
simhacker/micropolis,32254027,2.7,10,0,-1,0,0,3,-1,0,0,9,2,-1,0,0,0,-1,-1,10,,2026-04-07T18:01:13+01:00
simple64/simple64,168172390,4.0,10,3,0,0,0,10,10,10,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T16:01:01+01:00
sinakarvandi/hypervisor-from-scratch,147253230,2.7,9,0,0,0,1,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T19:47:56+01:00
sinclairzx81/sinclair-typebox,1122129819,3.6,10,0,10,0,0,3,10,0,0,9,2,10,0,0,0,-1,0,7,,2026-04-27T21:51:11+01:00
sindresorhus/ansi-escapes,40721875,4.0,10,0,2,0,1,10,10,0,0,10,1,-1,0,0,10,-1,0,10,,2026-04-27T16:09:10+01:00
sindresorhus/array-union,21005682,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:06:42+01:00
sindresorhus/binary-extensions,29771015,3.9,10,0,5,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:51:13+01:00
sindresorhus/callsites,18938743,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:51:19+01:00
sindresorhus/camelcase,25116836,4.0,10,0,0,0,3,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:07:00+01:00
sindresorhus/clean-stack,62838930,3.9,10,0,5,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:51:19+01:00
sindresorhus/cli-cursor,23512396,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:51:28+01:00
sindresorhus/crypto-random-string,73665728,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:51:29+01:00
sindresorhus/decamelize,29773710,3.9,10,0,0,0,0,10,10,0,0,10,2,-1,0,0,10,-1,0,10,,2026-04-27T21:51:30+01:00
sindresorhus/detect-newline,21304485,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:51:33+01:00
sindresorhus/environment,793180075,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:06:55+01:00
sindresorhus/escape-string-regexp,21169121,3.9,10,0,0,0,2,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:57:28+01:00
sindresorhus/execa,47475908,4.5,8,0,7,0,4,10,10,0,0,10,4,-1,0,0,10,-1,0,10,,2026-04-27T21:51:38+01:00
sindresorhus/figures,21672939,3.9,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:06:59+01:00
sindresorhus/file-type,19105307,4.0,0,0,10,0,0,10,10,0,0,10,10,-1,0,0,9,-1,0,10,,2026-04-27T21:51:38+01:00
sindresorhus/find-cache-dir,48783244,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:51:44+01:00
sindresorhus/find-up,41723004,4.0,10,0,1,0,2,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:05:29+01:00
sindresorhus/find-up-simple,714044439,3.9,10,0,0,0,2,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:08:30+01:00
sindresorhus/get-east-asian-width,711160838,4.4,10,0,3,0,4,10,10,0,0,10,2,-1,0,0,10,-1,0,10,,2026-04-27T14:56:11+01:00
sindresorhus/get-stream,44264225,4.0,10,0,0,0,3,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:51:47+01:00
sindresorhus/globals,15186239,4.8,10,0,7,0,5,10,10,0,0,10,5,-1,0,0,10,-1,0,10,,2026-04-27T15:53:02+01:00
sindresorhus/globby,21069494,4.2,10,0,-1,0,0,10,10,0,0,10,4,-1,0,0,10,-1,0,10,,2026-04-27T16:07:58+01:00
sindresorhus/has-flag,38718671,3.9,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:56:41+01:00
sindresorhus/import-fresh,22020904,3.9,10,0,0,0,0,10,10,0,0,10,1,-1,0,0,10,-1,0,10,,2026-04-27T16:09:15+01:00
sindresorhus/import-local,90292430,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:07:06+01:00
sindresorhus/indent-string,20576837,3.9,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T16:09:14+01:00
sindresorhus/is-binary-path,29771247,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:51:55+01:00
sindresorhus/is-docker,33590534,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:07:11+01:00
sindresorhus/is-fullwidth-code-point,39222301,4.1,10,0,1,0,3,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:06:53+01:00
sindresorhus/is-inside-container,601943060,3.6,10,0,-1,0,0,0,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T16:10:11+01:00
sindresorhus/is-path-inside,21054113,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T16:10:19+01:00
sindresorhus/is-plain-obj,38923193,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T16:05:38+01:00
sindresorhus/is-stream,29436825,3.9,10,0,0,0,2,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:06:11+01:00
sindresorhus/is-unicode-supported,348660847,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:52:00+01:00
sindresorhus/is-wsl,88415331,4.1,10,0,-1,0,0,10,10,0,0,10,2,-1,0,0,10,-1,0,10,,2026-04-27T18:07:17+01:00
sindresorhus/leven,22794601,3.9,10,0,2,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:07:19+01:00
sindresorhus/locate-path,74266248,3.9,10,0,0,0,2,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:57:20+01:00
sindresorhus/log-symbols,21673868,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:52:03+01:00
sindresorhus/lowercase-keys,29769737,4.2,10,0,-1,0,0,10,10,0,0,10,4,-1,0,0,10,-1,0,10,,2026-04-27T18:07:22+01:00
sindresorhus/make-dir,90776169,3.9,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:53:39+01:00
sindresorhus/map-obj,25117742,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:07:25+01:00
sindresorhus/meow,25121561,4.8,10,0,0,0,2,10,10,0,0,10,10,-1,0,0,10,-1,0,10,,2026-04-27T21:52:03+01:00
sindresorhus/mimic-fn,71381729,3.9,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T16:09:45+01:00
sindresorhus/mimic-function,71381729,3.9,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:53:36+01:00
sindresorhus/mimic-response,93189529,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T16:08:53+01:00
sindresorhus/node-defaults,7985040,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:07:31+01:00
sindresorhus/normalize-url,29094022,4.2,10,0,0,0,0,10,10,0,0,10,5,-1,0,0,10,-1,0,10,,2026-04-27T21:52:03+01:00
sindresorhus/npm-run-path,48707028,3.9,10,0,0,0,2,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T16:08:35+01:00
sindresorhus/object-assign,16457190,3.9,10,0,0,0,2,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T16:07:01+01:00
sindresorhus/onetime,14847357,4.1,10,0,-1,0,0,10,10,0,0,10,2,-1,0,0,10,-1,0,10,,2026-04-27T18:07:36+01:00
sindresorhus/open,18469325,4.1,10,0,7,0,2,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:52:07+01:00
sindresorhus/p-limit,71542716,4.7,10,0,4,0,1,10,10,0,0,10,9,-1,0,0,10,-1,0,10,,2026-04-27T14:54:55+01:00
sindresorhus/p-locate,74265632,4.1,10,0,0,0,2,10,10,0,0,10,2,-1,0,0,10,-1,0,10,,2026-04-27T14:55:40+01:00
sindresorhus/p-map,71526722,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:52:15+01:00
sindresorhus/p-try,71534796,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:52:21+01:00
sindresorhus/parent-module,50187748,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:07:47+01:00
sindresorhus/parse-json,41367145,4.2,10,0,2,0,4,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:53:12+01:00
sindresorhus/path-exists,34965664,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:53:29+01:00
sindresorhus/path-is-absolute,30900285,3.6,10,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,10,-1,-1,10,,2026-04-27T18:07:52+01:00
sindresorhus/path-key,48706449,3.9,10,0,0,0,2,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:06:43+01:00
sindresorhus/path-type,41905436,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:53:02+01:00
sindresorhus/pify,41585934,3.9,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:52:24+01:00
sindresorhus/pkg-dir,41724281,4.0,10,0,-1,0,0,10,10,0,0,10,1,-1,0,0,10,-1,0,10,,2026-04-27T21:52:27+01:00
sindresorhus/quick-lru,86679721,4.1,10,0,10,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:52:29+01:00
sindresorhus/read-pkg,41790094,4.0,10,0,-1,0,0,10,10,0,0,10,1,-1,0,0,10,-1,0,10,,2026-04-27T18:08:00+01:00
sindresorhus/read-pkg-up,41842429,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:08:00+01:00
sindresorhus/resolve-cwd,47504070,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:52:29+01:00
sindresorhus/resolve-from,22022707,3.9,10,0,0,0,2,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:06:54+01:00
sindresorhus/restore-cursor,23512229,3.0,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T16:03:26+01:00
sindresorhus/shebang-regex,30903733,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:52:36+01:00
sindresorhus/slash,11516031,3.9,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:07:58+01:00
sindresorhus/string-width,39222730,4.8,10,0,3,0,3,10,10,0,0,10,8,-1,0,0,10,-1,0,10,,2026-04-27T14:55:17+01:00
sindresorhus/strip-bom,18444852,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:53:17+01:00
sindresorhus/strip-final-newline,47453723,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:52:36+01:00
sindresorhus/strip-indent,18242629,3.9,10,0,3,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T18:08:05+01:00
sindresorhus/strip-json-comments,14468669,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T16:06:47+01:00
sindresorhus/tagged-tag,795552264,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:56:18+01:00
sindresorhus/to-fast-properties,31656998,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:52:38+01:00
sindresorhus/type-fest,175398594,6.3,10,0,10,0,8,10,10,10,0,10,10,-1,0,0,10,-1,0,10,,2026-04-27T14:55:40+01:00
sindresorhus/unicorn-magic,716660564,3.8,10,0,0,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:07:13+01:00
sindresorhus/yocto-queue,315531538,3.9,10,0,3,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:55:04+01:00
sinonjs/commons,143001748,3.6,10,3,0,0,0,10,10,10,0,10,0,-1,3,0,0,-1,0,0,,2026-04-27T16:08:55+01:00
sipeed/tinymaix,522642478,3.8,10,0,0,0,7,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-07T18:00:14+01:00
skeeto/endlessh,168906122,2.5,10,0,0,0,2,6,-1,0,0,10,0,-1,0,0,0,0,-1,10,,2026-04-06T13:40:52+01:00
skeeto/w64devkit,262681272,4.6,10,0,7,0,1,0,10,0,0,10,10,10,0,0,0,8,0,10,,2026-04-06T16:35:40+01:00
skuep/aioc,546064104,2.7,10,0,0,0,0,0,-1,0,0,10,5,-1,-1,0,0,0,-1,10,,2026-04-07T14:58:45+01:00
skyfloogle/red-viper,655397742,3.1,4,0,-1,0,0,10,10,0,0,0,10,-1,0,0,0,0,0,10,,2026-04-07T18:03:56+01:00
skyjake/lagrange,295608796,4.4,10,0,0,0,1,10,10,0,0,10,10,-1,0,0,0,8,0,10,,2026-04-07T13:57:07+01:00
skywind3000/kcp,28515839,3.0,10,0,0,0,4,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T12:39:17+01:00
skywind3000/mini3d,40443465,2.4,10,0,0,0,1,0,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-06T20:35:23+01:00
slembcke/chipmunk2d,2033079,2.9,10,0,0,0,3,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T20:34:58+01:00
sluglab/cxlmemsim,542811476,2.9,2,0,-1,0,0,6,10,0,0,0,10,-1,0,0,0,0,0,10,,2026-04-07T17:59:56+01:00
sm64pc/sm64ex,262091731,1.8,0,0,0,0,4,10,-1,0,0,0,1,-1,0,0,0,-1,-1,10,,2026-04-07T10:59:49+01:00
smallpond/mit6.828_os,195486932,2.6,9,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:55:49+01:00
smithy-lang/smithy-rs,308027791,6.2,9,5,10,0,9,10,10,0,10,10,10,10,0,7,10,-1,0,0,,2026-05-03T17:25:59+01:00
smithy-lang/smithy-typescript,208319207,6.6,9,6,10,0,8,10,10,10,0,10,10,10,0,9,10,-1,0,0,,2026-04-27T14:52:58+01:00
snaipe/criterion,30111969,3.3,10,0,4,0,1,10,10,0,0,10,2,-1,0,0,0,0,0,10,,2026-04-06T20:36:36+01:00
snavely/bundler_sfm,8680692,2.0,7,0,0,0,1,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T12:56:03+01:00
snesrev/zelda3,523544748,3.2,10,3,0,0,3,0,10,0,0,9,0,-1,0,0,0,0,0,10,,2026-04-06T16:34:52+01:00
snooda/net-speeder,29599252,2.5,10,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T20:38:00+01:00
snowflake-labs/pg_lake,1089433316,4.2,10,1,10,0,10,3,10,0,0,10,10,-1,0,0,0,-1,0,0,,2026-04-07T13:55:41+01:00
snowflakedb/snowflake-connector-python,62262074,6.0,0,5,7,0,9,10,10,10,0,10,10,-1,0,0,9,8,0,10,,2026-04-27T21:52:50+01:00
soedinglab/mmseqs2,63755587,4.9,10,0,10,0,0,10,10,0,10,10,10,10,2,0,0,0,0,10,,2026-04-07T10:51:15+01:00
softethervpn/softethervpn,15583310,5.0,0,3,10,0,7,10,10,10,0,10,10,10,0,0,10,0,0,3,,2026-04-06T12:41:34+01:00
softmotions/ejdb,6427744,3.6,5,0,-1,0,0,10,-1,10,0,10,1,-1,-1,0,0,-1,-1,10,,2026-04-07T13:01:15+01:00
solo-io/bumblebee,424577444,3.5,9,8,0,0,9,10,10,0,0,10,0,-1,1,0,0,0,0,0,,2026-04-07T15:00:05+01:00
solokeys/solo1,148706208,3.3,10,0,0,0,3,10,-1,0,0,9,0,-1,0,0,10,0,-1,10,,2026-04-06T20:34:59+01:00
solosky/pixl.js,566688128,3.8,7,6,4,0,6,10,10,0,0,10,10,-1,0,0,0,0,0,0,,2026-04-07T15:57:54+01:00
solusipse/fiche,12633603,2.8,10,0,0,0,1,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T12:57:38+01:00
sorah/envchain,19921794,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:01:53+01:00
soramimi/guitar,77235283,3.5,0,0,0,0,0,10,10,0,10,10,10,-1,0,0,0,0,0,10,,2026-04-07T11:55:56+01:00
sp4cerat/fast-quadric-mesh-simplification,39198475,2.0,0,0,0,0,3,3,-1,0,0,10,1,-1,-1,0,0,-1,-1,10,,2026-04-07T11:55:26+01:00
spacehuhntech/esp8266_deauther,78281075,3.2,10,0,0,0,1,10,10,0,0,9,0,-1,-1,0,0,0,0,10,,2026-04-06T12:40:19+01:00
spacemeowx2/switch-lan-play,113214875,3.2,10,0,0,0,4,6,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T10:51:49+01:00
sparklemotion/nokogiri,33945,6.3,0,3,10,5,0,10,10,10,10,10,10,10,1,10,10,-1,0,7,,2026-04-06T14:39:52+01:00
spdk/spdk,39042157,6.8,10,3,-1,2,10,10,10,10,10,9,10,10,0,0,9,0,0,10,,2026-04-06T17:36:22+01:00
spencertipping/jit-tutorial,84356596,2.2,10,0,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:55:57+01:00
spooks4576/ghost_esp,772586891,2.5,9,3,10,0,0,3,10,0,0,10,0,-1,0,0,0,0,0,0,,2026-04-07T16:55:53+01:00
sqfmi/watchy,220497210,3.1,10,0,0,0,1,10,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-06T19:39:17+01:00
sqlcipher/sqlcipher,38617,4.8,10,0,-1,0,0,10,-1,0,10,10,10,-1,-1,0,0,-1,-1,10,,2026-04-06T14:35:54+01:00
sqlite/sqlite,176278485,4.4,10,0,-1,0,0,0,-1,0,10,9,10,-1,-1,0,0,-1,-1,10,,2026-04-06T13:39:01+01:00
squeaky-pl/japronto,72039072,2.6,10,0,0,0,3,0,-1,10,0,10,0,-1,0,0,0,-1,-1,0,,2026-04-06T13:40:35+01:00
srdja/collections-c,23041948,3.5,10,0,6,0,1,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-06T18:50:43+01:00
