name,project_slug,domain,website,github_repo,ecosystem,package,description,fetched_at
gspell,gspell,gnome.org,https://gitlab.gnome.org/GNOME/gspell,GNOME/gspell,,,,2026-07-05T17:43:25+00:00
gssdp,gssdp,gnome.org,https://gitlab.gnome.org/GNOME/gssdp,GNOME/gssdp,,,A GObject-based API for handling resource discovery and announcement over SSDP.,2026-07-05T17:43:25+00:00
gst-thumbnailers,gst-thumbnailers,gnome.org,https://gitlab.gnome.org/GNOME/gst-thumbnailers,GNOME/gst-thumbnailers,,,,2026-07-05T17:43:25+00:00
gstreamermm,gstreamermm,gnome.org,https://gitlab.gnome.org/GNOME/gstreamermm,GNOME/gstreamermm,,,,2026-07-05T17:43:25+00:00
gThumb,gthumb,gnome.org,https://gitlab.gnome.org/GNOME/gthumb,GNOME/gthumb,,,Image viewer and browser,2026-07-05T17:43:25+00:00
gtk,gtk,gnome.org,https://gitlab.gnome.org/GNOME/gtk,GNOME/gtk,,,GTK is a multi-platform toolkit for creating graphical user interfaces.,2026-07-05T17:43:25+00:00
gtk-doc,gtk-doc,gnome.org,https://gitlab.gnome.org/GNOME/gtk-doc,GNOME/gtk-doc,,,,2026-07-05T17:43:25+00:00
gtk-frdp,gtk-frdp,gnome.org,https://gitlab.gnome.org/GNOME/gtk-frdp,GNOME/gtk-frdp,,,A RDP viewer widget for Gtk.,2026-07-05T17:43:25+00:00
gtk-mac-bundler,gtk-mac-bundler,gnome.org,https://gitlab.gnome.org/GNOME/gtk-mac-bundler,GNOME/gtk-mac-bundler,,,,2026-07-05T17:43:25+00:00
gtk-mac-integration,gtk-mac-integration,gnome.org,https://gitlab.gnome.org/GNOME/gtk-mac-integration,GNOME/gtk-mac-integration,,,,2026-07-05T17:43:25+00:00
gtk-osx,gtk-osx,gnome.org,https://gitlab.gnome.org/GNOME/gtk-osx,GNOME/gtk-osx,,,,2026-07-05T17:43:25+00:00
gtk-vnc,gtk-vnc,gnome.org,https://gitlab.gnome.org/GNOME/gtk-vnc,GNOME/gtk-vnc,,,A VNC client viewer widget for GTK,2026-07-05T17:43:25+00:00
gtkmm,gtkmm,gnome.org,https://gitlab.gnome.org/GNOME/gtkmm,GNOME/gtkmm,,,,2026-07-05T17:43:25+00:00
gtkmm-documentation,gtkmm-documentation,gnome.org,https://gitlab.gnome.org/GNOME/gtkmm-documentation,GNOME/gtkmm-documentation,,,,2026-07-05T17:43:25+00:00
gtksourceview,gtksourceview,gnome.org,https://gitlab.gnome.org/GNOME/gtksourceview,GNOME/gtksourceview,,,A text editor widget for code editing,2026-07-05T17:43:25+00:00
gtksourceviewmm,gtksourceviewmm,gnome.org,https://gitlab.gnome.org/GNOME/gtksourceviewmm,GNOME/gtksourceviewmm,,,,2026-07-05T17:43:25+00:00
gtranslator,gtranslator,gnome.org,https://gitlab.gnome.org/GNOME/gtranslator,GNOME/gtranslator,,,GNOME Translation Editor,2026-07-05T17:43:25+00:00
gucharmap,gucharmap,gnome.org,https://gitlab.gnome.org/GNOME/gucharmap,GNOME/gucharmap,,,GNOME Character Map — Please note that this application is in deep-maintenance mode. It will be updated for new unicode versions as soon as these are released; but otherwise no features will be added ,2026-07-05T17:43:25+00:00
gupnp,gupnp,gnome.org,https://gitlab.gnome.org/GNOME/gupnp,GNOME/gupnp,,,"GUPnP is an object-oriented open source framework for creating UPnP devices and control points, written in C using GObject and libsoup. The GUPnP API is intended to be easy to use, efficient and flexi",2026-07-05T17:43:25+00:00
gupnp-av,gupnp-av,gnome.org,https://gitlab.gnome.org/GNOME/gupnp-av,GNOME/gupnp-av,,,GUPnP A/V is a small utility library that aims to ease the handling and implementation of UPnP A/V profiles.,2026-07-05T17:43:25+00:00
gupnp-dlna,gupnp-dlna,gnome.org,https://gitlab.gnome.org/GNOME/gupnp-dlna,GNOME/gupnp-dlna,,,"GUPnP DLNA is a small utility library that aims to ease the DLNA-related tasks such as media profile guessing, transcoding to a given profile, etc.",2026-07-05T17:43:25+00:00
gupnp-dlna-media,gupnp-dlna-media,gnome.org,https://gitlab.gnome.org/GNOME/gupnp-dlna-media,GNOME/gupnp-dlna-media,,,A set of media files for the detection test suite in gupnp-dlna,2026-07-05T17:43:25+00:00
gupnp-igd,gupnp-igd,gnome.org,https://gitlab.gnome.org/GNOME/gupnp-igd,GNOME/gupnp-igd,,,,2026-07-05T17:43:25+00:00
gupnp-tools,gupnp-tools,gnome.org,https://gitlab.gnome.org/GNOME/gupnp-tools,GNOME/gupnp-tools,,,GUPnP Tools are free replacements of Intel UPnP tools that use GUPnP. They provides the following client and server side tools which enable one to easily test and debug one's UPnP devices and control ,2026-07-05T17:43:25+00:00
GVDB,gvdb,gnome.org,https://gitlab.gnome.org/GNOME/gvdb,GNOME/gvdb,,,A simple database file format that stores a mapping from strings to GVariant values in a way that is extremely efficient for lookups.,2026-07-05T17:43:25+00:00
gvfs,gvfs,gnome.org,https://gitlab.gnome.org/GNOME/gvfs,GNOME/gvfs,,,Virtual filesystem implementation for GIO,2026-07-05T17:43:25+00:00
gweather-locations,gweather-locations,gnome.org,https://gitlab.gnome.org/GNOME/gweather-locations,GNOME/gweather-locations,,,,2026-07-05T17:43:25+00:00
gxml,gxml,gnome.org,https://gitlab.gnome.org/GNOME/gxml,GNOME/gxml,,,,2026-07-05T17:43:25+00:00
Hitori,hitori,gnome.org,https://gitlab.gnome.org/GNOME/hitori,GNOME/hitori,,,"Hitori is a GTK+ application to generate and let you play games of Hitori, a logic game similar to Sudoku created by Nikoli.",2026-07-05T17:43:25+00:00
Reversi,iagno,gnome.org,https://gitlab.gnome.org/GNOME/iagno,GNOME/iagno,,,,2026-07-05T17:43:25+00:00
Resources,resources,gnome.org,https://gitlab.gnome.org/GNOME/Incubator/resources,GNOME/Incubator/resources,,,Keep an eye on system resources,2026-07-05T17:43:25+00:00
Submission,Submission,gnome.org,https://gitlab.gnome.org/GNOME/Incubator/Submission,GNOME/Incubator/Submission,,,Submit apps for Incubation,2026-07-05T17:43:25+00:00
Initiatives,Initiatives,gnome.org,https://gitlab.gnome.org/GNOME/Initiatives,GNOME/Initiatives,,,GNOME goals and initiatives across projects,2026-07-05T17:43:25+00:00
java-atk-wrapper,java-atk-wrapper,gnome.org,https://gitlab.gnome.org/GNOME/java-atk-wrapper,GNOME/java-atk-wrapper,,,,2026-07-05T17:43:25+00:00
jhbuild,jhbuild,gnome.org,https://gitlab.gnome.org/GNOME/jhbuild,GNOME/jhbuild,,,🧰 https://gnome.pages.gitlab.gnome.org/jhbuild,2026-07-05T17:43:25+00:00
json-glib,json-glib,gnome.org,https://gitlab.gnome.org/GNOME/json-glib,GNOME/json-glib,,,"JSON-GLib implements a full JSON parser and generator using GLib and GObject, and integrates JSON with GLib data types.",2026-07-05T17:43:25+00:00
jsonrpc-glib,jsonrpc-glib,gnome.org,https://gitlab.gnome.org/GNOME/jsonrpc-glib,GNOME/jsonrpc-glib,,,jsonrpc-glib is a library to communicate using the JSON-RPC 2.0 specification.,2026-07-05T17:43:25+00:00
krb5-auth-dialog,krb5-auth-dialog,gnome.org,https://gitlab.gnome.org/GNOME/krb5-auth-dialog,GNOME/krb5-auth-dialog,,,An application to acquire and list Kerberos tickets.,2026-07-05T17:43:25+00:00
libadwaita,libadwaita,gnome.org,https://gitlab.gnome.org/GNOME/libadwaita,GNOME/libadwaita,,,Building blocks for modern GNOME applications,2026-07-05T17:43:25+00:00
libchamplain,libchamplain,gnome.org,https://gitlab.gnome.org/GNOME/libchamplain,GNOME/libchamplain,,,"libchamplain is a Gtk widget displaying zoomable and pannable maps that can be loaded from various network sources. It supports overlay layers, markers, and custom elements displayed on top of the map",2026-07-05T17:43:25+00:00
libcloudproviders,libcloudproviders,gnome.org,https://gitlab.gnome.org/GNOME/libcloudproviders,GNOME/libcloudproviders,,,,2026-07-05T17:43:25+00:00
libdex,libdex,gnome.org,https://gitlab.gnome.org/GNOME/libdex,GNOME/libdex,,,,2026-07-05T17:43:25+00:00
libdmapsharing,libdmapsharing,gnome.org,https://gitlab.gnome.org/GNOME/libdmapsharing,GNOME/libdmapsharing,,,,2026-07-05T17:43:25+00:00
libgd,libgd,gnome.org,https://gitlab.gnome.org/GNOME/libgd,GNOME/libgd,,,,2026-07-05T17:43:25+00:00
libgda,libgda,gnome.org,https://gitlab.gnome.org/GNOME/libgda,GNOME/libgda,,,,2026-07-05T17:43:25+00:00
libgee,libgee,gnome.org,https://gitlab.gnome.org/GNOME/libgee,GNOME/libgee,,,,2026-07-05T17:43:25+00:00
libgepub,libgepub,gnome.org,https://gitlab.gnome.org/GNOME/libgepub,GNOME/libgepub,,,,2026-07-05T17:43:25+00:00
libgit2-glib,libgit2-glib,gnome.org,https://gitlab.gnome.org/GNOME/libgit2-glib,GNOME/libgit2-glib,,,,2026-07-05T17:43:25+00:00
libglnx,libglnx,gnome.org,https://gitlab.gnome.org/GNOME/libglnx,GNOME/libglnx,,,,2026-07-05T17:43:25+00:00
libgnome-games-support,libgnome-games-support,gnome.org,https://gitlab.gnome.org/GNOME/libgnome-games-support,GNOME/libgnome-games-support,,,,2026-07-05T17:43:25+00:00
libgnome-volume-control,libgnome-volume-control,gnome.org,https://gitlab.gnome.org/GNOME/libgnome-volume-control,GNOME/libgnome-volume-control,,,,2026-07-05T17:43:25+00:00
libgovirt,libgovirt,gnome.org,https://gitlab.gnome.org/GNOME/libgovirt,GNOME/libgovirt,,,,2026-07-05T17:43:25+00:00
libgsf,libgsf,gnome.org,https://gitlab.gnome.org/GNOME/libgsf,GNOME/libgsf,,,,2026-07-05T17:43:25+00:00
libgtop,libgtop,gnome.org,https://gitlab.gnome.org/GNOME/libgtop,GNOME/libgtop,,,A library for collecting system monitoring data,2026-07-05T17:43:25+00:00
libgudev,libgudev,gnome.org,https://gitlab.gnome.org/GNOME/libgudev,GNOME/libgudev,,,,2026-07-05T17:43:25+00:00
libgweather,libgweather,gnome.org,https://gitlab.gnome.org/GNOME/libgweather,GNOME/libgweather,,,"Location and time zone database, and weather-lookup library",2026-07-05T17:43:25+00:00
libgxdp,libgxdp,gnome.org,https://gitlab.gnome.org/GNOME/libgxdp,GNOME/libgxdp,,,,2026-07-05T17:43:25+00:00
libgxps,libgxps,gnome.org,https://gitlab.gnome.org/GNOME/libgxps,GNOME/libgxps,,,,2026-07-05T17:43:25+00:00
libhandy,libhandy,gnome.org,https://gitlab.gnome.org/GNOME/libhandy,GNOME/libhandy,,,Building blocks for modern adaptive GNOME apps,2026-07-05T17:43:25+00:00
libhttpseverywhere,libhttpseverywhere,gnome.org,https://gitlab.gnome.org/GNOME/libhttpseverywhere,GNOME/libhttpseverywhere,,,,2026-07-05T17:43:25+00:00
libmanette,libmanette,gnome.org,https://gitlab.gnome.org/GNOME/libmanette,GNOME/libmanette,,,The simple GObject game controller library.,2026-07-05T17:43:25+00:00
libmediaart,libmediaart,gnome.org,https://gitlab.gnome.org/GNOME/libmediaart,GNOME/libmediaart,,,,2026-07-05T17:43:25+00:00
libmks,libmks,gnome.org,https://gitlab.gnome.org/GNOME/libmks,GNOME/libmks,,,,2026-07-05T17:43:25+00:00
libnma,libnma,gnome.org,https://gitlab.gnome.org/GNOME/libnma,GNOME/libnma,,,,2026-07-05T17:43:25+00:00
libnotify,libnotify,gnome.org,https://gitlab.gnome.org/GNOME/libnotify,GNOME/libnotify,,,,2026-07-05T17:43:25+00:00
libpanel,libpanel,gnome.org,https://gitlab.gnome.org/GNOME/libpanel,GNOME/libpanel,,,A dock/panel library for GTK 4,2026-07-05T17:43:25+00:00
libpeas,libpeas,gnome.org,https://gitlab.gnome.org/GNOME/libpeas,GNOME/libpeas,,,,2026-07-05T17:43:25+00:00
librest,librest,gnome.org,https://gitlab.gnome.org/GNOME/librest,GNOME/librest,,,,2026-07-05T17:43:25+00:00
librsvg,librsvg,gnome.org,https://gitlab.gnome.org/GNOME/librsvg,GNOME/librsvg,,,"A library to render SVG images to Cairo surfaces. GNOME uses this to render SVG icons. Outside of GNOME, other desktop environments use it for similar purposes. Wikimedia uses it for Wikipedia's SVG d",2026-07-05T17:43:25+00:00
libsecret,libsecret,gnome.org,https://gitlab.gnome.org/GNOME/libsecret,GNOME/libsecret,,,,2026-07-05T17:43:25+00:00
libshew,libshew,gnome.org,https://gitlab.gnome.org/GNOME/libshew,GNOME/libshew,,,,2026-07-05T17:43:25+00:00
libshumate,libshumate,gnome.org,https://gitlab.gnome.org/GNOME/libshumate,GNOME/libshumate,,,Shumate is a GTK toolkit providing widgets for embedded maps.,2026-07-05T17:43:25+00:00
libsoup,libsoup,gnome.org,https://gitlab.gnome.org/GNOME/libsoup,GNOME/libsoup,,,HTTP Library for GLib - https://libsoup.gnome.org/,2026-07-05T17:43:25+00:00
libspelling,libspelling,gnome.org,https://gitlab.gnome.org/GNOME/libspelling,GNOME/libspelling,,,,2026-07-05T17:43:25+00:00
libwnck,libwnck,gnome.org,https://gitlab.gnome.org/GNOME/libwnck,GNOME/libwnck,,,,2026-07-05T17:43:25+00:00
libxml2,libxml2,gnome.org,https://gitlab.gnome.org/GNOME/libxml2,GNOME/libxml2,,,XML parser and toolkit,2026-07-05T17:43:25+00:00
libxslt,libxslt,gnome.org,https://gitlab.gnome.org/GNOME/libxslt,GNOME/libxslt,,,XSLT processor,2026-07-05T17:43:25+00:00
lightsoff,lightsoff,gnome.org,https://gitlab.gnome.org/GNOME/lightsoff,GNOME/lightsoff,,,Turn off all the lights,2026-07-05T17:43:25+00:00
LocalSearch,localsearch,gnome.org,https://gitlab.gnome.org/GNOME/localsearch,GNOME/localsearch,,,,2026-07-05T17:43:25+00:00
Image Viewer,loupe,gnome.org,https://gitlab.gnome.org/GNOME/loupe,GNOME/loupe,,,View and edit images,2026-07-05T17:43:25+00:00
m4-common,m4-common,gnome.org,https://gitlab.gnome.org/GNOME/m4-common,GNOME/m4-common,,,,2026-07-05T17:43:25+00:00
manuals,manuals,gnome.org,https://gitlab.gnome.org/GNOME/manuals,GNOME/manuals,,,,2026-07-05T17:43:25+00:00
meld,meld,gnome.org,https://gitlab.gnome.org/GNOME/meld,GNOME/meld,,,Meld is a visual diff and merge tool targeted at developers.,2026-07-05T17:43:25+00:00
metacity,metacity,gnome.org,https://gitlab.gnome.org/GNOME/metacity,GNOME/metacity,,,,2026-07-05T17:43:25+00:00
mm-common,mm-common,gnome.org,https://gitlab.gnome.org/GNOME/mm-common,GNOME/mm-common,,,,2026-07-05T17:43:25+00:00
mobile-broadband-provider-info,mobile-broadband-provider-info,gnome.org,https://gitlab.gnome.org/GNOME/mobile-broadband-provider-info,GNOME/mobile-broadband-provider-info,,,,2026-07-05T17:43:25+00:00
moserial,moserial,gnome.org,https://gitlab.gnome.org/GNOME/moserial,GNOME/moserial,,,,2026-07-05T17:43:25+00:00
msgraph,msgraph,gnome.org,https://gitlab.gnome.org/GNOME/msgraph,GNOME/msgraph,,,Library to access MS Graph API for Office 365.,2026-07-05T17:43:25+00:00
msitools,msitools,gnome.org,https://gitlab.gnome.org/GNOME/msitools,GNOME/msitools,,,,2026-07-05T17:43:25+00:00
mutter,mutter,gnome.org,https://gitlab.gnome.org/GNOME/mutter,GNOME/mutter,,,A Wayland display server library.,2026-07-05T17:43:25+00:00
Files,nautilus,gnome.org,https://gitlab.gnome.org/GNOME/nautilus,GNOME/nautilus,,,A file browser for GNOME [**Report a Bug**](https://gitlab.gnome.org/GNOME/nautilus/-/issues/new?issuable_template=Bug) | [**Questions & Suggestions**](https://discourse.gnome.org/tag/nautilus) | [**C,2026-07-05T17:43:25+00:00
nautilus-python,nautilus-python,gnome.org,https://gitlab.gnome.org/GNOME/nautilus-python,GNOME/nautilus-python,,,,2026-07-05T17:43:25+00:00
network-manager-applet,network-manager-applet,gnome.org,https://gitlab.gnome.org/GNOME/network-manager-applet,GNOME/network-manager-applet,,,Tray applet and an advanced network connection editor,2026-07-05T17:43:25+00:00
network-manager-iodine,network-manager-iodine,gnome.org,https://gitlab.gnome.org/GNOME/network-manager-iodine,GNOME/network-manager-iodine,,,,2026-07-05T17:43:25+00:00
network-manager-sstp,network-manager-sstp,gnome.org,https://gitlab.gnome.org/GNOME/network-manager-sstp,GNOME/network-manager-sstp,,,Secure Socket Tunneling Protocol Extention for Network Manager,2026-07-05T17:43:25+00:00
NetworkManager-fortisslvpn,NetworkManager-fortisslvpn,gnome.org,https://gitlab.gnome.org/GNOME/NetworkManager-fortisslvpn,GNOME/NetworkManager-fortisslvpn,,,Fortinet compatible SSLVPN support for NetworkManager,2026-07-05T17:43:25+00:00
NetworkManager-libreswan,NetworkManager-libreswan,gnome.org,https://gitlab.gnome.org/GNOME/NetworkManager-libreswan,GNOME/NetworkManager-libreswan,,,Provides easy connections to IPsec VPNs using NetworkManager and Libreswan.,2026-07-05T17:43:25+00:00
NetworkManager-openconnect,NetworkManager-openconnect,gnome.org,https://gitlab.gnome.org/GNOME/NetworkManager-openconnect,GNOME/NetworkManager-openconnect,,,Openconnect support for NetworkManager,2026-07-05T17:43:25+00:00
NetworkManager-openvpn,NetworkManager-openvpn,gnome.org,https://gitlab.gnome.org/GNOME/NetworkManager-openvpn,GNOME/NetworkManager-openvpn,,,OpenVPN support for NetworkManager,2026-07-05T17:43:25+00:00
NetworkManager-pptp,NetworkManager-pptp,gnome.org,https://gitlab.gnome.org/GNOME/NetworkManager-pptp,GNOME/NetworkManager-pptp,,,PPTP support for NetworkManager,2026-07-05T17:43:25+00:00
NetworkManager-vpnc,NetworkManager-vpnc,gnome.org,https://gitlab.gnome.org/GNOME/NetworkManager-vpnc,GNOME/NetworkManager-vpnc,,,VPNC support for NetworkManager,2026-07-05T17:43:25+00:00
niepce,niepce,gnome.org,https://gitlab.gnome.org/GNOME/niepce,GNOME/niepce,,,,2026-07-05T17:43:25+00:00
ocrfeeder,ocrfeeder,gnome.org,https://gitlab.gnome.org/GNOME/ocrfeeder,GNOME/ocrfeeder,,,,2026-07-05T17:43:25+00:00
office-runner,office-runner,gnome.org,https://gitlab.gnome.org/GNOME/office-runner,GNOME/office-runner,,,,2026-07-05T17:43:25+00:00
OpenQA Needles,openqa-needles,gnome.org,https://gitlab.gnome.org/GNOME/openqa-needles,GNOME/openqa-needles,,,,2026-07-05T17:43:25+00:00
openQA Tests,openqa-tests,gnome.org,https://gitlab.gnome.org/GNOME/openqa-tests,GNOME/openqa-tests,,,"This repo has been merged into https://gitlab.gnome.org/GNOME/gnome-build-meta/-/tree/master/tests/openqa It is going to be archived, but we haven't finished moving the issues and merge-requests yet! ",2026-07-05T17:43:25+00:00
openqa-utils,openqa-utils,gnome.org,https://gitlab.gnome.org/GNOME/openqa-utils,GNOME/openqa-utils,,,,2026-07-05T17:43:25+00:00
orca,orca,gnome.org,https://gitlab.gnome.org/GNOME/orca,GNOME/orca,,,"Screen reader for graphical applications that use the atspi protocol, via speech or Braille.",2026-07-05T17:43:25+00:00
pan,pan,gnome.org,https://gitlab.gnome.org/GNOME/pan,GNOME/pan,,,Pan Newsreader,2026-07-05T17:43:25+00:00
pango,pango,gnome.org,https://gitlab.gnome.org/GNOME/pango,GNOME/pango,,,"Pango is a library for layout and rendering of text, with an emphasis on internationalization.",2026-07-05T17:43:25+00:00
pangomm,pangomm,gnome.org,https://gitlab.gnome.org/GNOME/pangomm,GNOME/pangomm,,,,2026-07-05T17:43:25+00:00
Papers,papers,gnome.org,https://gitlab.gnome.org/GNOME/papers,GNOME/papers,,,Papers is a document viewer for PDF and other document formats aimed at the GNOME desktop,2026-07-05T17:43:25+00:00
perl-Cairo,perl-cairo,gnome.org,https://gitlab.gnome.org/GNOME/perl-cairo,GNOME/perl-cairo,,,,2026-07-05T17:43:25+00:00
perl-Cairo-GObject,perl-cairo-gobject,gnome.org,https://gitlab.gnome.org/GNOME/perl-cairo-gobject,GNOME/perl-cairo-gobject,,,,2026-07-05T17:43:25+00:00
perl-ExtUtils-Depends,perl-extutils-depends,gnome.org,https://gitlab.gnome.org/GNOME/perl-extutils-depends,GNOME/perl-extutils-depends,,,,2026-07-05T17:43:25+00:00
perl-ExtUtils-PkgConfig,perl-extutils-pkgconfig,gnome.org,https://gitlab.gnome.org/GNOME/perl-extutils-pkgconfig,GNOME/perl-extutils-pkgconfig,,,,2026-07-05T17:43:25+00:00
perl-Glib,perl-glib,gnome.org,https://gitlab.gnome.org/GNOME/perl-glib,GNOME/perl-glib,,,,2026-07-05T17:43:25+00:00
perl-Glib-IO,perl-glib-io,gnome.org,https://gitlab.gnome.org/GNOME/perl-glib-io,GNOME/perl-glib-io,,,,2026-07-05T17:43:25+00:00
perl-Glib-Object-Introspection,perl-glib-object-introspection,gnome.org,https://gitlab.gnome.org/GNOME/perl-glib-object-introspection,GNOME/perl-glib-object-introspection,,,,2026-07-05T17:43:25+00:00
perl-Gtk3,perl-gtk3,gnome.org,https://gitlab.gnome.org/GNOME/perl-gtk3,GNOME/perl-gtk3,,,,2026-07-05T17:43:25+00:00
perl-Pango,perl-pango,gnome.org,https://gitlab.gnome.org/GNOME/perl-pango,GNOME/perl-pango,,,,2026-07-05T17:43:25+00:00
phodav,phodav,gnome.org,https://gitlab.gnome.org/GNOME/phodav,GNOME/phodav,,,,2026-07-05T17:43:25+00:00
pipewire-media-stream,pipewire-media-stream,gnome.org,https://gitlab.gnome.org/GNOME/pipewire-media-stream,GNOME/pipewire-media-stream,,,PipeWire implementation of GtkMediaStream for GTK4,2026-07-05T17:43:25+00:00
pitivi,pitivi,gnome.org,https://gitlab.gnome.org/GNOME/pitivi,GNOME/pitivi,,,Beautiful and powerful video editor based on GStreamer Editing Services.,2026-07-05T17:43:25+00:00
polari,polari,gnome.org,https://gitlab.gnome.org/GNOME/polari,GNOME/polari,,,Polari is a simple IRC Client that is designed to integrate seamlessly with GNOME 3,2026-07-05T17:43:25+00:00
Postr,postr,gnome.org,https://gitlab.gnome.org/GNOME/postr,GNOME/postr,,,A simple tool to upload pictures to Flickr,2026-07-05T17:43:25+00:00
presentation-templates,presentation-templates,gnome.org,https://gitlab.gnome.org/GNOME/presentation-templates,GNOME/presentation-templates,,,,2026-07-05T17:43:25+00:00
pyatspi2,pyatspi2,gnome.org,https://gitlab.gnome.org/GNOME/pyatspi2,GNOME/pyatspi2,,,,2026-07-05T17:43:25+00:00
pygobject,pygobject,gnome.org,https://gitlab.gnome.org/GNOME/pygobject,GNOME/pygobject,,,🐍 https://pygobject.gnome.org/,2026-07-05T17:43:25+00:00
pygobject-docs,pygobject-docs,gnome.org,https://gitlab.gnome.org/GNOME/pygobject-docs,GNOME/pygobject-docs,,,Python API documentation for the GNOME platform https://api.pygobject.gnome.org,2026-07-05T17:43:25+00:00
quadrapassel,quadrapassel,gnome.org,https://gitlab.gnome.org/GNOME/quadrapassel,GNOME/quadrapassel,,,Fit falling blocks together,2026-07-05T17:43:25+00:00
recipes,recipes,gnome.org,https://gitlab.gnome.org/GNOME/recipes,GNOME/recipes,,,GNOME likes to cook,2026-07-05T17:43:25+00:00
releng,releng,gnome.org,https://gitlab.gnome.org/GNOME/releng,GNOME/releng,,,,2026-07-05T17:43:25+00:00
rhythmbox,rhythmbox,gnome.org,https://gitlab.gnome.org/GNOME/rhythmbox,GNOME/rhythmbox,,,,2026-07-05T17:43:25+00:00
rygel,rygel,gnome.org,https://gitlab.gnome.org/GNOME/rygel,GNOME/rygel,,,"Rygel is a home media solution (UPnP AV MediaServer) that allows you to easily share audio, video and pictures to other devices. Additionally, media player software may use Rygel to become a MediaRend",2026-07-05T17:43:25+00:00
Passwords and Secrets,seahorse,gnome.org,https://gitlab.gnome.org/GNOME/seahorse,GNOME/seahorse,,,A password and encryption key manager for GNOME.,2026-07-05T17:43:25+00:00
shotwell,shotwell,gnome.org,https://gitlab.gnome.org/GNOME/shotwell,GNOME/shotwell,,,Shotwell is a photo manager with simple image enhancement features,2026-07-05T17:43:25+00:00
Video Player,showtime,gnome.org,https://gitlab.gnome.org/GNOME/showtime,GNOME/showtime,,,Watch without distraction,2026-07-05T17:43:25+00:00
Document Scanner,simple-scan,gnome.org,https://gitlab.gnome.org/GNOME/simple-scan,GNOME/simple-scan,,,,2026-07-05T17:43:25+00:00
Snapshot,snapshot,gnome.org,https://gitlab.gnome.org/GNOME/snapshot,GNOME/snapshot,,,Take pictures and videos,2026-07-05T17:43:25+00:00
sound-juicer,sound-juicer,gnome.org,https://gitlab.gnome.org/GNOME/sound-juicer,GNOME/sound-juicer,,,,2026-07-05T17:43:25+00:00
sushi,sushi,gnome.org,https://gitlab.gnome.org/GNOME/sushi,GNOME/sushi,,,A file previewer for the GNOME desktop environment.,2026-07-05T17:43:25+00:00
swell-foop,swell-foop,gnome.org,https://gitlab.gnome.org/GNOME/swell-foop,GNOME/swell-foop,,,Clear the screen by removing groups of colored and shaped tiles,2026-07-05T17:43:25+00:00
sysprof,sysprof,gnome.org,https://gitlab.gnome.org/GNOME/sysprof,GNOME/sysprof,,,,2026-07-05T17:43:25+00:00
tali,tali,gnome.org,https://gitlab.gnome.org/GNOME/tali,GNOME/tali,,,,2026-07-05T17:43:25+00:00
tecla,tecla,gnome.org,https://gitlab.gnome.org/GNOME/tecla,GNOME/tecla,,,,2026-07-05T17:43:25+00:00
telegnome,telegnome,gnome.org,https://gitlab.gnome.org/GNOME/telegnome,GNOME/telegnome,,,,2026-07-05T17:43:25+00:00
template-glib,template-glib,gnome.org,https://gitlab.gnome.org/GNOME/template-glib,GNOME/template-glib,,,template-glib is a library for template expansion which supports calling into GObject Introspection from templates.,2026-07-05T17:43:25+00:00
TinySPARQL,tinysparql,gnome.org,https://gitlab.gnome.org/GNOME/tinysparql,GNOME/tinysparql,,,Low-footprint RDF triple store library with SPARQL 1.1 interface,2026-07-05T17:43:25+00:00
totem,totem,gnome.org,https://gitlab.gnome.org/GNOME/totem,GNOME/totem,,,,2026-07-05T17:43:25+00:00
totem-pl-parser,totem-pl-parser,gnome.org,https://gitlab.gnome.org/GNOME/totem-pl-parser,GNOME/totem-pl-parser,,,,2026-07-05T17:43:25+00:00
totem-video-thumbnailer,totem-video-thumbnailer,gnome.org,https://gitlab.gnome.org/GNOME/totem-video-thumbnailer,GNOME/totem-video-thumbnailer,,,Video thumbnailer for embedded uses,2026-07-05T17:43:25+00:00
tracker-miner-media,tracker-miner-media,gnome.org,https://gitlab.gnome.org/GNOME/tracker-miner-media,GNOME/tracker-miner-media,,,,2026-07-05T17:43:25+00:00
twenty-years,twenty-years,gnome.org,https://gitlab.gnome.org/GNOME/twenty-years,GNOME/twenty-years,,,,2026-07-05T17:43:25+00:00
vala,vala,gnome.org,https://gitlab.gnome.org/GNOME/vala,GNOME/vala,,,📘 [Manual](https://gnome.pages.gitlab.gnome.org/vala/manual/index.html) | 📗 [libvala API docs](https://gnome.pages.gitlab.gnome.org/vala/docs/vala/index.htm),2026-07-05T17:43:25+00:00
vala-extra-vapis,vala-extra-vapis,gnome.org,https://gitlab.gnome.org/GNOME/vala-extra-vapis,GNOME/vala-extra-vapis,,,,2026-07-05T17:43:25+00:00
vte,vte,gnome.org,https://gitlab.gnome.org/GNOME/vte,GNOME/vte,,,Virtual Terminal library # **You must read the [bug reporting guidelines](https://gitlab.gnome.org/GNOME/gnome-terminal/-/wikis/BugReportHowto) before filing an issue!**,2026-07-05T17:43:25+00:00
wing,wing,gnome.org,https://gitlab.gnome.org/GNOME/wing,GNOME/wing,,,,2026-07-05T17:43:25+00:00
xdg-desktop-portal-gnome,xdg-desktop-portal-gnome,gnome.org,https://gitlab.gnome.org/GNOME/xdg-desktop-portal-gnome,GNOME/xdg-desktop-portal-gnome,,,A backend implementation for xdg-desktop-portal for the GNOME desktop environment,2026-07-05T17:43:25+00:00
