repo,value_class,host,creators,origin,known_funders,repo_tm,repo_tm_owner,repo_tm_owner_domain,repo_tm_owner_type,repo_confidence,repo_reason,user,user_name,user_type,user_owner,user_owner_name,user_owner_domain,user_owner_type,user_tm,user_tm_owner,user_tm_owner_domain,user_tm_owner_type,user_confidence,user_reason,checked_at
gflags/gflags,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gflags,,,,,,,,,,,,,2026-04-27T23:00:00Z
gforcada/flake8-isort,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gforcada,,,,,,,,,,,,,2026-04-27T23:00:00Z
gfx-rs/genmesh,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gfx-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
gfx-rs/metal-rs,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gfx-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
gfx-rs/range-alloc,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gfx-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
gfx-rs/rspirv,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gfx-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
gfx-rs/wgpu,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gfx-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
gglanzani/hmsclient,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gglanzani,,,,,,,,,,,,,2026-04-27T23:00:00Z
ggml-org/ggml,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ggml-org,,,,,,,,,,,,,2026-04-27T23:00:00Z
ggml-org/llama,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ggml-org,,,,,,,,,,,,,2026-04-27T23:00:00Z
ggreer/the_silver_searcher,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ggreer,,,,,,,,,,,,,2026-04-27T23:00:00Z
ggriffiniii/httptest,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ggriffiniii,,,,,,,,,,,,,2026-04-27T23:00:00Z
ggwpez/proc-macro-warning,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),ggwpez,,,,,,,,,,,,,2026-04-27T23:00:00Z
giampaolo/psutil,B,,Giampaolo Rodola,,,,,,individual,90,inherited from owner mapping (giampaolo),giampaolo,Giampaolo Rodola,User,giampaolo,Giampaolo Rodola,,individual,,,,individual,90,solo Python maintainer (psutil),2026-04-27T22:41:10Z
gifnksm/lcov,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gifnksm,,,,,,,,,,,,,2026-04-27T23:00:00Z
gifnksm/topological-sort-rs,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gifnksm,,,,,,,,,,,,,2026-04-27T23:00:00Z
gildas-lormeau/zip.js,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gildas-lormeau,,,,,,,,,,,,,2026-04-27T23:00:00Z
gilmoreorless/css-shorthand-properties,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gilmoreorless,,,,,,,,,,,,,2026-04-27T23:00:00Z
gilnaa/extfmt,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gilnaa,,,,,,,,,,,,,2026-04-27T23:00:00Z
gilnaa/globwalk,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gilnaa,,,,,,,,,,,,,2026-04-27T23:00:00Z
gilnaa/memoffset,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gilnaa,,,,,,,,,,,,,2026-04-27T23:00:00Z
gimli-rs/addr2line,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gimli-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
gimli-rs/cpp_demangle,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gimli-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
gimli-rs/findshlibs,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gimli-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
gimli-rs/gimli,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gimli-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
gimli-rs/leb128,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gimli-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
gimli-rs/object,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gimli-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
git/git,B,,Linus Torvalds | Junio C Hamano,Created by Linus Torvalds in 2005 in two weeks after Linux kernel lost free use of BitKeeper; Junio Hamano has been the maintainer since 2005.,Software Freedom Conservancy | GitLab | GitHub | Sourcegraph,Git,Software Freedom Conservancy,git-scm.com,community,90,inherited from owner mapping (git),git,,,git,Git,git-scm.com,community,Git,Software Freedom Conservancy,git-scm.com,community,90,SFC fiscal sponsoree,2026-04-27T22:41:10Z
github/fetch,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),github,,,,,,,,,,,,,2026-04-27T23:00:00Z
github/metrics-exporter-statsd,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),github,,,,,,,,,,,,,2026-04-27T23:00:00Z
gitlab-freedesktop-mirrors/libxcb,B,,,,,,,,community,60,inherited from owner mapping (gitlab-freedesktop-mirrors),gitlab-freedesktop-mirrors,,,gitlab-freedesktop-mirrors,freedesktop.org GitLab mirrors,freedesktop.org,community,,,freedesktop.org,community,60,GitHub mirror of freedesktop GitLab projects,2026-04-27T22:41:10Z
gitoxidelabs/gitoxide,B,,,,,gitoxide,Sebastian Thiel,,community,90,inherited from owner mapping (gitoxidelabs),gitoxidelabs,,Organization,gitoxidelabs,gitoxide,,community,gitoxide,Sebastian Thiel,,community,90,Rust git impl community project,2026-04-27T22:41:10Z
gitoxidelabs/prodash,D,,,,,gitoxide,Sebastian Thiel,,community,90,inherited from owner mapping (gitoxidelabs),gitoxidelabs,,Organization,gitoxidelabs,gitoxide,,community,gitoxide,Sebastian Thiel,,community,90,Rust git impl community project,2026-04-27T22:41:10Z
gitpython-developers/gitdb,B,,,,,GitPython,GitPython developers,,community,90,inherited from owner mapping (gitpython-developers),gitpython-developers,,Organization,gitpython-developers,GitPython,,community,GitPython,GitPython developers,,community,90,Python git lib community project,2026-04-27T22:41:10Z
gitpython-developers/gitpython,B,,,,,GitPython,GitPython developers,,community,90,inherited from owner mapping (gitpython-developers),gitpython-developers,,Organization,gitpython-developers,GitPython,,community,GitPython,GitPython developers,,community,90,Python git lib community project,2026-04-27T22:41:10Z
gitpython-developers/smmap,B,,,,,GitPython,GitPython developers,,community,90,inherited from owner mapping (gitpython-developers),gitpython-developers,,Organization,gitpython-developers,GitPython,,community,GitPython,GitPython developers,,community,90,Python git lib community project,2026-04-27T22:41:10Z
gjtorikian/isbinaryfile,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gjtorikian,,,,,,,,,,,,,2026-04-27T23:00:00Z
gklijs/schema_registry_converter,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gklijs,,,,,,,,,,,,,2026-04-27T23:00:00Z
gkz/levn,B,,George Zahariev,,,,,,individual,60,inherited from owner mapping (gkz),gkz,George Zahariev,User,gkz,George Zahariev,,individual,,,,individual,60,solo maintainer (livescript),2026-04-27T22:41:10Z
gkz/optionator,B,,George Zahariev,,,,,,individual,60,inherited from owner mapping (gkz),gkz,George Zahariev,User,gkz,George Zahariev,,individual,,,,individual,60,solo maintainer (livescript),2026-04-27T22:41:10Z
gkz/prelude-ls,A,,George Zahariev,,,,,,individual,60,inherited from owner mapping (gkz),gkz,George Zahariev,User,gkz,George Zahariev,,individual,,,,individual,60,solo maintainer (livescript),2026-04-27T22:41:10Z
gkz/type-check,B,,George Zahariev,,,,,,individual,60,inherited from owner mapping (gkz),gkz,George Zahariev,User,gkz,George Zahariev,,individual,,,,individual,60,solo maintainer (livescript),2026-04-27T22:41:10Z
glademiller/openapiv3,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),glademiller,,,,,,,,,,,,,2026-04-27T23:00:00Z
glentiki/hdr-histogram-percentiles-obj,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),glentiki,,,,,,,,,,,,,2026-04-27T23:00:00Z
glium/glium,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),glium,,,,,,,,,,,,,2026-04-27T23:00:00Z
gltf-rs/gltf,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gltf-rs,,,,,,,,,,,,,2026-04-27T23:00:00Z
glueball/simple-mermaid,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),glueball,,,,,,,,,,,,,2026-04-27T23:00:00Z
gluon-lang/lsp-types,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gluon-lang,,,,,,,,,,,,,2026-04-27T23:00:00Z
glyph/automat,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),glyph,,,,,,,,,,,,,2026-04-27T23:00:00Z
glyph/publication,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),glyph,,,,,,,,,,,,,2026-04-27T23:00:00Z
gmp-mirror/gmp,A,,,,,GMP,Free Software Foundation,gnu.org,community,90,inherited from owner mapping (gmp-mirror),gmp-mirror,,,gmp-mirror,GNU MP mirror,gmplib.org,community,GMP,Free Software Foundation,gmplib.org,community,90,GitHub mirror of GNU MP,2026-04-27T22:41:10Z
gmr/pamqp,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gmr,,,,,,,,,,,,,2026-04-27T23:00:00Z
gnome/gdk-pixbuf,B,,,,,GNOME,GNOME Foundation,gnome.org,nonprofit,90,inherited from owner mapping (gnome),gnome,,,gnome,The GNOME Project,gnome.org,nonprofit,GNOME,GNOME Foundation,gnome.org,nonprofit,90,registered 501(c)(3) foundation,2026-04-27T22:41:10Z
gnome/glib,B,,,,,GNOME,GNOME Foundation,gnome.org,nonprofit,90,inherited from owner mapping (gnome),gnome,,,gnome,The GNOME Project,gnome.org,nonprofit,GNOME,GNOME Foundation,gnome.org,nonprofit,90,registered 501(c)(3) foundation,2026-04-27T22:41:10Z
gnome/libxml2,B,,,,,GNOME,GNOME Foundation,gnome.org,nonprofit,90,inherited from owner mapping (gnome),gnome,,,gnome,The GNOME Project,gnome.org,nonprofit,GNOME,GNOME Foundation,gnome.org,nonprofit,90,registered 501(c)(3) foundation,2026-04-27T22:41:10Z
gnome/pango,B,,,,,GNOME,GNOME Foundation,gnome.org,nonprofit,90,inherited from owner mapping (gnome),gnome,,,gnome,The GNOME Project,gnome.org,nonprofit,GNOME,GNOME Foundation,gnome.org,nonprofit,90,registered 501(c)(3) foundation,2026-04-27T22:41:10Z
gnomeddev/extract_map,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gnomeddev,,,,,,,,,,,,,2026-04-27T23:00:00Z
gnomeddev/proc-macro-error-2,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gnomeddev,,,,,,,,,,,,,2026-04-27T23:00:00Z
gnomeddev/serde_cow,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gnomeddev,,,,,,,,,,,,,2026-04-27T23:00:00Z
gnomeddev/typesize,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gnomeddev,,,,,,,,,,,,,2026-04-27T23:00:00Z
gnosek/nginx-upstream-fair,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gnosek,,,,,,,,,,,,,2026-04-27T23:00:00Z
gnosis/libunistring,B,,,,,Gnosis,Gnosis Limited,,company,90,inherited from owner mapping (gnosis),gnosis,,,gnosis,Gnosis,gnosis.io,company,Gnosis,Gnosis Limited,gnosis.io,company,90,DAO/safe-multisig company,2026-04-27T23:00:00Z
gnuaspell/aspell,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gnuaspell,,,,,,,,,,,,,2026-04-27T23:00:00Z
gnutls/gnutls,B,,,,,GnuTLS,Free Software Foundation,gnu.org,community,90,inherited from owner mapping (gnutls),gnutls,,,gnutls,GnuTLS,gnutls.org,community,GnuTLS,Free Software Foundation,gnutls.org,community,90,GNU project,2026-04-27T22:41:10Z
gnutls/libtasn1,B,,,,,GnuTLS,Free Software Foundation,gnu.org,community,90,inherited from owner mapping (gnutls),gnutls,,,gnutls,GnuTLS,gnutls.org,community,GnuTLS,Free Software Foundation,gnutls.org,community,90,GNU project,2026-04-27T22:41:10Z
gnutls/nettle,B,,,,,GnuTLS,Free Software Foundation,gnu.org,community,90,inherited from owner mapping (gnutls),gnutls,,,gnutls,GnuTLS,gnutls.org,community,GnuTLS,Free Software Foundation,gnutls.org,community,90,GNU project,2026-04-27T22:41:10Z
gnzlbg/match_cfg,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gnzlbg,,,,,,,,,,,,,2026-04-27T23:00:00Z
gnzlbg/sleef-sys,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gnzlbg,,,,,,,,,,,,,2026-04-27T23:00:00Z
gnzlbg/slice_deque,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),gnzlbg,,,,,,,,,,,,,2026-04-27T23:00:00Z
goinstant/buffer-equal-constant-time,C,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),goinstant,,,,,,,,,,,,,2026-04-27T23:00:00Z
golddranks/try_map,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),golddranks,,,,,,,,,,,,,2026-04-27T23:00:00Z
goldsteine/mark-flaky-tests,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),goldsteine,,,,,,,,,,,,,2026-04-27T23:00:00Z
google-deepmind/chex,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),google-deepmind,,,,,,,,,,,,,2026-04-27T23:00:00Z
google-research/google-research,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),google-research,,,,,,,,,,,,,2026-04-27T23:00:00Z
google-research/torchsde,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),google-research,,,,,,,,,,,,,2026-04-27T23:00:00Z
google/apitools,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/argh,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/array_record,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/assertor,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/brotli,A,,,,,Google,Google LLC (Alphabet GOOGL),google.com,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/commonlooputils,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/coset,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/csp-evaluator,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/double-conversion,C,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/draco,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/etils,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/eventid-js,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/flatbuffers,C,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/flax,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/glog,C,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/google-reauth-python,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/googletest,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/googletest-rust,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/highway,C,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/liblc3,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/libultrahdr,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/ml_collections,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/node-gtoken,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/or-tools,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/orbax,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/pasta,C,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/protobuf,C,,,,Google,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/python-subprocess32,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/python_portpicker,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/pyu2f,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/re2,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/rust_icu,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/sentencepiece,C,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/serde_json5,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/shaderc,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/snappy,C,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/tarpc,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/tensorstore,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/woff2,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/xi-editor,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/xnnpack,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
google/zerocopy,B,,,,,Google,Google LLC (Alphabet GOOGL),google.com,company,90,inherited from owner mapping (google),google,Google,Organization,google,Google,google.com,company,Google,Google LLC (Alphabet GOOGL),google.com,company,90,publicly listed parent,2026-04-27T22:41:10Z
googleads/google-ads-python,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),googleads,,,,,,,,,,,,,2026-04-27T23:00:00Z
googleads/googleads-python-lib,D,,,,,,,,,0,owner not in claude-github-users.csv (likely C/D class),googleads,,,,,,,,,,,,,2026-04-27T23:00:00Z
googleapis/google-api-nodejs-client,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),googleapis,Google APIs,Organization,google,Google APIs,googleapis.com,company,Google,Google LLC (Alphabet GOOGL),googleapis.com,company,90,Google subsidiary org for client libs,2026-04-27T22:41:10Z
googleapis/google-api-python-client,B,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),googleapis,Google APIs,Organization,google,Google APIs,googleapis.com,company,Google,Google LLC (Alphabet GOOGL),googleapis.com,company,90,Google subsidiary org for client libs,2026-04-27T22:41:10Z
googleapis/google-auth-library-python,A,,,,Google,Google,Google LLC (Alphabet GOOGL),google.com,company,90,inherited from owner mapping (google),googleapis,Google APIs,Organization,google,Google APIs,googleapis.com,company,Google,Google LLC (Alphabet GOOGL),googleapis.com,company,90,Google subsidiary org for client libs,2026-04-27T22:41:10Z
googleapis/google-cloud-node-core,B,,,,,Google,Google LLC (Alphabet GOOGL),google.com,company,90,inherited from owner mapping (google),googleapis,Google APIs,Organization,google,Google APIs,googleapis.com,company,Google,Google LLC (Alphabet GOOGL),googleapis.com,company,90,Google subsidiary org for client libs,2026-04-27T22:41:10Z
googleapis/google-cloud-python,A,,,,Google,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),googleapis,Google APIs,Organization,google,Google APIs,googleapis.com,company,Google,Google LLC (Alphabet GOOGL),googleapis.com,company,90,Google subsidiary org for client libs,2026-04-27T22:41:10Z
googleapis/google-cloud-rust,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),googleapis,Google APIs,Organization,google,Google APIs,googleapis.com,company,Google,Google LLC (Alphabet GOOGL),googleapis.com,company,90,Google subsidiary org for client libs,2026-04-27T22:41:10Z
googleapis/google-p12-pem,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),googleapis,Google APIs,Organization,google,Google APIs,googleapis.com,company,Google,Google LLC (Alphabet GOOGL),googleapis.com,company,90,Google subsidiary org for client libs,2026-04-27T22:41:10Z
googleapis/google-resumable-media-python,B,,,,,Google,Google LLC (Alphabet GOOGL),google.com,company,90,inherited from owner mapping (google),googleapis,Google APIs,Organization,google,Google APIs,googleapis.com,company,Google,Google LLC (Alphabet GOOGL),googleapis.com,company,90,Google subsidiary org for client libs,2026-04-27T22:41:10Z
googleapis/nodejs-firestore,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),googleapis,Google APIs,Organization,google,Google APIs,googleapis.com,company,Google,Google LLC (Alphabet GOOGL),googleapis.com,company,90,Google subsidiary org for client libs,2026-04-27T22:41:10Z
googleapis/nodejs-paginator,D,,,,,Google,Google LLC (Alphabet GOOGL),,company,90,inherited from owner mapping (google),googleapis,Google APIs,Organization,google,Google APIs,googleapis.com,company,Google,Google LLC (Alphabet GOOGL),googleapis.com,company,90,Google subsidiary org for client libs,2026-04-27T22:41:10Z
