"user","user_id","user_type","name","company","blog","domain","is_verified","foundation","followers","public_repos","source"
"cezarydanielnowak","","","","","","","False","","","",""
"cf-natali","","","","","","","False","","","",""
"cfinke","","","","","","","False","","","",""
"cfrancia","","","","","","","False","","","",""
"cfsghost","","","","","","","False","","","",""
"cfware","","","","","","","False","","","",""
"cfworker","","","","","","","False","","","",""
"cgewecke","","","","","","","False","","","",""
"cgohlke","","","","","","","False","","","",""
"cgoldberg","","","","","","","False","","","",""
"chaance","3082153","User","Chance Strickland","@workos","https://chance.dev","","False","","1013","142","db"
"chadhietala","","","","","","","False","","","",""
"chadkillingsworth","","","","","","","False","","","",""
"chadxz","","","","","","","False","","","",""
"chaijs","1515293","Organization","Chai.js Assertion Library","","https://chaijs.github.io","","False","","76","25","db"
"chaimleib","","","","","","","False","","","",""
"chainsafe","27474093","Organization","ChainSafe","","chainsafe.io","chainsafe.io","True","","768","472","db"
"chairuosen","","","","","","","False","","","",""
"chakki-works","25578516","Organization","chakki","","https://medium.com/chakki","","False","","33","22","db"
"chalk","13122722","Organization","chalk","","https://github.com/chalk/chalk","","False","","145","16","db"
"chalker","291301","User","Nikita Skovoroda","","","","False","","674","239","db"
"championswimmer","1327050","User","Arnav Gupta","@facebook","http://championswimmer.in","","False","","5023","385","db"
"chanced","","","","","","","False","","","",""
"chancejs","17460423","Organization","Chance","","https://chancejs.com","","False","","12","5","db"
"changaco","","","","","","","False","","","",""
"changesets","51163350","Organization","","","https://github.com/changesets/changesets","","False","","144","5","db"
"chaosmail","","","","","","","False","","","",""
"char0n","","","","","","","False","","","",""
"chardet","6211498","Organization","Character Encoding Detector","","","","False","","20","3","db"
"charettes","","","","","","","False","","","",""
"chargebee","","","","","","","False","","","",""
"charlesstover","155327475","User","Charles Stover","","","","False","","3","92","db"
"charlierudolph","","","","","","","False","","","",""
"charmander","","","","","","","False","","","",""
"charpeni","","","","","","","False","","","",""
"chartjs","10342521","Organization","Chart.js","","http://www.chartjs.org/","","False","","852","20","db"
"checkly","25982255","Organization","Checkly","","https://checklyhq.com","checklyhq.com","True","","252","74","db"
"cheeriojs","7230330","Organization","Cheerio","","https://cheerio.js.org","","False","","88","3","db"
"cheminfo","","","","","","","False","","","",""
"cheminfo-js","","","","","","","False","","","",""
"chenckang","","","","","","","False","","","",""
"chenfengjw163","","","","","","","False","","","",""
"chenglou","1909539","User","Cheng Lou","","","","False","","5983","177","db"
"chenqingspring","1265352","User","Chen Qing","ThoughtWorks ","","","False","","239","64","db"
"chenshuai2144","8186664","User","陈帅","ʕʘ̅͜ʘ̅ʔ ","","","False","","1589","106","db"
"cher-nov","","","","","","","False","","","",""
"cherrry","","","","","","","False","","","",""
"cheton","","","","","","","False","","","",""
"chevrotain","12685586","Organization","","","","","False","","13","2","db"
"chezou","916653","User","Aki Ariga","@treasure-data ","https://chezo.uno/","","False","","236","79","db"
"chia-network","34047804","Organization","Chia Network","","https://chia.net","chia.net","True","","744","131","db"
"chibisov","522462","User","Gennady Chibisov","Yandex","https://blog.chib.me","","False","","61","30","db"
"chicoxyzzy","1507086","User","Sergey Rubanov","","","","False","","1017","201","db"
"chilijung","","","","","","","False","","","",""
"chilipp","","","","","","","False","","","",""
"chill117","","","","","","","False","","","",""
"chimpler","","","","","","","False","","","",""
"chimurai","655241","User","Steven Chim","","","","False","","180","16","db"
"chinedufn","2099811","User","Chinedu Francis Nwafili","","https://chinedufn.com","","False","","538","106","db"
"chippers","","","","","","","False","","","",""
"chipsenkbeil","2481802","User","Chip Senkbeil","@facebook ","https://www.chipsenkbeil.com/","","False","","207","96","db"
"chjj","470564","User","Christopher Jeffrey (JJ)","Warp","https://x.com/_chjj","","False","","2550","87","db"
"chlee1001","","","","","","","False","","","",""
"chmln","11352152","User","Gregory","","","","False","","387","39","db"
"cho45","","","","","","","False","","","",""
"chocolateboy","","","","","","","False","","","",""
"choices-js","78694264","Organization","","","","","False","","21","1","db"
"choojs","29929674","Organization","choo","","https://choo.io","","False","","44","51","db"
"chowdhurya","","","","","","","False","","","",""
"chris-baker","","","","","","","False","","","",""
"chris-morgan","","","","","","","False","","","",""
"chrisa","","","","","","","False","","","",""
"chrisbateman","1145857","User","Chris Bateman","","cbateman.com","","False","","72","30","db"
"chrisbottin","","","","","","","False","","","",""
"chrisdenton","","","","","","","False","","","",""
"chrisdickinson","37303","User","Chris Dickinson","@dylibso","https://www.neversaw.us/","","False","","1265","352","db"
"chrisgalvan","","","","","","","False","","","",""
"chrisguttandin","","","","","","","False","","","",""
"chrishoermann","","","","","","","False","","","",""
"chrisjbillington","","","","","","","False","","","",""
"chrislim2888","","","","","","","False","","","",""
"chrismattmann","395887","User","Chris Mattmann","Mattmann.AI","http://mattmann.ai","","False","","791","134","db"
"chriso","","","","","","","False","","","",""
"chrissimpkins","4249591","User","Chris Simpkins","","https://1010.gitlab.io","","False","","671","153","db"
"chrisstaite","","","","","","","False","","","",""
"christian-bromann","731337","User","Christian Bromann","@langchain-ai","https://bromann.dev","","False","","1338","271","db"
"christianhelle","","","","","","","False","","","",""
"christianmurphy","","","","","","","False","","","",""
"christippett","","","","","","","False","","","",""
"christkv","","","","","","","False","","","",""
"christoffritz","","","","","","","False","","","",""
"christophebougere","","","","","","","False","","","",""
"christophercrouzet","","","","","","","False","","","",""
"christsim","","","","","","","False","","","",""
"chrisumbel","","","","","","","False","","","",""
"chrmod","","","","","","","False","","","",""
"chroma-core","105881770","Organization","Chroma","","trychroma.com","","False","","759","26","db"
"chromaui","24584319","Organization","Chromatic","","https://www.chromatic.com","chromatic.com","True","","207","94","db"
"chromedevtools","11260967","Organization","","","https://devtools.chrome.com","","False","","1193","19","db"
"chronotope","20810954","Organization","Chronotope","","","","False","","30","6","db"
"chrum","","","","","","","False","","","",""
"chrvadala","","","","","","","False","","","",""
"chyh1990","","","","","","","False","","","",""
"ciaranj","55368","User","Ciaran Jessup","","","","False","","335","122","db"
"cibernox","","","","","","","False","","","",""
"cimi","","","","","","","False","","","",""
"cimpress-mcp","","","","","","","False","","","",""
"cipchk","2987467","User","卡色","","","","False","","1069","102","db"
"circa10a","","","","","","","False","","","",""
"circlecell","","","","","","","False","","","",""
"circus-tent","8830252","Organization","Circus Process Manager","","http://circus.readthedocs.org","","False","","3","4","db"
"cisco","1376999","Organization","Cisco Systems","","https://cisco.com","cisco.com","True","","1278","84","db"
"cisco-talos","28057349","Organization","Cisco Talos","","https://www.talosintelligence.com","","False","","676","71","db"
"ciscoheat","130450","User","Andreas Söderlund","","https://blog.encodeart.dev","","False","","342","124","db"
"civiccc","49964643","Organization","Civic Code Collective","","","","False","","4","37","db"
"cjekel","","","","","","","False","","","",""
"cjhutto","1241440","User","C.J. Hutto","Georgia Institute of Technology","http://comp.social.gatech.edu/","","False","","166","2","db"
"cjolowicz","653941","User","Claudio Jolowicz","@cloudflare","https://cjolowicz.github.io/","","False","","415","205","db"
"cjoudrey","","","","","","","False","","","",""
"cjp10","","","","","","","False","","","",""
"ck86","","","","","","","False","","","",""
"ckan","1630326","Organization","ckan","","https://ckan.org","","False","","246","79","db"
"ckeditor","825710","Organization","CKEditor Ecosystem","","https://ckeditor.com/","ckeditor.com","True","","385","133","db"
"cknd","486707","User","Clemens Korndörfer","","","","False","","60","13","db"
"cksac","147393","User","cksac","","","","False","","0","88","db"
"clab","2374376","Organization","Chris Dyer's lab @ LTI/CMU","","http://clab.github.com","","False","","26","35","db"
"clap-rs","39927937","Organization","","","https://docs.rs/clap","","False","","124","14","db"
"clarkdo","","","","","","","False","","","",""
"clarketm","9957358","User","Travis Clarke","@facebook","https://blog.travismclarke.com","","False","","334","253","db"
"classner","","","","","","","False","","","",""
"clauderic","1416436","User","Claudéric Demers","@Shopify","","","False","","2426","82","db"
"claudijo","","","","","","","False","","","",""
"claygregory","","","","","","","False","","","",""
"cldellow","","","","","","","False","","","",""
"cldf","","","","","","","False","","","",""
"clean-css","86835400","Organization","","","","","False","","8","3","db"
"clearbit","","","","","","","False","","","",""
"clearml","38647316","Organization","ClearML","","https://www.clear.ml","clear.ml","True","","238","32","db"
"cleder","","","","","","","False","","","",""
"clemfromspace","","","","","","","False","","","",""
"clenemt","","","","","","","False","","","",""
"clessg","","","","","","","False","","","",""
"clever","","","","","","","False","","","",""
"cli-table","","","","","","","False","","","",""
"click-contrib","","","","","","","False","","","",""
"clickhouse","54801242","Organization","ClickHouse","","https://clickhouse.com","clickhouse.com","True","","1699","299","db"
"cliffano","","","","","","","False","","","",""
"cline","184127137","Organization","Cline","","https://cline.bot","","False","","1582","17","db"
"clinicjs","38443721","Organization","Clinic.js","","https://clinicjs.org","","False","","132","16","db"
"clld","","","","","","","False","","","",""
"clokep","","","","","","","False","","","",""
"closeio","437267","Organization","Close","","https://close.com/","close.com","True","","273","185","db"
"cloud-custodian","38811484","Organization","Cloud Custodian","","https://cloudcustodian.io","cloudcustodian.io","True","","137","14","db"
"cloudacy","","","","","","","False","","","",""
"cloudant","","","","","","","False","","","",""
"cloudant-labs","","","","","","","False","","","",""
"cloudcmd","","","","","","","False","","","",""
"cloudera","87383","Organization","Cloudera","","www.cloudera.com","","False","","323","209","db"
"cloudevents","32076828","Organization","CloudEvents","","https://cloudevents.io","","False","","648","12","db"
"cloudflare","314135","Organization","Cloudflare","","https://www.cloudflare.com","","False","","12271","553","db"
"cloudfoundry-community","","","","","","","False","","","",""
"cloudhead","40774","User","Alexis Sellier","Radicle","https://cloudhead.io","","False","","3377","92","db"
"cloudinary","","","","","","","False","","","",""
"cloudinary-community","","","","","","","False","","","",""
"cloudpipe","10352495","Organization","","","","","False","","12","15","db"
"cloudsigma","","","","","","","False","","","",""
"cloudtools","3028687","Organization","","","","","False","","49","16","db"
"cloudwego","79236453","Organization","CloudWeGo","","https://www.cloudwego.io/","cloudwego.io","True","","4843","46","db"
"clucompany","","","","","","","False","","","",""
"clutchski","92482","User","Matt Perpick","@braintrustdata, @Datadog","","","False","","119","30","db"
"clux","134092","User","Eirik A","","clux.dev","","False","","355","117","db"
"cma-es","9052298","Organization","","","","","False","","32","8","db"
"cmaas","","","","","","","False","","","",""
"cmake-js","","","","","","","False","","","",""
"cmanzana","","","","","","","False","","","",""
"cmheisel","","","","","","","False","","","",""
"cmpute","","","","","","","False","","","",""
"cmr","","","","","","","False","","","",""
"cnpm","6365106","Organization","cnpm","","https://npmmirror.com","","False","","95","76","db"
"coady","","","","","","","False","","","",""
"coatue-oss","","","","","","","False","","","",""
"cobalt-org","9417410","Organization","Cobalt","","https://cobalt-org.github.io/","","False","","77","10","db"
"cobrateam","403905","Organization","Cobra Team","","","","False","","14","25","db"
"cockroachdb","6748139","Organization","CockroachDB","","https://www.cockroachlabs.com/","cockroachlabs.com","True","","911","220","db"
"cocopon","602961","User","Hiroki Kokubun","@flufflop","https://cocopon.me","","False","","753","44","db"
"codama-idl","","","","","","","False","","","",""
"code-farmz","","","","","","","False","","","",""
"codebelt","","","","","","","False","","","",""
"codeception","1288753","Organization","Codeception Testing Framework","","http://codeception.com","","False","","54","78","db"
"codeceptjs","54646432","Organization","CodeceptJS","","https://codecept.io","","False","","45","25","db"
"codecobblers","","","","","","","False","","","",""
"codecov","8226205","Organization","Codecov","","https://codecov.io/","codecov.io","True","","729","134","db"
"codedstructure","","","","","","","False","","","",""
"codegenieapp","151420282","Organization","Code Genie","","https://codegenie.codes","","False","","21","4","db"
"codelucas","2288709","User","Lucas Ou-Yang","","https://codelucas.com","","False","","920","27","db"
"codemanki","","","","","","","False","","","",""
"codemirror","8876537","Organization","CodeMirror","","http://codemirror.net","","False","","767","57","db"
"codemod-js","","","","","","","False","","","",""
"codemodsquad","","","","","","","False","","","",""
"codenirvana","","","","","","","False","","","",""
"codenothing","","","","","","","False","","","",""
"codeparty","","","","","","","False","","","",""
"codepunkt","","","","","","","False","","","",""
"coderaiser","1573141","User","coderaiser","Cloud Commander","http://coderaiser.github.io","","False","","335","268","db"
"coderpuppy","","","","","","","False","","","",""
"codesandbox","32880324","Organization","CodeSandbox","","https://codesandbox.io","codesandbox.io","True","","3113","139","db"
"codeseven","1694332","Organization","","","","","False","","52","2","db"
"codeskills-dev","","","","","","","False","","","",""
"codespell-project","39140587","Organization","","","","","False","","27","4","db"
"codewithswastik","","","","","","","False","","","",""
"codex-","","","","","","","False","","","",""
"codingame","","","","","","","False","","","",""
"codingfu","","","","","","","False","","","",""
"codingjerk","","","","","","","False","","","",""
"codingjoe","1772890","User","Johannes Maron","","codingjoe.dev","","False","","278","134","db"
"codrsquad","","","","","","","False","","","",""
"codsen","","","","","","","False","","","",""
"codspeedhq","","","","","","","False","","","",""
"coggle","","","","","","","False","","","",""
"cognitect","5470150","Organization","Cognitect","","cognitect.com","","False","","82","12","db"
"cohere-ai","54850923","Organization","Cohere","","https://cohere.com","cohere.com","True","","1266","57","db"
"coherent-oss","","","","","","","False","","","",""
"coin-or","6062319","Organization","COIN-OR Foundation","","https://www.coin-or.org","coin-or.org","True","","719","81","db"
"coinbase","1885080","Organization","Coinbase","","https://www.coinbase.com","","False","","2462","168","db"
"cojs","","","","","","","False","","","",""
"cole14","","","","","","","False","","","",""
"coleifer","119974","User","Charles Leifer","","https://charlesleifer.com/blog/","","False","","2222","31","db"
"colin-b","","","","","","","False","","","",""
"colin-kiegel","7691186","User","Colin Kiegel","","","","False","","47","6","db"
"colinhacks","3084745","User","Colin McDonnell","","https://colinhacks.com","","False","","3653","158","db"
"colinmeinke","","","","","","","False","","","",""
"collective","362867","Organization","Collective","","https://collective.github.io","","False","","272","1955","db"
"colonyamerican","","","","","","","False","","","",""
"color-js","151972306","Organization","Color.js","","https://colorjs.io","","False","","16","6","db"
"colorjs","","","","","","","False","","","",""
"colour-science","8414607","Organization","colour-science","","https://www.colour-science.org","","False","","401","89","db"
"combust","16053266","Organization","Combust","","www.combust.ml","","False","","16","20","db"
"comex","47517","User","","","","","False","","1310","154","db"
"commander-js","","","","","","","False","","","",""
"commenthol","2604482","User","","","","","False","","64","168","db"
"commissure","","","","","","","False","","","",""
"commitizen","11980392","Organization","Commitizen","","http://twitter.com/commitizen","","False","","145","12","db"
"commitizen-tools","62252524","Organization","Commitizen Tools","","https://commitizen-tools.github.io/","","False","","64","6","db"
"commonmark","8661225","Organization","CommonMark","","http://commonmark.org","","False","","287","6","db"
"component","","","","","","","False","","","",""
"compulim","","","","","","","False","","","",""
"computationalmodelling","","","","","","","False","","","",""
"compute-io","","","","","","","False","","","",""
"computerjazz","6730148","User","Daniel Merrill","","","","False","","164","59","db"
"compwright","","","","","","","False","","","",""
"conan-io","15212165","Organization","Conan.io","","https://conan.io","conan.io","True","","426","36","db"
"concordancejs","","","","","","","False","","","",""
"conda","6392739","Organization","conda","","https://conda.org","","False","","659","41","db"
"conduit-rust","","","","","","","False","","","",""
"configcat","","","","","","","False","","","",""
"confio","","","","","","","False","","","",""
"confluentinc","9439498","Organization","Confluent Inc.","","https://confluent.io","confluent.io","True","","2442","418","db"
"confuser","","","","","","","False","","","",""
"connec","","","","","","","False","","","",""
"connectedcars","","","","","","","False","","","",""
"connesc","","","","","","","False","","","",""
"connor4312","2230985","User","Connor Peet","VS Code & @Microsoft","https://peet.io","","False","","1029","256","db"
"connoratherton","3777511","User","Connor Atherton","","https://www.connoratherton.com","","False","","387","120","db"
"connormiha","","","","","","","False","","","",""
"connrs","","","","","","","False","","","",""
"conradkleinespel","","","","","","","False","","","",""
"conradludgate","","","","","","","False","","","",""
"console-rs","97177645","Organization","","","","","False","","89","3","db"
"console-table-printer","","","","","","","False","","","",""
"const-io","","","","","","","False","","","",""
"constancecchen","","","","","","","False","","","",""
"construct","","","","","","","False","","","",""
"constructive-io","","","","","","","False","","","",""
"constverum","5204477","User","Denis","Independent contractor","","","False","","174","3","db"
"contain-rs","","","","","","","False","","","",""
"containerbuildsystem","","","","","","","False","","","",""
"contentauth","","","","","","","False","","","",""
"contentco","","","","","","","False","","","",""
"contentful","472182","Organization","Contentful","","https://www.contentful.com","contentful.com","True","","749","268","db"
"contentful-userland","","","","","","","False","","","",""
"contentstack","","","","","","","False","","","",""
"contourpy","","","","","","","False","","","",""
"contra","","","","","","","False","","","",""
"conventional-changelog","16443515","Organization","","","","","False","","486","12","db"
"conventional-commits","42154238","Organization","Conventional Commits","","https://conventionalcommits.org/","conventionalcommits.org","True","","276","7","db"
"cookiecutter","12502901","Organization","cookiecutter","","","","False","","375","3","db"
"cookpete","1926029","User","Pete Cook","","cookpete.com","","False","","556","33","db"
"cool-rr","56778","User","Ram Rachum","University of California, Berkeley","http://r.rachum.com","","False","","541","237","db"
"coolaj86","122831","User","AJ ONeal","Root","https://coolaj86.com","","False","","1114","544","db"
"coonsta","","","","","","","False","","","",""
"coopernurse","244690","User","James Cooper","bitmechanic","http://bitmechanic.com/","","False","","136","135","db"
"coorpacademy","","","","","","","False","","","",""
"copier-org","67044561","Organization","","","https://copier.readthedocs.io/","","False","","41","6","db"
"coralogix","","","","","","","False","","","",""
"cordobo","","","","","","","False","","","",""
"core-api","","","","","","","False","","","",""
"core-error","","","","","","","False","","","",""
"coreh","","","","","","","False","","","",""
"corejavascript","","","","","","","False","","","",""
"corenting","","","","","","","False","","","",""
"cornellius-gp","36548216","Organization","","","","","False","","53","5","db"
"cortex-js","","","","","","","False","","","",""
"corvudev","","","","","","","False","","","",""
"corydolphin","","","","","","","False","","","",""
"corygibbons","","","","","","","False","","","",""
"cosmichorrordev","","","","","","","False","","","",""
"cosmiconfig","125766940","Organization","","","","","False","","9","1","db"
"cosmos","228843","Organization","COSMOS","","https://cosmos.network","","False","","2010","128","db"
"cosmosio","","","","","","","False","","","",""
"cosmwasm","52079682","Organization","CosmWasm","","https://cosmwasm.com","","False","","371","49","db"
"couchbase","605755","Organization","Couchbase, Inc.","","https://www.couchbase.com/","","False","","411","252","db"
"courtbouillon","","","","","","","False","","","",""
"courvoif","","","","","","","False","","","",""
"coveo","","","","","","","False","","","",""
"coveooss","","","","","","","False","","","",""
"coveragepy","216156418","Organization","Coverage.py","","","","False","","12","4","db"
"cowboy","54051","User","Ben Alman","","http://benalman.com/","","False","","3577","136","db"
"cpburnz","","","","","","","False","","","",""
"cpjreynolds","","","","","","","False","","","",""
"cpplint","23239423","Organization","","","","","False","","12","2","db"
"craftspider","","","","","","","False","","","",""
"craftsy","","","","","","","False","","","",""
"craftzdog","1332805","User","Takuya Matsuyama","Freelancer","https://www.craftz.dog/","","False","","11572","161","db"
"craigh411","","","","","","","False","","","",""
"crate-ci","36412122","Organization","","","","","False","","74","26","db"
"crate-py","","","","","","","False","","","",""
"crazycodeboy","8716595","User","geekailab","geekailab","https://www.geekailab.com","","False","","2662","72","db"
"crccheck","","","","","","","False","","","",""
"crcn","757408","User","Craig Condon","","","","False","","302","190","db"
"crcong","","","","","","","False","","","",""
"crdoconnor","6067509","User","Colm O'Connor","","https://hitchdev.com/","","False","","90","60","db"
"creationix","89353","User","Tim Caswell","@vercel  ","https://patreon.com/creationix","","False","","5273","516","db"
"crflynn","","","","","","","False","","","",""
"crissdev","","","","","","","False","","","",""
"cristianbote","3405161","User","Cristian Bote","","https://cristianbote.com","","False","","410","54","db"
"cristianrgreco","","","","","","","False","","","",""
"criterion-rs","","","","","","","False","","","",""
"cronvel","6891714","User","Cedric Ronvel","Freelance","http://blog.soulserv.net","","False","","117","147","db"
"cross-rs","93954236","Organization","","","","","False","","115","7","db"
"crossbario","5656948","Organization","Crossbar.io","","https://crossbar.io","crossbar.io","True","","52","38","db"
"crossbeam-rs","26314159","Organization","Crossbeam","","","","False","","117","7","db"
"crossfilter","12073349","Organization","Crossfilter","","","","False","","27","4","db"
"crossnox","","","","","","","False","","","",""
"crossterm-rs","55745280","Organization","crossterm-rs","","","","False","","38","11","db"
"crosstype","","","","","","","False","","","",""
"crouchcd","","","","","","","False","","","",""
"crowdstrike","2446477","Organization","CrowdStrike","","https://www.crowdstrike.com","crowdstrike.com","True","","1290","258","db"
"crumblingstatue","","","","","","","False","","","",""
"crypto-browserify","","","","","","","False","","","",""
"crypto-punkers","","","","","","","False","","","",""
"crypto-utils","","","","","","","False","","","",""
"cryptocoinjs","","","","","","","False","","","",""
"cryptocorrosion","","","","","","","False","","","",""
"cs01","5715368","User","Chad Smith","","https://chadsmith.dev","","False","","601","30","db"
"csandman","","","","","","","False","","","",""
"csantero","","","","","","","False","","","",""
"cschleiden","","","","","","","False","","","",""
"cschwarz","","","","","","","False","","","",""
"cscorley","","","","","","","False","","","",""
"cscott","","","","","","","False","","","",""
"csernazs","","","","","","","False","","","",""
"cshaa","","","","","","","False","","","",""
"cspotcode","","","","","","","False","","","",""
"csquared","","","","","","","False","","","",""
"css","1517864","Organization","","","","","False","","212","4","db"
"css-modules","12612655","Organization","","","","","False","","135","26","db"
"cssinjs","9503099","Organization","JSS","","https://cssinjs.org","","False","","196","30","db"
"csslint","7219403","Organization","","","","","False","","15","3","db"
"cssnano","40150215","Organization","","","https://cssnano.github.io/cssnano/","","False","","15","2","db"
"cssninjastudio","","","","","","","False","","","",""
"csstools","39136094","Organization","CSS Tools","","https://cssdb.org/","cssdb.org","True","","497","120","db"
"csstree","18097402","Organization","CSSTree","","https://twitter.com/csstree","","False","","25","12","db"
"cst","","","","","","","False","","","",""
"csteinmetz1","16929610","User","Christian J. Steinmetz","@suno-ai","christiansteinmetz.com","","False","","1015","82","db"
"csurfer","1235813","User","Vishwas B Sharma","","https://csurfer.github.io","","False","","152","30","db"
"ctavan","","","","","","","False","","","",""
"cthackers","210514","User","The Brain","Another-D-Mention Software","","","False","","69","15","db"
"ctimmerm","40010","User","Colin Timmermans","","","","False","","25","10","db"
"ctrf-io","","","","","","","False","","","",""
"ctrlplusb","12164768","User","Sean Matheson","","","","False","","546","130","db"
"ctumolosus","","","","","","","False","","","",""
"ctz","","","","","","","False","","","",""
"cubewise-code","","","","","","","False","","","",""
"cubonacci","","","","","","","False","","","",""
"cucumber","320565","Organization","Cucumber","","https://cucumber.io/","","False","","920","136","db"
"cucumber-rs","","","","","","","False","","","",""
"cujojs","1211266","Organization","The Javascript Architectural Toolkit","","cujojs.com","","False","","22","29","db"
"cungminh2710","","","","","","","False","","","",""
"cuppalabs","","","","","","","False","","","",""
"cupy","23187665","Organization","CuPy","","https://cupy.dev","cupy.dev","True","","206","10","db"
"cure53","6709482","User","Cure53","Fine penetration tests for fine websites","https://cure53.de","","False","","2701","20","db"
"curlconverter","92046711","Organization","","","https://curlconverter.com","curlconverter.com","True","","70","8","db"
"currents-dev","","","","","","","False","","","",""
"currysoftware","","","","","","","False","","","",""
"curvedmark","","","","","","","False","","","",""
"cuviper","","","","","","","False","","","",""
"cvan","","","","","","","False","","","",""
"cvent","","","","","","","False","","","",""
"cvxopt","3673850","Organization","CVXOPT","","http://cvxopt.org","","False","","15","7","db"
"cvxpy","82789422","Organization","CVXPY","","https://www.cvxpy.org/","","False","","167","15","db"
"cwallsfdc","","","","","","","False","","","",""
"cyberagent","","","","","","","False","","","",""
"cyberagentailab","88431400","Organization","CyberAgent AI Lab","","https://cyberagent.ai/ailab/","cyberagent.ai","True","","244","98","db"
"cyberalien","","","","","","","False","","","",""
"cybergeek94","","","","","","","False","","","",""
"cyclonedx","","","","","","","False","","","",""
"cyclosproject","","","","","","","False","","","",""
"cyco130","","","","","","","False","","","",""
"cykooz","","","","","","","False","","","",""
"cypress-io","8908513","Organization","Cypress.io","","https://cypress.io","cypress.io","True","","1764","218","db"
"cypress-visual-regression","","","","","","","False","","","",""
"cyrilwanner","2709252","User","Cyril Wanner","@open-ch ","","","False","","150","17","db"
"cyrus-and","1660263","User","Andrea Cardaci","","https://cardaci.xyz","","False","","777","34","db"
"cython","486082","Organization","","","http://cython.org","","False","","247","9","db"
"cytoscape","956141","Organization","Cytoscape Consortium","","http://www.cytoscape.org/","","False","","239","164","db"
"cz-nic","","","","","","","False","","","",""
"czardoz","","","","","","","False","","","",""
"czeckd","","","","","","","False","","","",""
"czeidler","","","","","","","False","","","",""
"d-e-s-o","","","","","","","False","","","",""
"d-relay","","","","","","","False","","","",""
"d-sketon","","","","","","","False","","","",""
"d11wtq","","","","","","","False","","","",""
"d3","1562726","Organization","D3","","https://d3js.org","","False","","1943","54","db"
"d3x0r","","","","","","","False","","","",""
"d3z-the-dev","","","","","","","False","","","",""
"d5h-foss","","","","","","","False","","","",""
"d6u","","","","","","","False","","","",""
"da4089","","","","","","","False","","","",""
"daac-tools","","","","","","","False","","","",""
"daaku","","","","","","","False","","","",""
"daanzu","","","","","","","False","","","",""
"dab0mb","","","","","","","False","","","",""
"dabapps","","","","","","","False","","","",""
"dabeaz","350836","User","David Beazley","Dabeaz, LLC","https://www.dabeaz.com","","False","","5513","36","db"
"dabh","","","","","","","False","","","",""
"dabigblob","","","","","","","False","","","",""
"daboross","","","","","","","False","","","",""
"dabroek","","","","","","","False","","","",""
"dachev","","","","","","","False","","","",""
"daggaz","","","","","","","False","","","",""
"dagrejs","34791034","Organization","Dagre","","https://dagrejs.github.io","","False","","70","5","db"
"dahlia","12431","User","Hong Minhee (洪 民憙)","@fedify-dev","https://hongminhee.org/","","False","","1289","259","db"
"dahosek","","","","","","","False","","","",""
"dai-shi","490574","User","Daishi Kato","Freelancer","https://daishikato.com","","False","","8070","128","db"
"dainis","","","","","","","False","","","",""
"dajiaji","","","","","","","False","","","",""
"dalek-cryptography","35540388","Organization","dalek cryptography","","https://dalek.rs","","False","","301","11","db"
"damianociarla","","","","","","","False","","","",""
"damienbod","3442158","User","damienbod","","https://damienbod.com","","False","","2038","302","db"
"damonoehlman","","","","","","","False","","","",""
"danakt","","","","","","","False","","","",""
"danaugrs","","","","","","","False","","","",""
"danawoodman","","","","","","","False","","","",""
"danbovey","","","","","","","False","","","",""
"danburkert","","","","","","","False","","","",""
"dancormier","647177","User","Dan Cormier"," @StackExchange","https://dancormier.com","","False","","74","17","db"
"danday74","","","","","","","False","","","",""
"danez","","","","","","","False","","","",""
"danfinlay","","","","","","","False","","","",""
"danger","17147106","Organization","Danger","","http://danger.systems","","False","","116","29","db"
"dangmai","","","","","","","False","","","",""
"dangrossman","407706","User","Dan Grossman","Awio Web Services LLC","http://www.dangrossman.info","","False","","403","12","db"
"danicarrion","","","","","","","False","","","",""
"daniel-hauser","","","","","","","False","","","",""
"daniel-lundin","545809","User","Daniel Lundin","@Milkywire","","","False","","181","71","db"
"daniel5151","","","","","","","False","","","",""
"danielcompton","","","","","","","False","","","",""
"danieldg","","","","","","","False","","","",""
"danielgatis","7380","User","Daniel Gatis","","","","False","","667","44","db"
"danielgindi","366926","User","Daniel Cohen Gindi","Self Employed, CTO at eyedo fielding technologies ltd.","","","False","","1453","199","db"
"danielgtaylor","106826","User","Daniel G. Taylor","Axon","","","False","","515","98","db"
"danielhenrymantilla","","","","","","","False","","","",""
"danielhrisca","","","","","","","False","","","",""
"danieljdufour","","","","","","","False","","","",""
"danielkeep","","","","","","","False","","","",""
"daniellawrence","","","","","","","False","","","",""
"danielrearden","","","","","","","False","","","",""
"danielroe","28706372","User","Daniel Roe","","https://roe.dev","","False","","5763","859","db"
"danielzfranklin","","","","","","","False","","","",""
"danifus","","","","","","","False","","","",""
"daninet","884882","User","Dani Biró","","https://danibiro.com","","False","","63","25","db"
"danipopes","57450786","User","","@tempoxyz","","","False","","1009","184","db"
"danivek","","","","","","","False","","","",""
"dankogai","68812","User","Dan Kogai","","http://www.dan.co.jp/~dankogai/","","False","","768","106","db"
"danlehmann","","","","","","","False","","","",""
"danmactough","357481","User","Dan MacTough","@Upwell-AI","https://mact.me/","","False","","132","169","db"
"danmarshall","","","","","","","False","","","",""
"danmartinez101","","","","","","","False","","","",""
"dannycoates","","","","","","","False","","","",""
"dannydainton","","","","","","","False","","","",""
